symptom_cui,disease_cui,symptom_name,disease_name
C0578674,C0376356,Premenstrual breast tenderness; Premenstrual breast tenderness (finding),"Premenstrual Tension; tension; premenstrual; PREMENSTRUAL TENSION; Premenstrual tension; premenstrual tension; premenstrual; tension; Premenstrual Tensions; Tensions, Premenstrual; Premenstrual tension NOS; Tension, Premenstrual; Premenstrual tension syndrome; syndrome; premenstrual tension; premenstrual tension syndrome; premenstrual tension; syndrome; Premenstrual tension syndromes; Premenstrual tension syndrome, NOS; PMS - premenstrual syndrome; PMT - premenstrual tension; PMT - Premenstrual tension; pmt; Premenstrual tension syndrom; Premenstrual tension syndrome (disorder)"
C0578675,C0392702,Thyrotoxic tremor; Thyrotoxic tremor (finding),"Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements"
C0578750,C0040128,Tenderness of thyroid; thyroid tenderness; Tenderness of thyroid (finding); thyroid tender; tender thyroid; thyroid tender (physical finding),"Thyroid Diseases; thyroid diseases; Disease, Thyroid; THYROID DISEASE; THYROID DISEASE, NOS; Thyroid Disease; Thyroid disease; thyroid disease; Diseases, Thyroid; Unspecified disorder of thyroid; Disorder of thyroid, unspecified; Thyroid disorder; DISORDER THYROID; Disorder thyroid; THYROID DISORDER; thyroid disorder; thyroid; disorder; Thyroid Disorders; Thyroid disorder NOS; Thyroid disorder, NOS; Thyroid disorders; thyroid disorders; Disorder of thyroid gland; Disorders of thyroid gland; Disorder of thyroid gland, NOS; DISORDERS OF THYROID GLAND; thyroid gland disorders; thyroid gland disorder; Thyroid gland disorders; Thyroid Gland Disorders; Thyroid Gland Disorder; Thyroid Gland Diseases; thyroid gland diseases; Thyroid gland--Diseases; DISEASES OF THE THYROID GLAND; Disease of thyroid gland; Disease of thyroid gland, NOS; Diseases of Thyroid Gland; diseases of the thyroid gland; thyroid gland disease; Diseases of the thyroid gland; Thyroid Gland Disease; HYPOTHYROIDISM, HYPERTHYROIDISM AND OTHER DISORDERS; Thyroid abnormalities; thyroid abnormal; THYROID ABNORMAL; abnormal thyroid; disease (or disorder); thyroid; Disorder of thyroid gland (disorder); thyroid disorder (diagnosis); Disorders of thyroid gland (E00-E07)"
C0578994,C1282895,Unpleasant taste in mouth; Bad taste in mouth; bad taste in mouth; bad mouth taste; bad taste mouth; mouth bad taste; Bad;taste (in mouth); Bad taste in mouth (finding); Unpleasant taste in mouth (finding),"Neurologic unpleasant taste; Taste, unpleasant, neurologic; Neurologic unpleasant taste (finding)"
C0581323,C0152091,Clavicle pain; clavicle pain; CLAVICLE PAIN; Clavicle pain (finding); bone pain in clavicle (symptom); bone pain in collar bone; clavicular pain; bone pain in clavicle; clavicular bone pain,"Osteochondropathy; osteochondropathy; Osteochondropathies; Osteochondropathy, NOS; Osteochondropathy NOS; Unspecified osteochondropathy; Osteochondropathy, unspecified; Disease of bone AND cartilage; Disease of bone and cartilage; Disease of bone and cartilage, NOS; Diseases of Bone and Cartilage; Disorder of bone and cartilage, unspecified; Osteochondropathy (disorder); osteochondropathy (diagnosis)"
C0581326,C0410060,[D]Clicking thumb; clicking thumb; clicking thumbs,
C0581358,C0026848,Gastric spasm (disorder); Gastric spasm; gastric spasm; stomach; spasm; Spasm;stomach; spasms stomach; stomach spasm; spasm stomach; spasm; stomach,"Myopathy; MYOPATHY; myopathy; MYOPATHIES; Myopathy, NOS; Myopathies; myopathies; Muscle disease or syndrome; Muscular Diseases; muscular diseases; Muscular Disease; muscular disease; Muscle Disorders; muscle disorders; Muscle disorders; muscle disorder; DISORDER MUSCLE; MUSCLE DISORDER; Disorder of muscle, NOS; Disorder of muscle; Disorders of muscles; Disorder muscle; Muscle disorder; Muscle disorder NOS; Muscle Disorder; disorder of muscle; Myopathic disease; Myopathic disease, NOS; Myopathic syndrome, NOS; Myopathy, unspecified; myopathy unspecified; Disorder of muscle, unspecified; Unspecified disorder of muscle; disorder of muscle (diagnosis); Myopathic disease or syndrome; Myopathic Diseases and Syndromes; Muscular Disorders; muscular disorders; muscular disorder; Myopathic changes; Disorder of skeletal AND/OR smooth muscle; Muscle tissue disease; muscle disease; MUSCLE DISEASE; Muscles--Diseases; Myopathic Conditions; Myopathic Condition; Skeletal muscle disease; skeletal muscle disease; Disorder of skeletal AND/OR smooth muscle (disorder); skeletal muscle disorder; disease (or disorder); muscle; myopathies (diagnosis); Disorders of muscles (M60-M63)"
C0581358,C0038354,Gastric spasm (disorder); Gastric spasm; gastric spasm; stomach; spasm; Spasm;stomach; spasms stomach; stomach spasm; spasm stomach; spasm; stomach,"Stomach Diseases; stomach diseases; Disease of stomach; Disease, Stomach; Stomach Disease; DISEASES OF THE STOMACH; Disease of stomach, NOS; Stomach disease; disease of stomach; diseases of the stomach; stomach disease; Stomach--Diseases; Diseases, Stomach; Disorder of stomach; stomach disorder; stomach disorders; disorder; stomach; stomach; disorder; Stomach Disorder; Stomach Disorders; Gastropathy; GASTROPATHY; gastropathy; Gastric Diseases; gastric disease; Gastric disease; Disease, Gastric; Gastric Disease; Diseases, Gastric; Gastric disorder; gastric disorder; Gastric Disorder; Gastric disorders; Gastric Disorders; Disorder of stomach (disorder); gastropathy (diagnosis)"
C0581909,C0042268,Vulval irritation; vulval irritation; Irritation;vulva; vulva irritation; Vulval irritation (finding),"Vaginitis and vulvovaginitis; vaginitis and vulvovaginitis; Vaginitis and vulvovaginitis, unspecified; vaginitis and vulvovaginitis (diagnosis)"
C0585540,C0151532,"Myoclonus, Oculopalatal; Oculopalatal myoclonus; Oculopalatal Myoclonus; nystagmus pendular oculopalatal myoclonus; Oculopalatal myoclonus (diagnosis); Oculopalatal myoclonus (disorder)","Brain stem disorder; DISORDER BRAIN STEM; Disorder brain stem; BRAIN STEM DISORDER; Brain stem disorder, NOS; brain disorders stem; Brain stem disorder NOS; Disorder of brain stem; disease of brain stem; Disease of brain stem, NOS; brain diseases stem; brain stem disease; of brain stem disease; Disorder of brain stem (disorder)"
C0585540,C0271388,"Myoclonus, Oculopalatal; Oculopalatal myoclonus; Oculopalatal Myoclonus; nystagmus pendular oculopalatal myoclonus; Oculopalatal myoclonus (diagnosis); Oculopalatal myoclonus (disorder)","Pendular Nystagmus; Nystagmus, pendular; nystagmus pendular; Pendular nystagmus; pendular nystagmus; Nystagmus, Pendular; Pendulum nystagmus; pendular nystagmus (diagnosis); Pendular nystagmus (disorder); pendular nystagmus (physical finding); pendular nystagmus was observed"
C0585542,C0001314,Benign paroxysmal positional vertigo nystagmus; BPPV - Benign paroxysmal positional vertigo nystagmus; Benign paroxysmal positional vertigo nystagmus (disorder),"Acute Disease; disease acute; acute disease; Acute disease; Acute Diseases; Diseases, Acute; Acute disease, NOS; acute diseases; Acute diseases; Disease, Acute; Acute disease (disorder); acute disease/disorder; acute disorder; acute disorders"
C0585542,C0155502,Benign paroxysmal positional vertigo nystagmus; BPPV - Benign paroxysmal positional vertigo nystagmus; Benign paroxysmal positional vertigo nystagmus (disorder),"Benign Paroxysmal Positional Vertigo; VERTIGO, PAROXYSMAL POSITIONAL, BENIGN; VERTIGO, BENIGN PAROXYSMAL POSITIONAL; Benign paroxysmal positional vertigo; benign paroxysmal positional vertigo; Vertigo, Benign Paroxysmal Positional; Benign positional vertigo; positional benign vertigo; positional vertigo benign; vertigo benign positional; VERTIGO BENIGN POSITIONAL; Vertigo;benign positional; BENIGN POSITIONAL VERTIGO; benign positional vertigo; Benign paroxysmal positional nystagmus; NYSTAGMUS, PAROXYSMAL POSITIONAL, BENIGN; benign paroxysmal positional nystagmus; NYSTAGMUS, POSITIONAL, LABYRINTHINE; BPPV - Benign paroxysmal positional vertigo; BPPV (benign paroxysmal positional vertigo); Vertigo, Benign Recurrent; Benign recurrent vertigo; benign recurrent vertigo; VERTIGO, BENIGN RECURRENT; Benign Recurrent Vertigos; Recurrent Vertigos, Benign; Benign Recurrent Vertigo; Recurrent Vertigo, Benign; benign recurrent vertigo (diagnosis); Benign paroxysmal postural vertigo; BPPV; Benign paroxysmal positional vertigo (disorder); Benign recurrent vertigo (disorder); Familial Vestibulopathy; VESTIBULOPATHY, FAMILIAL; Familial Vestibulopathies; Vestibulopathies, Familial; Vestibulopathy, Familial; benign paroxysmal positional vertigo (diagnosis); benign paroxysmal positional nystagmus (diagnosis); BRV; Familial Benign Recurrent Vertigo"
C0585542,C0585541,Benign paroxysmal positional vertigo nystagmus; BPPV - Benign paroxysmal positional vertigo nystagmus; Benign paroxysmal positional vertigo nystagmus (disorder),Peripheral vestibular nystagmus; nystagmus peripheral vestibular; Peripheral vestibular nystagmus (diagnosis); Peripheral vestibular nystagmus (disorder)
C0585566,C0028738,Nystagmus signs; Nystagmus signs (disorder),"Nystagmus; NYSTAGMUS; nystagmus; Nystagmus, NOS; Nystagmus NOS; Nystagmus, unspecified; Unspecified nystagmus; nystagmus (diagnosis); Nystagmus, Pathologic; Pathologic Nystagmus; Involuntary, rapid, rhythmic eye movements; Nystagmus (disorder); nystagmus (physical finding)"
C0585566,C1269791,Nystagmus signs; Nystagmus signs (disorder),
C0585627,C0080040,,"Postpoliomyelitis Syndrome; postpoliomyelitis syndrome; Postpoliomyelitis syndrome; Postpoliomyelitis Muscular Atrophy; Muscular Atrophies, Postpoliomyelitis; Postpoliomyelitis Muscular Atrophies; Muscular Atrophy, Postpoliomyelitis; Postpolio muscular atrophy; Progressive muscular atrophy following poliomyelitis; Post-polio progressive muscular atrophy; Post-Polio Syndrome; polio post syndrome; Post-polio Syndrome; post polio syndrome; Post polio syndrome; post-polio syndrome; Post-Polio Syndromes; Postpoliomyelitic syndrome; Postpolio sequelae; Postpoliomyelitis sequelae; Post poliomyelitis syndrome (disorder); Post-Poliomyelitis Muscular Atrophy; Muscular Atrophies, Post-Poliomyelitis; Post Poliomyelitis Muscular Atrophy; Post-Poliomyelitis Muscular Atrophies; Muscular Atrophy, Post-Poliomyelitis; Post-Poliomyelitis Syndrome; Post poliomyelitis syndrome; post poliomyelitis syndrome; Post Poliomyelitis Syndrome; Postpolio syndrome; POSTPOLIO SYNDROME; postpolio syndrome; post-polio syndrome (diagnosis); postpolio myelitic syndrome"
C0585958,C0042345,,"Varicosity; VARICOSITY; Varicosities; varicosities; Phlebectasia; phlebectasia; Varices; VARICES; varices; Varix; Varix, NOS; varix; Varicose Veins; VARICOSE VEINS; Varicose veins; varicose veins; Varicose vein; Vein, Varicose; VARICOSE VEIN; VEIN VARICOSE; Varicose Vein; varicose vein; Varicose veins NOS; Vein varicose; Veins, Varicose; varicose veins lower extremities; Venous varices; Venous varicosities; VVs - Varicose veins; VV - Varicose veins; Uneven venous ectasia (morphologic abnormality); Venous ectasia (morphologic abnormality); Venous varices (disorder); Venous ectasia; venous ectasia; Uneven venous ectasia; varicose veins (diagnosis); enlarged tortuous blood vessel"
C0585958,C0155796,,Varicose veins of vulva; Vulval varices; Vulval varicose vein; Varicose veins vulval; Varicose veins of vulva (disorder); vulva; varices; varices; vulva; vulvar varices (diagnosis); vulvar varices
C0585977,C0042345,,"Varicosity; VARICOSITY; Varicosities; varicosities; Phlebectasia; phlebectasia; Varices; VARICES; varices; Varix; Varix, NOS; varix; Varicose Veins; VARICOSE VEINS; Varicose veins; varicose veins; Varicose vein; Vein, Varicose; VARICOSE VEIN; VEIN VARICOSE; Varicose Vein; varicose vein; Varicose veins NOS; Vein varicose; Veins, Varicose; varicose veins lower extremities; Venous varices; Venous varicosities; VVs - Varicose veins; VV - Varicose veins; Uneven venous ectasia (morphologic abnormality); Venous ectasia (morphologic abnormality); Venous varices (disorder); Venous ectasia; venous ectasia; Uneven venous ectasia; varicose veins (diagnosis); enlarged tortuous blood vessel"
C0586392,C0030567,Parkinsonian tremor; parkinsonian tremor; parkinsonian tremors; Parkinsonian tremor (finding),"Parkinson Disease; PARKINSON DISEASE; Parkinson disease; Parkinson's Disease; Parkinsons Disease; PARKINSON'S DISEASE; Parkinson's disease; DISEASE PARKINSON'S; Parkinson's disease, NOS; Parkinson's disease NOS; disease parkinsons's; diseases parkinson's; diseases parkinsons; diseases parkinson; parkinson's disease; Disease Parkinson's; Disease;Parkinsons; Parkinsons disease; Paralysis Agitans; agitans; paralysis; PARALYSIS AGITANS; Paralysis agitans; paralysis agitans; Paralysis;agitans; paralysis; agitans; Shaking palsy; PALSY, SHAKING; PALSY SHAKING; palsy shaking; palsy; shaking; shaking palsy; shaking; palsy; Shaking Palsy; Parkinson's syndrome; SYNDROME PARKINSON'S; syndrome parkinson's; PARKINSON'S SYNDROME; parkinson's syndrome; Idiopathic Parkinsonism; Idiopathic parkinsonism; Primary Parkinsonism; Primary parkinsonism; Parkinsonism, Primary; Lewy Body Parkinson Disease; parkinson disease lewy body; bodies disease lewy parkinson's; Lewy Body Parkinson's Disease; Parkinson's Disease, Lewy Body; Idiopathic Parkinson Disease; idiopathic parkinson disease; Idiopathic Parkinson's disease; disease idiopathic parkinsons; idiopathic parkinson's disease; Idiopathic Parkinson's Disease; Parkinson's Disease, Idiopathic; Parkinson Disease, Idiopathic; PD - Parkinson's disease; Parkinson disease (PD); PARALYSIS AGITANS PARKINSONISM; PARALYSIS AGITANS <PARKINSONISM>; Parkinson's disease (disorder); disease disorders parkinson's; parkinson's; Parkinson`s disease; disease parkinson s; parkinson s disease; Parkinson disease (diagnosis)"
C0586738,C0158352,Calf muscle weakness; Calf muscle weakness (physical finding); Calf muscle weakness (finding),"Muscle, ligament and fascia disorders; Disorders of muscle, ligament, and fascia; disorders of muscle, ligament, and fascia; Unspecified disorder of muscle, ligament, and fascia; Muscle, ligament and fascia disorders (disorder); disorders of muscle, ligament, and fascia (diagnosis)"
C0587047,C0158370,Mass of trunk; Mass of trunk (finding),Other soft tissue disorders; Other disorders of soft tissues; Other disorders of soft tissue; Other and unspecified disorders of soft tissue; Other soft tissue disorders (M70-M79)
C0587047,C0265894,Mass of trunk; Mass of trunk (finding),
C0587047,C0340164,Mass of trunk; Mass of trunk (finding),Lofgrens syndrome; Lofgren's syndrome; Loefgrens syndrome; Loefgren syndrome; Bilateral hilar adenopathy syndrome; Erythema nodosum with bilateral hilar lymph node sarcoidosis; Bilateral hilar lymph node sarcoidosis with erythema nodosum; Bilateral hilar adenopathy syndrome (disorder); Lofgrens syndrome (disorder)
C0587047,C2960211,Mass of trunk; Mass of trunk (finding),
C0587050,C0343228,,Ganglion of ankle; ganglion of ankle; ankle ganglion; ganglion ankle; Ganglion cyst of ankle; Ganglion of ankle (disorder); ganglion of ankle (diagnosis)
C0587050,C2959868,,Verruca vulgaris of skin of lower extremity; common warts of skin of lower extremity (diagnosis); common warts of skin of lower extremity; warts common of skin of lower extremity; Verruca vulgaris of skin of lower extremity (disorder)
C0587242,C1997440,,Arthropathy of knee joint; Arthropathy of knee joint (disorder); Disorder of knee joint; disorder of knee joint; disorder of knee joint (diagnosis)
C0587243,C2316074,Pain due to shoulder joint prosthesis; Pain due to shoulder joint prosthesis (disorder),Disorder of glenohumeral joint; disorder of glenohumeral joint; disorder of glenohumeral joint (diagnosis); Disorder of glenohumeral joint (disorder)
C0589525,C0267204,Vomit Inducing Drugs,
C0677061,C0575032,Pain in thoracic spine; Thoracic spine pain; pain spine thoracic; thoracic spine pain; pain in the thoracic spine; pain in the thoracic spine (symptom); Pain in thoracic spine (diagnosis); dorsopathy dorsalgia pain in thoracic spine; Pain in thoracic spine (finding); midback pain (symptom); midback pain,Thoracic facet joint pain; Thoracic facet joint pain (finding); Thoracic facet syndrome; thoracic facet syndrome; thoracic facet syndrome (diagnosis)
C0684219,C0270871,"Myokymia; myokymia; Myokymias; myokymia (physical finding); Fibrillary Chorea; fibrillary chorea; Choreas, Fibrillary; Fibrillary Choreas; Chorea, Fibrillary; Morvan's Chorea; morvan's chorea; Choreas, Morvan's; Morvan's Choreas; Chorea, Morvan; Morvan Chorea; Morvans Chorea; Choreas, Morvan; Morvan Choreas; Chorea, Morvan's; Kymatism; kymatism; Kymatisms; Myokymia (finding); Morvan's Fibrillary Chorea; Morvan's fibrillary chorea; Morvan Fibrillary Chorea; Morvans Fibrillary Chorea; Chorea, Morvan's Fibrillary; Fibrillary Chorea, Morvan's","Facial Myokymia; myokymia; facial; Facial myokymia; facial myokymia; facial myokymias; Facial Myokymias; Myokymias, Facial; Myokymia, Facial; Facial myokymia (muscle quivering); Involuntary facial quivering; Involuntary facial contraction; facial myokymia (diagnosis); Facial myokymia (finding); facial myokymia (physical finding); facial myokymia was seen"
C0686344,C0032962,Back pain complicating pregnancy; pregnancy complications: back pain; pregnancy complications: back pain (diagnosis); Back pain complicating pregnancy (disorder),
C0686729,C0150055,Generalized chronic body pains; Generalised chronic body pains; Generalized chronic body aches; Generalised chronic body aches; Generalized chronic body pains (finding),
C0686765,C0157735,Unpleasant odor of axilla; Unpleasant odour of axilla; Unpleasant odor of axilla (finding),Other specified disorders of sweat glands
C0686766,C0157735,Unpleasant odor of genitalia; Unpleasant odour of genitalia; Unpleasant odor of genitalia (finding),Other specified disorders of sweat glands
C0686768,C0178298,Abnormal complexion; Poor complexion; Bad complexion; Complexion ill; Abnormal complexion (finding),"Skin and subcutaneous tissue disorders; Skin and Subcutaneous Tissue Disorders; Disorder of skin and subcutaneous tissue; skin and subcutaneous tissue disorder; Disorder of skin and subcutaneous tissue, unspecified; Unspecified disorder of skin and subcutaneous tissue; Disorder of the skin and subcutaneous tissue, unspecified; Skin and subcutaneous tissue disease; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES; Disease of skin and subcutaneous tissue, NOS; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUE; Diseases of the skin and subcutaneous tissue; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES: GENERAL TERMS, HISTOLOGIC TYPES AND INFECTIONS; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES: GENERAL TERMS AND HISTOLOGIC TYPES; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES: GENERAL TERMS; Disorder of the dermis and subcutaneous tissue; Disorder of skin and subcutaneous tissue (diagnosis); Disorder of skin and/or subcutaneous tissue (disorder); Disorder of skin and/or subcutaneous tissue; Diseases of the skin and subcutaneous tissue (L00-L99)"
C0695252,C0015674,Other malaise and fatigue,"Chronic Fatigue Syndrome; FATIGUE CHRONIC SYNDROME; fatigue; syndrome, chronic; syndrome; fatigue, chronic; CHRONIC FATIGUE SYNDROME; chronic fatigue syndrome; Chronic fatigue syndrome; Chronic Fatigue Syndromes; Fatigue Syndromes, Chronic; Fatigue Syndrome, Chronic; Encephalomyelitis, Myalgic; Myalgic encephalomyelitis; myalgic; encephalomyelitis; myalgic encephalomyelitis; encephalomyelitis myalgic; encephalomyelitis; myalgic; Myalgic Encephalomyelitis; Postviral Fatigue Syndrome; fatigue syndrome; postviral; fatigue; syndrome, postviral; postviral; syndrome, fatigue; syndrome; fatigue, postviral; syndrome; postviral, fatigue; Postviral fatigue syndrome; postviral fatigue syndrome; Postviral Fatigue Syndromes; Postviral fatigue syndrome, NOS; Fatigue Syndrome, Postviral; Syndrome, Postviral Fatigue; Infectious Mononucleosis-Like Syndrome, Chronic; Infectious Mononucleosis Like Syndrome, Chronic; Royal Free Disease; Royal Free disease; Akureyri disease; Benign myalgic encephalomyelitis; encephalomyelitis; benign myalgic; benign; myalgic encephalomyelitis; Iceland disease; ICELAND DISEASE; Iceland; disease; Icelandic disease; ENCEPHALOMYELITIS, EPIDEMIC MYALGIC; Epidemic neuromyasthenia; NEUROMYASTHENIA, EPIDEMIC; yuppie flu; YUPPIE FLU; CFS; CFS - Chronic fatigue syndrome; chronic fatigue syndrome (CFS); CFS (chronic fatigue syndrome); Chronic Fatigue and Immune Dysfunction Syndrome; chronic fatigue and immune dysfunction syndrome; ME - Myalgic encephalomyelitis; PVFS - Postviral fatigue syndrome; Myalgic encephalomyelitis syndrome; postviral fatigue syndrome (diagnosis); Systemic Exertion Intolerance Disease; ME/CFS; SEID; Chronic Fatigue Disorder; Chronic Fatigue Disorders; Fatigue Disorder, Chronic; Chronic Fatigue-Fibromyalgia Syndrome; Chronic Fatigue Fibromyalgia Syndrome; Chronic Fatigue-Fibromyalgia Syndromes; Fatigue-Fibromyalgia Syndromes, Chronic; Fatigue-Fibromyalgia Syndrome, Chronic; myalgic encephalomyelitis/chronic fatigue syndrome; Myalgic encephalomyelitis/chronic fatigue syndrome; myalgic encephalomyelitis/chronic fatigue syndrome (diagnosis); Chronic fatigue syndrome (disorder); Postviral fatigue syndrome (disorder); Akureyri; Post viral fatigue syndrome; post-viral fatigue syndrome; POST-VIRAL FATIGUE SYNDROME; post viral fatigue syndrome; postviral fatigue; chronic fatigue syndrome (diagnosis); Chronic fatigue, unspecified"
C0695252,C0270615,Other malaise and fatigue,Generalized neuromuscular exhaustion syndrome; generalized neuromuscular exhaustion syndrome; Generalised neuromuscular exhaustion syndrome; Nielsen's syndrome; generalized neuromuscular exhaustion syndrome (diagnosis); Generalized neuromuscular exhaustion syndrome (disorder)
C0695252,C0413299,Other malaise and fatigue,Exhaustion - physiological; Exhaustion - physiological (finding)
C0695252,C0729254,Other malaise and fatigue,Accommodative fatigue; Accommodative fatigue (disorder)
C0695252,C1621769,Other malaise and fatigue,Pseudoparalysis due to generalized arthritis; Pseudoparalysis due to generalised arthritis; Pseudoparalysis due to generalized arthritis (physical finding); Pseudoparalysis due to generalized arthritis (finding)
C0700200,C0007222,Presyncope; PRESYNCOPE; presyncope; Presyncopes; Near syncope; NEAR SYNCOPE; near syncope; Pre-syncope; PRE-SYNCOPE; pre syncope; pre-syncope; Near syncope (disorder),"Cardiovascular Diseases; cardiovascular diseases; Cardiovascular Disease; Cardiovascular disease; Disease, Cardiovascular; Cardiovascular disease, NOS; CARDIOVASCULAR DISEASE; Disease;cardiovascular; cardiovascular disease; Disease or syndrome of cardiovascular system; Cardiovascular disorder; CARDIOVASCULAR DISORDER; cardiovascular disorder; cardiovascular; disorder; Cardiovascular Disorder; CARDIOVASCULAR DISORDER (NOS); Cardiovascular Disorders; DISORDER CARDIOVASCULAR (NOS); Cardiovascular disorder, NOS; CARDIOVASCULAR DISORDERS; Cardiovascular disorder NOS; cardiovascular disorders; cardiovascular disorders (diagnosis); CARDIOVASCULAR DISORDERS, GENERAL; DISEASES AFFECTING THE ENTIRE CARDIOVASCULAR SYSTEM; Cardiovascular system disease; cardiovascular system disease; DISEASES OF THE CARDIOVASCULAR SYSTEM; Disease of cardiovascular system, NOS; cardiovascular system diseases; Cardiovascular system--Diseases; CARDIOVASCULAR DISORDERS: GENERAL TERMS; CVD, NOS; CVD; Cardiovascular disease, unspecified; General Cardiovascular System Diseases and Syndromes; Diseases and Syndromes of Cardiovascular System; CVS disease; CVS disease - cardiovascular system disease; CV disorders; disease (or disorder); cardiovascular; Disorder of cardiovascular system (disorder); Disorder of cardiovascular system; CVD - cardiovascular disease; Cardiovascular Disease (CVD)"
C0700590,C0457014,,"Book Syndrome; Book syndrome; BOOK SYNDROME; Book's syndrome; Böök syndrome; Hyperhidrosis, premature cavities and premolar aplasia; Book syndrome (disorder); PHC Syndrome; PHC SYNDROME"
C0701795,C0027765,,"nervous system disorder; DISORDER NERVOUS SYSTEM; Disorder nervous system; Disorder, Nervous System; NERVOUS SYSTEM DISORDER; Nervous system disorder; Nervous System Disorder; Nervous System Disorders; nervous system disorder NOS; disorders nervous systems; disorders of the nervous system; nervous system disorders; Nervous system disorder NOS; Nervous system disorders; Disorders, Nervous System; Disorder of nervous system NOS; nervous system; disorder; Disorder of nervous system; Nervous System Diseases; nervous system diseases; Nervous system--Diseases; Nervous system diseases; Nervous System Disease; Disease, Nervous System; Nervous system disease; diseases of the nervous system; nervous system disease; Diseases of the nervous system; Diseases, Nervous System; Unspecified disorders of nervous system; nervous; disorder; NERVOUS DISORDERS; disorder; nervous; Neurologic Disorders; neurologic disorders; NEUROLOGIC DISORDER NOS; neurologic disorder; Neurologic disorder NOS; NEUROLOGIC DISORDER; Disorder, Neurologic; Neurologic Disorder; Disorders, Neurologic; Neurological Disorders; neurological disorders; Neurological disorder; neurological disorder; Neurological disorder NOS; Disorder, Neurological; Neurological Disorder; Disorders, Neurological; Nervous system disease or syndrome; CENTR & PERIPH NERVOUS SYSTEM DISORDERS; Neurological disease; Disease;neurological; neurological disease; Disorder of nervous system (disorder); disease (or disorder); neurological, disorder, nervous system; disease (or disorder); nervous system; Nerve Diseases; Neurologic Diseases; neurologic disorders (diagnosis); Diseases of the nervous system (G00-G99)"
C0701795,C0475522,,Obstetric spinal and epidural anesthesia-induced headache; Obstetric spinal and epidural anaesthesia-induced headache; Obstetric spinal and epidural anesthesia-induced headache (disorder)
C0701795,C1302110,,Headache following myelography; Postmyelography headache; Headache following myelography (disorder); Headache post myelography; Post myelography headache
C0701824,C0427164,"Staggering gait; Gait, staggering; Gait staggering; GAIT STAGGERING; gait; staggering; STAGGERING GAIT; staggering gait; staggering; gait; Staggering; STAGGERING; staggering; Titubant ataxic gait; Staggering gait (finding); staggering gait (diagnosis)",High level sensorimotor gait disorder; gait - high level sensorimotor disorder; high level sensorimotor gait disorder; High level sensorimotor gait; high level sensorimotor gait disorder (physical finding); High level sensorimotor gait disorder (finding)
C0728950,C0401144,Vomiting alone,
C0729341,C0271240,Painful blind eye; Painful blind eye (disorder),"Blindness of one eye (disorder); Blindness, one eye; one eye blindness; one eye; blindness; blindness one eye; blindness; one eye; Blindness of one eye, NOS; Blindness;one eye; Blind eye; blind eye; blinding eye; Blindness, Unilateral; Unilateral blindness; unilateral blindness; Blindness unilateral; BLINDNESS UNILATERAL; Unilateral Blindness"
C0729341,C1300028,Painful blind eye; Painful blind eye (disorder),
C0745966,C0033103,,Pretibial myxedema; myxedema pretibial; pretibial myxedema; Pretibial myxoedema; pretibial myxoedema; Pretibial myxedema (disorder); skin texture thick over shins (pretibial myxedema); skin thickened over shins (physical finding); skin thickened over shins; skin thickened over shins (pretibial myxedema)
C0746674,C0234139,"Generalized muscle weakness; MUSCLE WEAKNESS GENERALIZED; Muscle weakness (generalized); Muscle weakness, generalized; Generalized Muscle Weakness; generalized muscle weakness; Muscle weakness, generalised; Generalised muscle weakness; Generalized weakness; Generalised weakness; Muscle weakness (generalized) (diagnosis); disorder of muscle weakness (generalized); Muscle weakness, diffuse; generalized muscle weakness (symptom)",Complete unilateral paresis
C0751188,C0393746,"Post-Dural Puncture Headaches; dural headaches post puncture; Post dural puncture headache; dural headache post puncture; post dural puncture headache; post-dural puncture headache; Headache, Post-Dural Puncture; Post Dural Puncture Headache; Post-Dural Puncture Headache; Post-dural puncture headache; Headaches, Post-Dural Puncture; PDPH - Post dural puncture headache; Post dural puncture headache (disorder); Postdural Puncture Headache; postdural puncture headache; Headaches, Postdural Puncture; Postdural Puncture Headaches; Headache, Postdural Puncture",Low pressure headache; headache low pressure; low pressure headache; headaches low pressure; Low pressure headache (diagnosis); headache syndromes low pressure; Low pressure headache (disorder)
C0751188,C0475522,"Post-Dural Puncture Headaches; dural headaches post puncture; Post dural puncture headache; dural headache post puncture; post dural puncture headache; post-dural puncture headache; Headache, Post-Dural Puncture; Post Dural Puncture Headache; Post-Dural Puncture Headache; Post-dural puncture headache; Headaches, Post-Dural Puncture; PDPH - Post dural puncture headache; Post dural puncture headache (disorder); Postdural Puncture Headache; postdural puncture headache; Headaches, Postdural Puncture; Postdural Puncture Headaches; Headache, Postdural Puncture",Obstetric spinal and epidural anesthesia-induced headache; Obstetric spinal and epidural anaesthesia-induced headache; Obstetric spinal and epidural anesthesia-induced headache (disorder)
