PMID,Sentence,MeSH Term Found,Title/Abstract
38275989,"Data from consecutive adult patients with severe/critical COVID-19 admitted to our hospital during the peak month of the Delta wave were compared to the ancestral, Alpha, and Omicron waves.",COVID-19,Abstract
38275989,"Regardless of the variant and treatment options, less than 2% of patients displayed serious liver injury, which was not found to be a death predictor in multivariable analysis.",Death,Abstract
38275988,Postoperative Nausea and Vomiting following Endoscopic Sinus Surgery under the Guidance of Adequacy of Anesthesia or Pupillometry with Intravenous Propofol/Remifentanil.,Nausea,Title
38275988,"Postoperative nausea and vomiting (PONV) constitutes an adverse event after endoscopic sinus surgery (ESS) under general anesthesia (GA) with intravenous opioids, such as remifentanil (RMF).",Nausea,Abstract
38275988,"The initial RMF infusion rate of 0.25 µg/kg body weight/minute was increased by 50% when the SPI, PRD, or Boezaart Bleeding Scale (BBS) were elevated by >15, >5%, or >2 points, respectively, until they normalized.",Body Weight,Abstract
38275982,Moderating Effect of Grip Strength in the Association between Diabetes Mellitus and Depressive Symptomatology.,Diabetes Mellitus,Title
38275982,Diabetes mellitus and depression rank among the leading causes of disease burden and are present in the top ten causes of disability-adjusted life years worldwide.,Diabetes Mellitus,Abstract
38275952,"In this review, we discuss the role of TTV as a potential marker for immunosuppression optimization, prediction of graft rejection, and as an indicator of opportunistic infections.",Infections,Abstract
38275950,Simultaneous Detection of Three Subgroups of Avian Leukosis Virus Using the Nanoparticle-Assisted PCR Assay.,Avian Leukosis,Title
38275949,Glycoprotein 5-Derived Peptides Induce a Protective T-Cell Response in Swine against the Porcine Reproductive and Respiratory Syndrome Virus.,Syndrome,Title
38275947,Cellular Processes Induced by HSV-1 Infections in Vestibular Neuritis.,Infections,Title
38275947,"In the field of otolaryngology, herpesvirus infection primarily leads to hearing loss and vestibular neuritis and is considered the primary hypothesis regarding the pathogenesis of vestibular neuritis.",Neuritis,Abstract
38275946,"To accommodate waning COVID-19 vaccine immunity to emerging SARS-CoV-2 variants, variant-adapted mRNA vaccines have been introduced.",COVID-19,Abstract
38275946,"Here, we examine serological responses to the BA.1 and BA.4-5 Omicron variant-adapted BNT162b2 COVID-19 vaccines in people with lymphoid malignancies.",COVID-19,Abstract
38275946,"Over the period of vaccination with an Omicron-adapted COVID-19 vaccine, the predicted mean concentration of anti-RBD IgG increased by 0.09 log10 AU/mL/month (95% CI: 0.07; 0.11) in patients with lymphoid malignancies across diagnoses.",COVID-19,Abstract
38275944,Viral Zoonoses: Interactions and Factors Driving Virus Transmission.,Zoonoses,Title
38275944,The beginning of the 21st century was marked by an increase in the number of emerging/reemerging infectious diseases detected worldwide and by the challenging COVID-19 pandemic [...].,Disease,Abstract
38275942,Reports of Sindbis disease are largely restricted to northern Europe and South Africa.,Disease,Abstract
38275942,"SINV is frequently sampled in Australian mosquito-based arbovirus surveillance programs, but human disease has rarely been reported.",Disease,Abstract
38275942,"We propose G2 and G3 are collectively a single distinct alphavirus species that we name Argyle virus, supported by the inapparent or mild disease phenotype and the higher evolutionary rate compared with G1.",Disease,Abstract
38275941,Further comprehensive studies are needed to clarify both the cellular and molecular pathways of these two infections and to provide more information on the effect of HPgV on the course of the disease in HIV-infected individuals.,Disease,Abstract
38275940,"We studied HCMV seroprevalence and HCMV IgG antibody titres in healthy adult donors (HDs) and HCMV-related disease patients from 2010 to 2013 and 2020 to 2023, categorized by sex and age.",Disease,Abstract
38275940,We compared our data with 1993 and 1999 studies in Spain.,Pain,Abstract
38275940,The current HCMV seroprevalence among HDs in Spain is 73.48%.,Pain,Abstract
38275940,"HCMV-seropositive individuals comprise 89.83% of CVD patients, 69% of SMI patients, and 70.37% of COVID-19 patients.",COVID-19,Abstract
38275938,"Convergent evolution of the SARS-CoV-2 Spike protein has been mostly driven by immune escape, in particular by escape to the viral infection-neutralizing antibodies (nAbs) elicited by previous infections and/or vaccinations [...].",Infections,Abstract
38275937,"PN was independently associated with age (adjusted odds ratio (aOR) = 1.35, 95% CI of 1.20-1.52; additional 5 years), history of d-drugs (aOR 1.88, 95% CI of 1.12-3.16), height (aOR 1.19, 95% CI of 1.05-1.35; additional 5 cm), nadir CD4 cell count (aOR 1.10 CI of 1.00-1.20; 50 cells fewer), and metabolic syndrome (aOR 2.31, 95% CI of 1.27 4.20), but not pNfL.",Syndrome,Abstract
38275937,"In people with HIV, metabolic syndrome is independently associated with PN.",Syndrome,Abstract
38275936,B and T Cell Responses to SARS-CoV-2 Vaccination in Kidney and Liver Transplant Recipients with and without Previous COVID-19.,COVID-19,Title
38275936,(1) Background: Vulnerable populations including transplant recipients are jeopardised by COVID-19.,COVID-19,Abstract
38275921,AMFs have been shown to be of prognostic relevance for some neoplasms in humans but not in animals.,Neoplasms,Abstract
38275921,Tumor-related death occurred in 11/18 high-grade and 2/78 low-grade cases (2011 two-tier system).,Death,Abstract
38275919,The purpose of this study was to assess the emotional impact of patients' deaths on Brazilian veterinarians; 549 Brazilian veterinarians (78.3% females) completed a 20-item online questionnaire.,Death,Abstract
38275919,Females were more emotionally affected than males by having to talk to the owner about their animal's death and more emotionally affected by the animal's death itself.,Death,Abstract
38275919,"Furthermore, the emotional impact of an animal's death was heavily influenced by the number of animals euthanized and varied greatly across veterinarians based on their age, with vets over 50 years old being less affected than vets between the ages of 31 and 40.",Death,Abstract
38275919,These findings indicate that patient death is a significant emotional concern for veterinarians.,Death,Abstract
38275919,"Specific education during the degree course, aimed at preparing future veterinarians to deal with death and death communication, is lacking but necessary.",Death,Abstract
38275845,"The biomedical applications of hydrogels can be broadly classified into four categories-tissue engineering and regenerative medicine, 3D cell culture and disease modeling, drug screening and toxicity testing, and novel devices and drug delivery systems.",Disease,Abstract
38275843,The self-assembly of carbohydrate-based amphiphiles can lead to colloidal soft materials such as supramolecular gels featuring highly desirable characteristics like biodegradability and biocompatibility.,Tics,Abstract
38275842,"The combination of highly controlled porosity, large internal surfaces, flexibility, and the ability to conform into 3D interconnected structures support versatile properties, which are required for numerous potential medical applications such as tissue engineering; drug delivery reservoir systems; biomedical implants like heart stents, pacemakers, and artificial heart valves; disease diagnosis; and the development of antibacterial materials.",Disease,Abstract
38275841,"In Situ Hydrogel Formulation for Advanced Wound Dressing: Influence of Co-Solvents and Functional Excipient on Tailored Alginate-Pectin-Chitosan Blend Gelation Kinetics, Adhesiveness, and Performance.",Tics,Title
38275841,"Various co-solvents (ethanol, isopropanol, and acetone), and salt excipients (sodium bicarbonate and ammonium carbonate) were used to modulate the gelation kinetics, rheology, adhesiveness, and water vapor transmission rate of the gels.",Tics,Abstract
38275839,"However, hemp can generate a large amount of agro-waste, and it results in an attractive source of biopolymers for the development of low-cost materials as an alternative to the raw materials and conventional petroleum-based plastics.",Tics,Abstract
38275828,Management of Uveal Melanoma: Updated Cancer Care Alberta Clinical Practice Guideline.,Melanoma,Title
38275828,The purpose of this guideline update is to reassess and update recommendations in the prior guideline from 2016 on the appropriate management of patients with uveal melanoma.,Melanoma,Abstract
38275827,"Currently, there are several predictive biomarkers of the immune checkpoint inhibitor response; however, no one test appears to be universally predictive and their application varies by disease site.",Disease,Abstract
38275754,Integrated Bioinformatics and Validation Reveal ,Tics,Title
38275754,"Liver cirrhosis remains a significant global public health concern, with liver transplantation standing as the foremost effective treatment currently available.",Liver Cirrhosis,Abstract
38275754,"Therefore, investigating the pathogenesis of liver cirrhosis and developing novel therapies is imperative.",Liver Cirrhosis,Abstract
38275754,This study aimed to elucidate the relationship between mitochondria dysfunction and liver cirrhosis using bioinformatic methods to unveil its pathogenesis.,Liver Cirrhosis,Abstract
38275752,"While multiple theories explaining the aetiology of the disease have been suggested, the underlying cause of the disease is still unknown.",Disease,Abstract
38275752,"To date, only eight AD drugs have ever gained regulatory approval, including six symptomatic and two disease-modifying drugs.",Disease,Abstract
38275752,"However, not all are available in all countries and high costs associated with new disease-modifying biologics prevent large proportions of the patient population from accessing them.",Disease,Abstract
38275751,CAE is a pathological entity of the coronary arteries and characterized as a variant of coronary atherosclerosis.,Sclerosis,Abstract
38275751,CAE frequently coexists with coronary artery disease (CAD).,Coronary Artery Disease,Abstract
38275751,"While inflammation appears to be involved, the pathophysiology of CAE remains unclear.",Inflammation,Abstract
38275749,This syndrome has emerged as a complex and debilitating condition with a diverse range of manifestations affecting multiple organ systems.,Syndrome,Abstract
38275747,Inflammation plays a significant role in carcinogenesis and metastasis.,Inflammation,Abstract
38275746,Emergent Functional Organization of Gut Microbiomes in Health and Diseases.,Disease,Title
38275746,"Continuous and significant progress in sequencing technologies and bioinformatics pipelines has revolutionized our comprehension of microbial communities, especially for human microbiomes.",Tics,Abstract
38275746,"However, most studies have focused on studying the taxonomic composition of the microbiomes and we are still not able to characterize dysbiosis and unveil the underlying ecological consequences.",Dysbiosis,Abstract
38275746,This study explores the emergent organization of functional abundances and correlations of gut microbiomes in health and disease.,Disease,Abstract
38275746,"First, we show that emergent taxonomic and functional patterns are not useful to characterize dysbiosis.",Dysbiosis,Abstract
38275746,"In addition, we inquire into the functional correlation structure, revealing significant differences between the healthy and unhealthy groups, which may significantly contribute to understanding dysbiosis.",Dysbiosis,Abstract
38275746,"Our findings not only shed light on dysbiosis, but also underscore the importance of studying functional interrelationships for a nuanced understanding of the dynamics of the microbial community.",Dysbiosis,Abstract
38275745,"Osteonecrosis of the femoral head (ONFH) is a common refractory orthopedic disease, which is one of the common causes of hip pain and dysfunction.",Disease,Abstract
38275745,"This review focuses on the role and molecular mechanism of epigenetic regulation in the progress of MSCs in the treatment of SONFH, and discusses the significance of the latest research in the treatment of SONFH from the perspective of epigenetics.",Tics,Abstract
38275725,"Multiple crucial factors were identified, including larval characteristics, sample size, fixing method, OKR set-up, distance of stimulus, detailed stimulus parameters, eye recording, and eye movement analysis.",Tics,Abstract
38275665,"The first microarray was designed to identify 11 different gene types and 16 single-nucleotide polymorphisms (SNPs) of clinically relevant ESBLs and carbapenemases, which confer Gram-negative bacteria resistance to β-lactam antibiotics.",Tics,Abstract
38275663,We have previously shown that blood levels of B-cell Activating Factor (BAFF) rise relatively to disease progression status in the context of HIV-1 infection.,Disease,Abstract
38275663,"Excess BAFF was concomitant with hyperglobulinemia and the deregulation of blood B-cell populations, notably with increased frequencies of a population sharing characteristics of transitional immature and marginal zone (MZ) B-cells, which we defined as marginal zone precursor-like"" (MZp).",Tics,Abstract
38275663,"As such, we show that the quantity of HIV-1-specific IgG varies with disease progression status.",Disease,Abstract
38275661,"Gallic acid significantly decreased malondialdehyde, IL-6, IL-1β, TNF-α, CRP levels, oxidative stress, and inflammation indicators.",Inflammation,Abstract
38275661,"Computed tomography confirmed lower lung density, indicating less severe inflammation.",Inflammation,Abstract
38275661,"Gallic acid exhibited anti-inflammatory and antioxidant effects, reducing markers of systemic inflammation and oxidative stress.",Inflammation,Abstract
38275645,Protective Mechanisms of Polyphenol-Enriched Blueberry Preparation in Preventing Inflammation in the Skin against UVB-Induced Damage in an Animal Model.,Inflammation,Title
38275645,"UVB significantly impacts the occurrence of cutaneous disorders, ranging from inflammatory to neoplastic diseases.",Disease,Abstract
38275645,This study aimed to investigate the protective effects of PEBP on UVB-induced skin inflammation.,Inflammation,Abstract
38275645,"Moreover, DNA methylation analysis indicated that PEBP might potentially reduce the activation of inflammation-related pathways such as MAPK, Wnt, Notch, and PI3K-AKT signaling.",Inflammation,Abstract
38275641,"Amyloid beta (Aβ), a main component of senile plaques (SPs) in AD, induces neuronal death through damage to cellular organelles and structures, caused by oxidation of important molecules such as proteins by reactive oxygen species (ROS).",Death,Abstract
38275640,The Disease Model of Addiction: The Impact of Genetic Variability in the Oxidative Stress and Inflammation Pathways on Alcohol Dependance and Comorbid Psychosymptomatology.,Disease,Title
38275640,Oxidative stress and neuroinflammation are involved in the pathogenesis of alcohol addiction.,Inflammation,Abstract
38275640,"However, little is known regarding the effect of genetic, behavioral, psychological, and environmental sources of origin on the inflammation and oxidative stress pathways of patients with alcohol addiction.",Inflammation,Abstract
38275640,"Our study aimed to evaluate the impact of selected common functional single-nucleotide polymorphisms in inflammation and oxidative stress genes on alcohol addiction, and common comorbid psychosymptomatology.",Inflammation,Abstract
38275639,Both factors play a critical role in numerous human diseases that could be affected by reversible phosphorylation events that regulate the function and activity of the oxidative phosphorylation complexes.,Disease,Abstract
38275639,"In this study, we analyzed liver mitochondria of Cohen diabetes-sensitive (CDs) and Cohen diabetes-resistant (CDr) rats, using blue native gel electrophoresis (BN-PAGE) in combination with mitochondrial activity measurements and a site-specific tyrosine phosphorylation implicated in inflammation, a known driver of diabetes pathology.",Inflammation,Abstract
38275636,Anti-Inflammation and Anti-Oxidation: The Key to Unlocking the Cardiovascular Potential of SGLT2 Inhibitors and GLP1 Receptor Agonists.,Inflammation,Title
38275635,In silico approaches were employed to examine the characteristics of interactions between human mitochondrial thioredoxin 2 (HsTrx2) and its 38 previously identified mitochondrial protein ligands.,Tics,Abstract
38275633,"By measuring the intensity of hemolysis after incubation in solutions with red blood cell, we assessed their influence on the integration of the red blood cell membrane.",Hemolysis,Abstract
38275629,Neurodegenerative diseases (NDs) are a large category of progressive neurological disorders with diverse clinical and pathological characteristics.,Disease,Abstract
38275628,"Chenodeoxycholic acid (CDCA), a primary bile acid, contributes to metabolic improvements and protects against intrahepatic cholestasis of pregnancy.",Cholestasis,Abstract
38275628,"CDCA significantly reduced inflammation, oxidative stress, and insulin resistance.",Inflammation,Abstract
38275628,"Our data indicated that CDCA improved embryo implantation by alleviating inflammation and oxidative stress, improving insulin sensitivity, and modulating the interaction between the gut microbiota and host metabolites.",Inflammation,Abstract
38275626,Ameliorative Effects of Cumin Extract-Encapsulated Chitosan Nanoparticles on Skeletal Muscle Atrophy and Grip Strength in Streptozotocin-Induced Diabetic Rats.,Atrophy,Title
38275626,Skeletal muscle atrophy is a disorder characterized by reductions in muscle size and strength.,Atrophy,Abstract
38275626,The anti-inflammatory effects of CE and its potential to ameliorate skeletal muscle atrophy in rats with streptozotocin (STZ)-induced diabetes were evaluated.,Atrophy,Abstract
38275625,(2) Methods: Bioinformatics analysis was carried out on dataset GSE119296 to screen for PTGS2 as a candidate gene related to oxidative stress and to verify the expression level and diagnostic efficacy of PTGS2 in clinical patients.,Tics,Abstract
38275625,The animal experiments illustrated that NS398 administration could reduce neointimal area (average decrease: 49%) and improve peak velocity (average increase: 53%).,Neointima,Abstract
38275624,"Our study demonstrated that dysregulated ceramide metabolism could increase ROS production, apoptosis, and inflammatory pathway activation in macrophages by inducing iron overload, thus playing a vital role in the pathogenesis of atherosclerosis.",Sclerosis,Abstract
38275623,PTC596-Induced BMI-1 Inhibition Fights Neuroblastoma Multidrug Resistance by Inducing Ferroptosis.,Neuroblastoma,Title
38275623,Neuroblastoma (NB) is a paediatric cancer with noteworthy heterogeneity ranging from spontaneous regression to high-risk forms that are characterised by cancer relapse and the acquisition of drug resistance.,Neuroblastoma,Abstract
38275622,"Relationship between Aspartame-Induced Cerebral Cortex Injury and Oxidative Stress, Inflammation, Mitochondrial Dysfunction, and Apoptosis in Sprague Dawley Rats.",Inflammation,Title
38275622,"The aim of this study was to evaluate the effect of oral aspartame consumption on cerebral cortex injury in the rat brain, and further evaluate the various underlying molecular mechanisms, with a special focus on oxidative stress, inflammation, mitochondrial dysfunction, and apoptosis pathways.",Inflammation,Abstract
38275622,"Sprague Dawley rats (nineteen, female) were randomly sub-divided into three groups: (i) normal diet with vehicle: control group (five rats), (ii) low dose of aspartame group (LA): seven rats received 30 mg/kg body weight (bw) daily doses of aspartame, (iii) high dose of aspartame group (HA): seven rats received 60 mg/kg bw daily doses of aspartame.",Body Weight,Abstract
38275601,Comparative Analysis of Transcriptome Profiles in Patients with Thromboangiitis Obliterans.,Thromboangiitis Obliterans,Title
38275601,Thromboangiitis obliterans (TAO) causes vascular insufficiency due to chronic inflammation and abrupt thrombosis of the medium and small arteries of the extremities.,Inflammation,Abstract
38275600,The implementation of next generation sequencing (NGS) in preimplantation genetic testing for aneuploidy (PGT-A) has led to a higher prevalence of mosaic diagnosis within the trophectoderm (TE) sample.,Aneuploidy,Abstract
38275600,"Regardless, mosaicism could potentially increase the rate of live-born children with chromosomic syndromes, though available data from the transfer of embryos with putative PGT-A mosaicism are scarce but reassuring.",Syndrome,Abstract
38275600,"Unlike the animal model, in which the elimination of genetically abnormal cells from the future fetal lineage has been demonstrated, in human embryos this capability remains unverified even though the germ layer displays an aneuploidy-induced cell death lineage preference with higher rates of apoptosis in the inner cell mass (ICM) than in the TE cells.",Aneuploidy,Abstract
38275600,"Alternative hypotheses, like correction of aneuploidy by extrusion of a trisomy chromosome or by monosomic chromosome duplication, are even, though they represent an extremely rare phenomenon.",Aneuploidy,Abstract
38275600,"However, in high-level mosaics (≥50%), abnormal cells in the ICM should display higher prevalence, revealing more uniform aneuploidy in most embryos, representing a technical variation in the uniform aneuploidy range, and therefore might impair the live birth rate.",Aneuploidy,Abstract
38275598,"Over the past decade, researchers in epigenetics have developed testing methods that predict the chronological and biological age of organisms.",Tics,Abstract
38275595,Partial molecular data and species morphological characteristics are not sufficient to resolve species phylogenetic studies perfectly.,Tics,Abstract
38275593,The Spherical Evolutionary Multi-Objective (SEMO) Algorithm for Identifying Disease Multi-Locus SNP Interactions.,Disease,Title
38275593,"Single-nucleotide polymorphisms (SNPs), as disease-related biogenetic markers, are crucial in elucidating complex disease susceptibility and pathogenesis.",Disease,Abstract
38275592,"A genome-wide association study was conducted on abdominal fat percentage, egg production and body weights using a sample of 1534 hens genotyped with a 600 K Chicken Genotyping Array.",Body Weight,Abstract
38275592,The analysis yielded a heritability estimate of 0.19 ± 0.04 for abdominal fat percentage; 0.56 ± 0.04 for body weight at 72 weeks; 0.11 ± 0.03 for egg production; and 0.24 ± 0.04 for body weight gain.,Body Weight,Abstract
38275586,Ezetimibe Induces Paraptosis through Niemann-Pick C1-like 1 Inhibition of Mammalian-Target-of-Rapamycin Signaling in Hepatocellular Carcinoma Cells.,Carcinoma,Title
38275586,"Our findings demonstrate that Ezetimibe effectively suppresses HCC cell proliferation through paraptosis, an apoptotic-independent cell death pathway.",Death,Abstract
38275585,Genetic Variants at the 9p21.3 Locus Are Associated with Risk for Non-Compressible Artery Disease: Results from the ARTPER Study.,Disease,Title
38275585,Peripheral artery disease (PAD) and non-compressible artery disease (NCAD) constitute predictors of subclinical atherosclerosis easily assessed through the ankle brachial index (ABI).,Disease,Abstract
38275585,"Although both diseases show substantial genetic influences, few genetic association studies have focused on the ABI and PAD, and none have focused on NCAD.",Disease,Abstract
38275585,"The locus 9p21.3 constitutes the first genetic locus associated with NCAD, an assessment of subclinical atherosclerosis feasible for implementation in primary healthcare settings that has been systematically neglected from genetic studies.",Sclerosis,Abstract
38275584,DNAJB11 Mutation in ADPKD Patients: Clinical Characteristics in a Monocentric Cohort.,Tics,Title
38275573,"It aims to support and facilitate an individual's recovery process by restoring a physiological function, e.g., limb movement, compromised by physical impairments, injuries or diseases to a condition as close to normal as possible.",Disease,Abstract
38275572,GAN-Based Approach for Diabetic Retinopathy Retinal Vasculature Segmentation.,Diabetic Retinopathy,Title
38275572,Most diabetes patients develop a condition known as diabetic retinopathy after having diabetes for a prolonged period.,Diabetic Retinopathy,Abstract
38275571,"Three different anchorage reinforcement methods, namely, Class II elastics, buccal temporary anchorage device (TAD), and palatal TAD, were designed.",Tics,Abstract
38275567,Histopathologic Findings Associated with Miller-Dieker Syndrome: An Autopsy Report.,Syndrome,Title
38275567,"The Journal retracts the article, Histopathologic Findings Associated with Miller-Dieker Syndrome: An Autopsy Report [...].",Syndrome,Abstract
38275566,Trends in Gastrointestinal Infections during the COVID-19 Pandemic and Concerns of Post-Pandemic Resurgence in Japan.,Infections,Title
38275566,"The impact of the COVID-19 pandemic was very broad and substantial, affecting a variety of fields worldwide.",COVID-19,Abstract
38275566,"During the COVID-19 pandemic period (2020-2022), the incidence of the seven infections decreased significantly (",Infections,Abstract
38275565,"Assessment of Gastrointestinal Adverse Effects during the First Six Months of ""Biktarvy"" Antiretroviral Therapy: Age-Related Patterns and Their Relation with Changes of 5 kg Weight Loss/Gain in the Initial Treatment Period.",Weight Loss,Title
38275514,"The aim of this study is to determine the effect that different tDCS protocols have on pain processing in healthy people, assessed using quantitative sensory tests (QST) and evoked pain intensity.",Pain,Abstract
38275513,We propose that the latter possibly causes REMS loss associated neurodegenerative diseases and associated symptoms.,Disease,Abstract
38275511,"Overall, over time there was an absolute increase in the prescription rate of second-generation antipsychotics (up to 50%), mood stabilizers (up to 15%), and antidepressants (up to 17%), with an observed absolute decrease in the rate of antipsychotic polypharmacy (up to 15%), use of high dose antipsychotic (up to 12% in Asia), clozapine (up to 9%) and antipsychotic long-acting injectables (up to 10%).",Tics,Abstract
38275510,Enhanced Empathic Pain by Facial Feedback.,Pain,Title
38275510,"Based on the facial feedback hypothesis, the purpose of this study was to determine whether enhancing negative emotion by activating a facial muscle (corrugator supercilii) increases the intensity of cognitive and emotional components of empathic pain.",Pain,Abstract
38275510,"Forty-eight individuals completed 40 muscular contraction and relaxation trials while looking at images of five male and five female patients with neutral and painful facial expressions, respectively.",Pain,Abstract
38275510,"Participants were asked to rate (1) how much pain the patient was in, and (2) how unpleasant their own feelings were.",Pain,Abstract
38275510,"No significant differences in pain or unpleasantness ratings were detected for the neutral face between the two conditions; however, the pain and unpleasantness ratings for the painful face were considerably higher in the contraction than relaxation condition.",Pain,Abstract
38275510,The pupils were considerably larger in the contraction than relaxation condition for both the painful and neutral faces.,Pain,Abstract
38275510,"Our findings indicate that, by strengthening the corrugator supercilii, facial feedback can affect both the cognitive evaluative and affective sharing aspects of empathic pain.",Pain,Abstract
38275509,Impact of Disease Modifying Therapy on MS-Related Fatigue: A Narrative Review.,Disease,Title
38275509,Fatigue is the most prevalent and one of the most disabling symptoms among people with MS (pwMS).,Fatigue,Abstract
38275509,"Due to its complexity and subjective character, fatigue is still little understood despite its frequent occurrence and severe impact.",Fatigue,Abstract
38275509,"The potential causes, effects, and treatments of fatigue associated with MS have been extensively studied in recent years.",Fatigue,Abstract
38275509,"Though the benefits of such a variety of contributions are obvious, there have not been many attempts to evaluate the effect of disease modifying therapies (DMTs) on MS-related fatigue.",Disease,Abstract
38275509,"In this review, we summarize clinical trials and research studies, and we discuss the effect of different DMTs on MS-related fatigue.",Fatigue,Abstract
38275508,"This study aimed to investigate the frequency, characteristics, and clinical correlates of cognitive complaints (CC) in PASC, particularly in relation to objective neuropsychological (NP) performance.",Tics,Abstract
38275506,The Impact of Demographic and Clinical Factors on the Quality of Life in Patients with Neurodegenerative Cerebellar Ataxias.,Ataxia,Title
38275506,"In neurodegenerative cerebellar ataxias, not only ataxia but also extra-cerebellar signs have a significant impact on patients' health related to quality of life (HRQoL).",Ataxia,Abstract
38275506,The aim of this study was to evaluate the various aspects of HRQoL and predictors of QoL in patients with neurodegenerative cerebellar ataxias.,Ataxia,Abstract
38275506,We included a total of 107 patients with cerebellar degenerative ataxia.,Ataxia,Abstract
38275506,The most frequent types of neurodegenerative cerebellar ataxias were autosomal dominant ataxias (38.3%) and sporadic ataxias (32.7%).,Ataxia,Abstract
38275506,"Mean age at diagnosis was 35.3 ± 16.23 years, and disease duration was on average 12.1 ± 9.91 years.",Disease,Abstract
38275506,"Hierarchical regression analysis showed that in the case of the PHC score, the most significant predictors are the patient's actual age, severity of ataxia, and ACE total score.",Ataxia,Abstract
38275484,"Then, by analyzing the flow characteristics of the wake and potential field of the stator row with a damaged vane, the localized high transient pressure in the notch cavity and the radial redistribution of the secondary vortex at the stator exit are the main sources of the low-order harmonic components in the flow field.",Tics,Abstract
38275449,"Customer churn prediction (CCP) implies the deployment of data analytics and machine learning (ML) tools to forecast the churning customers, i.e., probable customers who may remove their subscriptions, thus allowing the companies to apply targeted customer retention approaches and reduce the customer attrition rate.",Tics,Abstract
38275433,Neurodevelopmental Outcome and Neuroimaging of Very Low Birth Weight Infants from an Italian NICU Adopting the Family-Centered Care Model.,Birth Weight,Title
38275431,COVID-19 and Children: Reflections after Three Years.,COVID-19,Title
38275431,"Three years after the beginning of the COVID-19 pandemic, enough experience has been gained to derive reflections on the impact of SARS-CoV-2 in children [...].",COVID-19,Abstract
38275430,Effectiveness of Partial Body Weight-Supported Treadmill Training on Various Outcomes in Different Contexts among Children and Adolescents with Cerebral Palsy: A Systematic Review and Meta-Analysis.,Body Weight,Title
38275430,"The efficiency of partial body weight-supported treadmill training (PBWSTT) for treating various conditions in children and adolescents with cerebral palsy (CP) in diverse contexts of rehabilitation, households, or schools is unknown.",Body Weight,Abstract
38275428,Impact of Child and Family Factors on Caregivers' Mental Health and Psychological Distress during the COVID-19 Pandemic in Greece.,COVID-19,Title
38275428,"Therefore, this study examined mental health and associated factors among primary caregivers of children with and without DDs in Greece during the COVID-19 pandemic.",COVID-19,Abstract
38275428,"Primary caregivers completed a self-report survey on sociodemographic characteristics, the Depression, Anxiety, and Stress Scale-21 items, and the 12-item General Health Questionnaire.",Tics,Abstract
38275427,Tooth fusion is a dental anomaly with a prevalence of 0.1% in permanent dentition.,Noma,Abstract
38275426,Fetal Alcohol Spectrum Disorders and Inadequacy of Care: Importance of Raising Awareness in Clinical Practice.,Fetal Alcohol Spectrum Disorders,Title
38275426,"Fetal alcohol spectrum disorders (FASDs), a significant consequence of prenatal alcohol exposure, have gained more attention recently.",Fetal Alcohol Spectrum Disorders,Abstract
38275425,"The outcome measures of three clinical indicators included transition time to oral feeding, weight gain, and hospitalization duration.",Weight Gain,Abstract
38275392,Preliminary Study of the Relationship between Osteopontin and Relapsed Hodgkin's Lymphoma.,Lymphoma,Title
38275390,Depressive Symptoms Associated with Peripheral Artery Disease and Predicting Mortality in Type 2 Diabetes.,Disease,Title
38275390,This retrospective cohort study aimed to assess the mortality risk in patients with type 2 diabetes mellitus (DM) by screening for depressive symptoms and peripheral artery disease (PAD).,Diabetes Mellitus,Abstract
38275387,"In this paper, we review the utility of genetic testing for the detection of pathogenic variants among patients harboring ATTR-CM and its impact on the natural history of the disease.",Disease,Abstract
38275386,Liver cancer represents the fourth leading cause of cancer-associated death worldwide.,Death,Abstract
38275386,"In this context, cellular senescence has been recently shown to play a pivotal role in the progression of chronic inflammatory liver diseases, ultimately leading to cancer.",Disease,Abstract
38275386,"In recent years, an increasing number of studies have emerged to investigate senescence-associated hepatocarcinogenesis and its derived therapies, leading to promising results.",Carcinogenesis,Abstract
38275385,From Genes to Therapy: Pituitary Adenomas in the Era of Precision Medicine.,Adenoma,Title
38275385,"This review presents a comprehensive analysis of pituitary adenomas, a type of brain tumor with diverse behaviors and complexities.",Adenoma,Abstract
38275385,"Key to the discussion is the role of biomarkers in oncology for risk assessment, diagnosis, prognosis, and the monitoring of pituitary adenomas.",Adenoma,Abstract
38275385,"Special attention is given to the molecular mechanisms, including the impact of epigenetic factors like histone modifications, DNA methylation, and transcriptomic changes on different subtypes of pituitary adenomas.",Adenoma,Abstract
38275385,"We highlight potential breakthroughs and innovations for a more effective management and treatment of pituitary adenomas, while shedding light on the ongoing need for research and development in this field to translate scientific knowledge into clinical advancements, aiming to improve patient outcomes.",Adenoma,Abstract
38275384,Genetic Mutations Associated with Inflammatory Response Caused by HPV Integration in Oropharyngeal Squamous Cell Carcinoma.,Carcinoma,Title
38275384,"In addition to the traditional risk factors such as alcohol and tobacco consumption, the implication of the human papillomavirus (HPV) is becoming increasingly significant, particularly in oropharyngeal cancer (OPC).",Papilloma,Abstract
38275383,"Combining these themes, we review some anti-carcinogenesis preventive strategies and prospects of new interventions against breast cancer.",Carcinogenesis,Abstract
38275382,"In this review, we have emphasized the characteristics of pericytes and their involvement in angiogenesis and osteogenesis.",Tics,Abstract
38275381,CSF dynamics are disturbed in chronic hydrocephalus (NPH).,Hydrocephalus,Abstract
