symptom_cui|disease_cui|symptom_name|disease_name|icd9_code
C0695252|C0413299|Other malaise and fatigue|Exhaustion - physiological; Exhaustion - physiological (finding)|8976 - Traumatic amputation of leg(s) (complete) (partial), bilateral [any level]), without mention of complication
C0695252|C0729254|Other malaise and fatigue|Accommodative fatigue; Accommodative fatigue (disorder)|3060 - Musculoskeletal malfunction arising from mental factors
C0695252|C1621769|Other malaise and fatigue|Pseudoparalysis due to generalized arthritis; Pseudoparalysis due to generalised arthritis; Pseudoparalysis due to generalized arthritis (physical finding); Pseudoparalysis due to generalized arthritis (finding)|5839 - Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
C0700200|C0007222|Presyncope; PRESYNCOPE; presyncope; Presyncopes; Near syncope; NEAR SYNCOPE; near syncope; Pre-syncope; PRE-SYNCOPE; pre syncope; pre-syncope; Near syncope (disorder)|Cardiovascular Diseases; cardiovascular diseases; Cardiovascular Disease; Cardiovascular disease; Disease, Cardiovascular; Cardiovascular disease, NOS; CARDIOVASCULAR DISEASE; Disease;cardiovascular; cardiovascular disease; Disease or syndrome of cardiovascular system; Cardiovascular disorder; CARDIOVASCULAR DISORDER; cardiovascular disorder; cardiovascular; disorder; Cardiovascular Disorder; CARDIOVASCULAR DISORDER (NOS); Cardiovascular Disorders; DISORDER CARDIOVASCULAR (NOS); Cardiovascular disorder, NOS; CARDIOVASCULAR DISORDERS; Cardiovascular disorder NOS; cardiovascular disorders; cardiovascular disorders (diagnosis); CARDIOVASCULAR DISORDERS, GENERAL; DISEASES AFFECTING THE ENTIRE CARDIOVASCULAR SYSTEM; Cardiovascular system disease; cardiovascular system disease; DISEASES OF THE CARDIOVASCULAR SYSTEM; Disease of cardiovascular system, NOS; cardiovascular system diseases; Cardiovascular system--Diseases; CARDIOVASCULAR DISORDERS: GENERAL TERMS; CVD, NOS; CVD; Cardiovascular disease, unspecified; General Cardiovascular System Diseases and Syndromes; Diseases and Syndromes of Cardiovascular System; CVS disease; CVS disease - cardiovascular system disease; CV disorders; disease (or disorder); cardiovascular; Disorder of cardiovascular system (disorder); Disorder of cardiovascular system; CVD - cardiovascular disease; Cardiovascular Disease (CVD)|677 - Late effect of complication of pregnancy, childbirth, and the puerperium
C0701824|C0427164|Staggering gait; Gait, staggering; Gait staggering; GAIT STAGGERING; gait; staggering; STAGGERING GAIT; staggering gait; staggering; gait; Staggering; STAGGERING; staggering; Titubant ataxic gait; Staggering gait (finding); staggering gait (diagnosis)|High level sensorimotor gait disorder; gait - high level sensorimotor disorder; high level sensorimotor gait disorder; High level sensorimotor gait; high level sensorimotor gait disorder (physical finding); High level sensorimotor gait disorder (finding)|7937 - Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system
C0729341|C0271240|Painful blind eye; Painful blind eye (disorder)|Blindness of one eye (disorder); Blindness, one eye; one eye blindness; one eye; blindness; blindness one eye; blindness; one eye; Blindness of one eye, NOS; Blindness;one eye; Blind eye; blind eye; blinding eye; Blindness, Unilateral; Unilateral blindness; unilateral blindness; Blindness unilateral; BLINDNESS UNILATERAL; Unilateral Blindness|2240 - Benign neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid
C0746674|C0234139|Generalized muscle weakness; MUSCLE WEAKNESS GENERALIZED; Muscle weakness (generalized); Muscle weakness, generalized; Generalized Muscle Weakness; generalized muscle weakness; Muscle weakness, generalised; Generalised muscle weakness; Generalized weakness; Generalised weakness; Muscle weakness (generalized) (diagnosis); disorder of muscle weakness (generalized); Muscle weakness, diffuse; generalized muscle weakness (symptom)|Complete unilateral paresis|7814 - Transient paralysis of limb
C0751188|C0393746|Post-Dural Puncture Headaches; dural headaches post puncture; Post dural puncture headache; dural headache post puncture; post dural puncture headache; post-dural puncture headache; Headache, Post-Dural Puncture; Post Dural Puncture Headache; Post-Dural Puncture Headache; Post-dural puncture headache; Headaches, Post-Dural Puncture; PDPH - Post dural puncture headache; Post dural puncture headache (disorder); Postdural Puncture Headache; postdural puncture headache; Headaches, Postdural Puncture; Postdural Puncture Headaches; Headache, Postdural Puncture|Low pressure headache; headache low pressure; low pressure headache; headaches low pressure; Low pressure headache (diagnosis); headache syndromes low pressure; Low pressure headache (disorder)|3383 - Neoplasm related pain (acute) (chronic)
C0751188|C0475522|Post-Dural Puncture Headaches; dural headaches post puncture; Post dural puncture headache; dural headache post puncture; post dural puncture headache; post-dural puncture headache; Headache, Post-Dural Puncture; Post Dural Puncture Headache; Post-Dural Puncture Headache; Post-dural puncture headache; Headaches, Post-Dural Puncture; PDPH - Post dural puncture headache; Post dural puncture headache (disorder); Postdural Puncture Headache; postdural puncture headache; Headaches, Postdural Puncture; Postdural Puncture Headaches; Headache, Postdural Puncture|Obstetric spinal and epidural anesthesia-induced headache; Obstetric spinal and epidural anaesthesia-induced headache; Obstetric spinal and epidural anesthesia-induced headache (disorder)|6390 - Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
C0751188|C1302110|Post-Dural Puncture Headaches; dural headaches post puncture; Post dural puncture headache; dural headache post puncture; post dural puncture headache; post-dural puncture headache; Headache, Post-Dural Puncture; Post Dural Puncture Headache; Post-Dural Puncture Headache; Post-dural puncture headache; Headaches, Post-Dural Puncture; PDPH - Post dural puncture headache; Post dural puncture headache (disorder); Postdural Puncture Headache; postdural puncture headache; Headaches, Postdural Puncture; Postdural Puncture Headaches; Headache, Postdural Puncture|Headache following myelography; Postmyelography headache; Headache following myelography (disorder); Headache post myelography; Post myelography headache|326 - Late effects of intracranial abscess or pyogenic infection
C0751295|C2316756|Memory Loss; loss; memory; MEMORY LOSS; Memory loss; memory loss; memory; loss; MEMORY LOSS OF; LOSS OF MEMORY; Loss of memory; Memory loss of; Memory Losses; Loss (of);memory; loss of memory; memory loss or impairment; memory; lack of; Lack (of);memory; lack of; memory; lack of memory|Organic amnesia of language; Organic amnesia of language (disorder); Organic amnestic language disorder|V401 - Mental and behavioral problems with communication [including speech]
C0751409|C0154703|Upper Extremity Paresis; extremity paresis upper; Extremity Pareses, Upper; Pareses, Upper Extremity; Upper Extremity Pareses; Extremity Paresis, Upper; Paresis, Upper Extremity; EXTREMITY MUSCLE WEAKNESS, UPPER; Monoparesis - arm; Weakness of arm; arms weakness; weakness arms; weakness arm; weakness of arms; Arm weakness; Weakness of arms; arm weakness; Weakness;arm; weakness in arm; Weakness of upper extremities; upper extremity weakness; UPPER EXTREMITY WEAKNESS; Brachial Paresis; Brachial Pareses; Pareses, Brachial; Paresis, Brachial; upper arm weakness (physical finding); Upper arm weakness; upper arm weakness; Paresis in arms; arm paresis; Monoparesis - arm (disorder); Upper limb paresis; weakness in arm (symptom)|Monoplegia of upper limb; monoplegia; upper limb; upper limb; monoplegia; upper extremity paralysis; EXTREMITY PARALYSIS, UPPER; UPPER EXTREMITY PARALYSIS; Paralysis of upper limb; Monoplegia of upper limb affecting unspecified side; Monoplegia of Upper Limb Affecting Unspecified Side; Paralysis arm; arm paralysis; Arm paralysis; arm; paralysis; paralysis; arm; paralysis of arm; Paralysis of arms; Monoplegia of upper limb (disorder); paralysis of arm (symptom)|8872 - Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication
C0751564|C0392702|Pill Rolling Tremor; Pill-rolling tremor; pill rolling tremor; Pill Rolling Tremors; Tremor, Pill Rolling; Pill rolling; pill rolling; Pill rolling (finding); pill rolling tremor (physical finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0838227|C2315536|Pain in joint involving lower leg; Pain in joint, lower leg; Pain in a joint, lower leg|Patellofemoral stress syndrome; Patellofemoral syndrome; Patellofemoral stress syndrome (disorder)|8430 - Iliofemoral (ligament) sprain
C0848332|C0037284|Spots on skin; spots on skin; skin spot; skin spotting; skins spots; spot skin; skin spots; Spots;skin; Spots; spots; Spotty; spotty; abnormal skin spots|Skin lesion; lesion skin; lesion; skin; SKIN LESION; Skin Lesion; skin lesion; skin; lesion; Skin lesion, NOS; lesions skin; Skin lesion NOS; Skin lesions; skin lesions; skin lesion(s):; skin lesions:; Skin lesion (disorder); disorder lesions skin; disorders lesions skin; skin lesions (physical finding); skin lesions (symptom)|9140 - Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection
C0869256|C0042025|Mixed urinary incontinence; Mixed incontinence (male) (female); Mixed incontinence; Mixed urinary incontinence (finding); urge and stress incontinence (diagnosis); urge and stress incontinence; Urge and stress incontinence|Urinary Stress Incontinence; Stress incontinence, urinary; incontinence stress urinary; incontinence urinary stress; URINARY INCONTINENCE STRESS; Stress urinary incontinence; incontinence; urinary, stress; stress urinary incontinence; Urinary stress incontinence; urinary stress incontinence; incontinence stressed urinary; Incontinence, Urinary Stress; Urinary Incontinence, Stress; Stress Urinary Incontinence; Stress Incontinence, Urinary; Stress bladder incontinence; Bladder incontinence, stress; Stress incontinence; incontinence stress; incontinence; stress; STRESS INCONTINENCE; stress incontinence; stress; incontinence; Stress Incontinence; Genuine stress incontinence; stress incontinence genuine; genuine stress incontinence; Incontinence when straining; GSI - Genuine stress incontinence; SI - Stress incontinence; Genuine stress incontinence (diagnosis); Stress Incontinence Of Urine; Incontinence;urine;stress; urine; incontinence, stress; Genuine stress incontinence (finding); stress incontinence (diagnosis); RNDx stress urinary incontinence; RNDx stress urinary incontinence (diagnosis)|6256 - Stress incontinence, female
C0878706|C2711235|Lack of normal physiological development, unspecified|Retardation of physical development; Retardation of physical development (disorder)|7540 - Congenital musculoskeletal deformities of skull, face, and jaw
C0917801|C0021603|Sleeplessness; SLEEPLESSNESS; sleeplessness; Insomnia; INSOMNIA; insomnia; Insomnias; Insomnia, NOS; Insomnia NOS; Insomnia Disorder; Insomnia disorder; insomnia disorder; Insomnia (disorder); Insomnia Disorders; Disturbances of sleep/insomnia; insomnia (symptom); insomnia disorder (diagnosis); sleep disorder insomnia; SLEEP DISORDER INSOMNIA; Difficulty staying or falling asleep; Insomnia, unspecified|Sleep Initiation and Maintenance Disorders; Disorders of initiating and maintaining sleep [insomnias]; Disorders of Initiating and Maintaining Sleep; Disorders of initiating and maintaining sleep; disorder of initiating and maintaining sleep; disorder of initiating and maintaining sleep (diagnosis); disorders of initiating or maintaining sleep; DIMS (Disorders of Initiating and Maintaining Sleep); Disorders of initiating and maintaining sleep (disorder); sleep disorder; initiating or maintaining sleep; initiating or maintaining sleep; sleep disorder|6248 - Other specified noninflammatory disorders of vulva and perineum
C0917801|C0033139|Sleeplessness; SLEEPLESSNESS; sleeplessness; Insomnia; INSOMNIA; insomnia; Insomnias; Insomnia, NOS; Insomnia NOS; Insomnia Disorder; Insomnia disorder; insomnia disorder; Insomnia (disorder); Insomnia Disorders; Disturbances of sleep/insomnia; insomnia (symptom); insomnia disorder (diagnosis); sleep disorder insomnia; SLEEP DISORDER INSOMNIA; Difficulty staying or falling asleep; Insomnia, unspecified|Primary Insomnia; insomnia; primary; Primary insomnia; primary; insomnia; primary insomnia; Insomnia, Primary; Primary insomnia (disorder); primary insomnia (diagnosis)|7291 - Myalgia and myositis, unspecified
C0917801|C0206042|Sleeplessness; SLEEPLESSNESS; sleeplessness; Insomnia; INSOMNIA; insomnia; Insomnias; Insomnia, NOS; Insomnia NOS; Insomnia Disorder; Insomnia disorder; insomnia disorder; Insomnia (disorder); Insomnia Disorders; Disturbances of sleep/insomnia; insomnia (symptom); insomnia disorder (diagnosis); sleep disorder insomnia; SLEEP DISORDER INSOMNIA; Difficulty staying or falling asleep; Insomnia, unspecified|Fatal Familial Insomnia; Familial fatal insomnia; familial fatal insomnia; insomnia fatal familial; INSOMNIA, FATAL FAMILIAL; Fatal familial insomnia; FATAL FAMILIAL INSOMNIA; fatal familial insomnia; Fatal Familial Insomnias; Insomnias, Fatal Familial; Familial Fatal Insomnias; Fatal Insomnias, Familial; Insomnias, Familial Fatal; Insomnia, Fatal Familial; Familial Fatal Insomnia; Familial Fatal, Insomnia; Fatal Insomnia, Familial; Fatal, Insomnia Familial; Insomnia Familial Fatal; Insomnia, Familial Fatal; FFI - Familial fatal insomnia; Fatal familial insomnia (disorder); FFI; fatal familial insomnia (diagnosis); Familial Fatals, Insomnia; Fatals, Insomnia Familial; Insomnia Familial Fatals|4461 - Acute febrile mucocutaneous lymph node syndrome [MCLS]
C0917801|C0349255|Sleeplessness; SLEEPLESSNESS; sleeplessness; Insomnia; INSOMNIA; insomnia; Insomnias; Insomnia, NOS; Insomnia NOS; Insomnia Disorder; Insomnia disorder; insomnia disorder; Insomnia (disorder); Insomnia Disorders; Disturbances of sleep/insomnia; insomnia (symptom); insomnia disorder (diagnosis); sleep disorder insomnia; SLEEP DISORDER INSOMNIA; Difficulty staying or falling asleep; Insomnia, unspecified|Nonorganic Insomnia; Nonorganic insomnia; Insomnia, Nonorganic; Nonorganic insomnia (disorder); sleep disorder; insomnia type, nonorganic origin; insomnia type; sleep disorder, nonorganic origin; nonorganic origin; insomnia; insomnia; nonorganic origin; Insomnia (non-organic)|6142 - Salpingitis and oophoritis not specified as acute, subacute, or chronic
C0917801|C0393758|Sleeplessness; SLEEPLESSNESS; sleeplessness; Insomnia; INSOMNIA; insomnia; Insomnias; Insomnia, NOS; Insomnia NOS; Insomnia Disorder; Insomnia disorder; insomnia disorder; Insomnia (disorder); Insomnia Disorders; Disturbances of sleep/insomnia; insomnia (symptom); insomnia disorder (diagnosis); sleep disorder insomnia; SLEEP DISORDER INSOMNIA; Difficulty staying or falling asleep; Insomnia, unspecified|Persistent insomnia (disorder); Persistent insomnia; persistent insomnia; persistent insomnia (diagnosis)|3383 - Neoplasm related pain (acute) (chronic)
C1260880|C0028432|Rhinorrhea; RHINORRHEA; rhinorrhea; RHINORRHOEA; Rhinorrhoea; rhinorrhoea; Runny Nose; nose runny; RUNNY NOSE; Runny nose; Runny;nose; runny nose; Nose, Runny; Nasal discharge; discharge nasal; Discharge;nasal; NASAL DISCHARGE; Nasal Discharge; nasal discharge; Increased nasal secretion; Nasal catarrh; catarrh; nasal; nasal catarrh; nasal; catarrh; Discharge from nose; discharge from nose; Snuffling; Snuffles; snuffles; Nasal discharge present; Excessive noise from nasal passage; discharge nose; NOSE DISCHARGE; nose discharge; Nose running; running nose; nose running; nose runs; nose run; Nose run; Nose dripping; dripping nose; drips nose; nose drip; drip nasal; NASAL DRIP; dripping nasal; drips nasal; nasal drip; Nasal discharge (finding); Snuffling (finding); nasopharyngeal; catarrh; catarrh; nasopharyngeal; Nasal discharge present (situation); nasal discharge (physical finding); nasal discharge (symptom); nasal discharge as symptom; rhinorrhea (physical finding)|Nose Diseases; diseases nose; nose diseases; Nose Disease; Disease, Nose; Disease of the nose, NOS; disease nose; disease of the nose; nose disease; Nose--Diseases; Diseases, Nose; Disorder of the nose; nose disorder; disorders nose; nose; disorder; disorder of nose; Disease or syndrome of nose; Nasal Disorders; disorders nasal; Nasal disorders; Disorder, Nasal; Nasal Disorder; nasal disorder; Nasal disorder NOS; Nasal disorder; Disorders, Nasal; disease (or disorder); nose; Disorder of the nose (disorder); disorder of nose (diagnosis); Nasal Diseases; Disease, Nasal; Nasal Disease; Diseases, Nasal|677 - Late effect of complication of pregnancy, childbirth, and the puerperium
C1260880|C0029581|Rhinorrhea; RHINORRHEA; rhinorrhea; RHINORRHOEA; Rhinorrhoea; rhinorrhoea; Runny Nose; nose runny; RUNNY NOSE; Runny nose; Runny;nose; runny nose; Nose, Runny; Nasal discharge; discharge nasal; Discharge;nasal; NASAL DISCHARGE; Nasal Discharge; nasal discharge; Increased nasal secretion; Nasal catarrh; catarrh; nasal; nasal catarrh; nasal; catarrh; Discharge from nose; discharge from nose; Snuffling; Snuffles; snuffles; Nasal discharge present; Excessive noise from nasal passage; discharge nose; NOSE DISCHARGE; nose discharge; Nose running; running nose; nose running; nose runs; nose run; Nose run; Nose dripping; dripping nose; drips nose; nose drip; drip nasal; NASAL DRIP; dripping nasal; drips nasal; nasal drip; Nasal discharge (finding); Snuffling (finding); nasopharyngeal; catarrh; catarrh; nasopharyngeal; Nasal discharge present (situation); nasal discharge (physical finding); nasal discharge (symptom); nasal discharge as symptom; rhinorrhea (physical finding)|Other disease of nasal cavity and sinuses; Other diseases of nasal cavity and sinuses|2120 - Benign neoplasm of nasal cavities, middle ear, and accessory sinuses
C1262535|C0023895|Hepatocellular jaundice; Jaundice, hepatocellular; JAUNDICE HEPATOCELLULAR; Jaundice hepatocellular; hepatocellular jaundice; Hepatocellular jaundice (disorder)|Liver diseases; Diseases, Liver; Liver Diseases; liver diseases; Liver--Diseases; Disease of liver; LIVER DISEASE; Disease, Liver; Liver Disease; DISEASES OF THE LIVER; Disease of liver, NOS; Liver disease; Liver disease, NOS; disease of liver; diseases of liver; diseases of the liver; liver diseases of; Diseases of liver; Disease;liver; Liver disease nos; liver; disease; liver disease; Unspecified disorder of liver; Disorder of liver; liver disorder; DISORDER LIVER; LIVER DISORDER; Liver Disorders; liver disorders; Disorder liver; Liver disorder; disorder; liver; Liver Disorder; Hepatic disease; HEPATIC DISEASE; hepatic disease; Hepatic Diseases; HEPATIC DISEASE (NOS); Hepatic disease NOS; Hepatopathy; hepatopathy; Liver disease, unspecified; Disease hepatocellular; hepatocellular disease; HEPATOCELLULAR DISEASE; DISEASE HEPATOCELLULAR; Hepatic disorder NOS; HEPATIC DISORDER (NOS); DISORDER HEPATIC; Hepatic Disorders; hepatic disorder; Disorder hepatic; Hepatic Disorder; hepatic disorders; fector hepaticus; FECTOR HEPATICUS; HEPATIC: HEPATOCELLULAR; Liver and Intrahepatic Bile Duct Disorder; LD - Liver disease; Disorder of liver (disorder); hepatic disorders (diagnosis); Diseases of liver (K70-K77)|5839 - Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
C1262535|C0158976|Hepatocellular jaundice; Jaundice, hepatocellular; JAUNDICE HEPATOCELLULAR; Jaundice hepatocellular; hepatocellular jaundice; Hepatocellular jaundice (disorder)|Perinatal jaundice due to hepatocellular damage; perinatal jaundice from hepatocellular damage; perinatal jaundice from hepatocellular damage (diagnosis); Perinatal jaundice due to hepatocellular damage (finding)|7744 - Perinatal jaundice due to hepatocellular damage
C1262535|C0268305|Hepatocellular jaundice; Jaundice, hepatocellular; JAUNDICE HEPATOCELLULAR; Jaundice hepatocellular; hepatocellular jaundice; Hepatocellular jaundice (disorder)|Disorder of bilirubin metabolism; disorder of bilirubin metabolism; DISORDERS OF BILIRUBIN METABOLISM; Disorder of bilirubin metabolism, NOS; bilirubin disorder metabolism; bilirubin disorders metabolism; disorder bilirubin metabolism; Bilirubin metabolism disorder; bilirubin; disorder metabolism; disorder; bilirubin-metabolism; Disorder of bilirubin metabolism, unspecified; unspecified disorder of bilirubin metabolism; Disease of bilirubin metabolism; Diseases of Bilirubin Metabolism; disorder of bilirubin metabolism (diagnosis); Disorder of bilirubin metabolism (disorder); metabolic disorder; bilirubin; bilirubin; metabolic disorder|1568 - Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts
C1262535|C0348751|Hepatocellular jaundice; Jaundice, hepatocellular; JAUNDICE HEPATOCELLULAR; Jaundice hepatocellular; hepatocellular jaundice; Hepatocellular jaundice (disorder)|Other specified diseases of liver; Other Specified Diseases of Liver; Other specified disorders of liver|7108 - Other specified diffuse diseases of connective tissue
C1274926|C0178298|Stinging of skin; stinging of skin; skin stinging; stinging skin; Stinging skin; Stinging of skin (finding); Smarting of skin; smart skin|Skin and subcutaneous tissue disorders; Skin and Subcutaneous Tissue Disorders; Disorder of skin and subcutaneous tissue; skin and subcutaneous tissue disorder; Disorder of skin and subcutaneous tissue, unspecified; Unspecified disorder of skin and subcutaneous tissue; Disorder of the skin and subcutaneous tissue, unspecified; Skin and subcutaneous tissue disease; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES; Disease of skin and subcutaneous tissue, NOS; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUE; Diseases of the skin and subcutaneous tissue; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES: GENERAL TERMS, HISTOLOGIC TYPES AND INFECTIONS; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES: GENERAL TERMS AND HISTOLOGIC TYPES; DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUES: GENERAL TERMS; Disorder of the dermis and subcutaneous tissue; Disorder of skin and subcutaneous tissue (diagnosis); Disorder of skin and/or subcutaneous tissue (disorder); Disorder of skin and/or subcutaneous tissue; Diseases of the skin and subcutaneous tissue (L00-L99)|6169 - Unspecified inflammatory disease of cervix, vagina, and vulva
C1277673|C0157731|Splitting toenail; splitting toenail; splitting of toenail; split toenail; splitting toenails; Splitting toenail (finding); splitting of toenail (symptom)|Other specified diseases of nail|7038 - Other specified diseases of nail
C1279511|C0024530|Malarial pigment deposition; malaria pigment deposition; Malarial pigment deposition (diagnosis); Malarial pigment deposition (disorder)|Malaria; MALARIA; malaria; Malaria, NOS; malarias; Malaria NOS; Plasmodium Infections; Infection, Plasmodium; Plasmodium Infection; Plasmodia infections; Plasmodium infection; Infections, Plasmodium; Remittent Fever; Fever, Remittent; DISEASES DUE TO PLASMODIIDAE; Paludism; paludism; Plasmodiosis; Malaria, unspecified; Unspecified malaria; Malarial fever; malarial fever; Disease caused by Plasmodiidae (disorder); Disease caused by Plasmodiidae; malarial fever (physical finding); Malaria fever NOS; fever malaria; malaria fever; Malaria (disorder); Malarial fever (finding); Cameroon; fever; Cameroon fever; fever; Cameroon; Corsican fever; fever; corsican; corsican; fever; jungle fever; fever; fever; jungle fever; jungle; fever; fever; jungle; Marsh Fever; marsh fever; Fever, Marsh; paludal; fever; fever; paludal; malaria (diagnosis)|6142 - Salpingitis and oophoritis not specified as acute, subacute, or chronic
C1279511|C0029788|Malarial pigment deposition; malaria pigment deposition; Malarial pigment deposition (diagnosis); Malarial pigment deposition (disorder)|Other specified disorders of skin|7038 - Other specified diseases of nail
C1279511|C0037280|Malarial pigment deposition; malaria pigment deposition; Malarial pigment deposition (diagnosis); Malarial pigment deposition (disorder)|Skin Diseases, Parasitic; parasitic diseases skin; parasitic skin diseases; Disease, Parasitic Skin; Parasitic Skin Disease; Skin Disease, Parasitic; parasitic skin disease; parasitic; disease, skin; Diseases, Parasitic Skin; Parasitic Skin Diseases; parasitic dermatitis; parasitic; infestation, skin; parasitic skin infestation; skin parasites; parasite skin; skin parasite; parasites skin; parasitic skin disorders; parasitic skin disorder; parasitic dermatological conditions; infestations skin; skin infestation; Parasitic infection of skin (disorder); Parasitic infection of skin; disease (or disorder); parasitic, skin; skin; parasitism; parasitism; skin; parasitic skin disorders (diagnosis)|5839 - Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
C1279511|C0549567|Malarial pigment deposition; malaria pigment deposition; Malarial pigment deposition (diagnosis); Malarial pigment deposition (disorder)|Pigmentation Disorders; disorders pigmentation; Pigmentation disorders; pigmentation disorders; Disorder, Pigmentation; Pigmentation Disorder; pigmentation disorder; Pigmentation disorder NOS; Pigmentation disorder; disorder; pigmentation; pigmentation; disorder; Disorder of pigmentation; Disorders, Pigmentation; Pigment alteration; Pigment Alterations; Pigment alteration, NOS; Disorder of pigmentation, unspecified; Pigmen Disorders; pigment disorders; pigment disorder; pigmentation disorder (diagnosis); Pigment alteration (morphologic abnormality); Disorder of pigmentation (disorder)|7789 - Unspecified condition involving the integument and temperature regulation of fetus and newborn
C1279511|C1704421|Malarial pigment deposition; malaria pigment deposition; Malarial pigment deposition (diagnosis); Malarial pigment deposition (disorder)|Skin Pigmentation Disorder; disorder pigmentation skin; skin pigmentation disorder; Skin pigmentation disorder; SKIN PIGMENTATION DISORDERS; Skin pigmentation disorder, NOS; disorders pigmentation skin; skin pigmentation disorders; Disorder of skin pigmentation; Skin Pigmentation Disorders; Dyschromia; Pigmentation Disorders; Anomalous pigmentation of skin, NOS; Miscellaneous disorders of skin pigmentation; Skin pigmented; pigmented skin; pigment skin; pigments skin; skin pigment; Disorder of skin pigmentation (disorder)|7789 - Unspecified condition involving the integument and temperature regulation of fetus and newborn
C1280008|C0311262|Abdominal angina; angina abdominal; ABDOMINAL ANGINA; Abdominal Angina; abdominal angina; Intestinal angina; angina intestinal; INTESTINAL ANGINA; intestinal angina; Abdominal angina (disorder)|Chronic mesenteric ischemia; chronic mesenteric ischemia; Chronic mesenteric ischaemia; Chronic mesenteric arterial insufficiency syndrome; Chronic vascular insufficiency of intestine; Chronic vascular insufficiency of intestine, NOS; MESENTERIC VASCULAR INSUFFICIENCY, CHRONIC; Chronic intestinal vascular insufficiency; Chronic intestinal ischemia; chronic intestinal ischemia; Chronic intestinal ischaemia; Chronic intestinal ischemic syndrome; Chronic intestinal ischemic syndrome, NOS; Chronic intestinal ischaemic syndrome, NOS; Chronic intestinal ischaemic syndrome; CMI - Chronic mesenteric ischemia; CMI - Chronic mesenteric ischaemia; Chronic vascular insufficiency of intestine (disorder); ischemia; bowel, chronic|7512 - Atresia and stenosis of large intestine, rectum, and anal canal
C1280008|C2004435|Abdominal angina; angina abdominal; ABDOMINAL ANGINA; Abdominal Angina; abdominal angina; Intestinal angina; angina intestinal; INTESTINAL ANGINA; intestinal angina; Abdominal angina (disorder)|Vascular insufficiency of intestine; Vascular insufficiency of intestine, NOS; Vascular insufficiency of the intestine; Vascular insufficiency of intestine, unspecified; Unspecified vascular insufficiency of intestine; Ischaemia bowel; Bowel ischaemia; BOWEL ISCHEMIA; ISCHEMIA BOWEL; Bowel ischemia; Ischemia bowel; ischemia; bowel; Intestinal ischemia; INTESTINAL ISCHEMIA; INTESTINAL ISCHAEMIA; Intestinal ischaemia; Ischemic bowel disease; Ischemic Bowel Disease; Ischemic bowel disease, NOS; Ischaemic bowel disease; Ischaemic bowel disease, NOS; Ischemic disease of gut; Ischaemic disease of gut; vascular intestinal insufficiency; ISCHEMIA INTEST; Vascular insufficiency of intestine (disorder); vascular intestinal insufficiency (diagnosis)|7512 - Atresia and stenosis of large intestine, rectum, and anal canal
C1282197|C0474442|Contact lens related red eye; Contact lens related red eye (disorder)|Corneal edema caused by wearing of contact lenses; Corneal oedema caused by wearing of contact lenses; Corneal edema due to wearing of contact lenses; Corneal oedema due to wearing of contact lenses; Contact lens corneal edema; Contact lens corneal oedema; Contact lens-induced central corneal edema; Contact lens-induced central corneal oedema; Corneal edema caused by wearing of contact lenses (disorder); Corneal edema caused by contact lens; Corneal oedema caused by contact lens; contact lens-induced corneal edema; contact lens-induced corneal edema (diagnosis)|8711 - Ocular laceration with prolapse or exposure of intraocular tissue
C1287517|C1331543|Pattern of fever - finding; Finding of pattern of fever; Finding of pattern of fever (finding)|Puerperal pyrexia; Pyrexia puerperal; pyrexia; puerperal; puerperal pyrexia; Puerperal pyrexia, NOS; Puerperal pyrexia NOS; Puerperal fever; Fever, puerperal; fever; puerperal; puerperal fever; puerperal; fever; Puerperal fever NOS; Childbed fever; childbed fever; Postpartum fever; fever postpartum; postpartum fever; Postpartum fever NOS; Postpartum pyrexia; Postpartum Pyrexia; Puerperal pyrexia (disorder); fever; following delivery; puerperalis; febris puerperalis; puerperium; pyrexia; puerperal pyrexia (diagnosis)|677 - Late effect of complication of pregnancy, childbirth, and the puerperium
C1288081|C0029782|Inflammatory testicular mass; Inflammatory testicular mass (disorder)|Other specified disorders of male genital organs; Other specified disorders of the male genital organs|2218 - Benign neoplasm of other specified sites of female genital organs
