PMID,Sentence,Found Terms,Classification
38325308,Metabolic associated fatty liver disease (MAFLD) is one of the most common chronic diseases characterized by increased fat accumulation in the liver and metabolic dysfunction.,Liver Diseases,Disease
38325308,Metabolic associated fatty liver disease (MAFLD) is one of the most common chronic diseases characterized by increased fat accumulation in the liver and metabolic dysfunction.,Metabolic Diseases,Disease
38325308,Metabolic associated fatty liver disease (MAFLD) is one of the most common chronic diseases characterized by increased fat accumulation in the liver and metabolic dysfunction.,Chronic Disease,Disease
38325307,A LONGITUDINAL STUDY OF CHILDHOOD SEPARATION ANXIETY DISORDER AND ITS IMPLICATIONS FOR ADOLESCENT PSYCHOPATHOLOGY.,Psychopathology,Unknown
38325307,A LONGITUDINAL STUDY OF CHILDHOOD SEPARATION ANXIETY DISORDER AND ITS IMPLICATIONS FOR ADOLESCENT PSYCHOPATHOLOGY.,Anxiety,Symptom
38325307,"While SAD's quick consequences on kids are well-researched, its long-term implications for teenage psychopathology have received less attention.",Psychopathology,Unknown
38325307,"While SAD's quick consequences on kids are well-researched, its long-term implications for teenage psychopathology have received less attention.",Attention,Unknown
38325307,"500 adolescents were chosen as part of the adolescent depression project, and at the age of 17, we retrospectively evaluated past and present mental disorders.",Mental Disorders,Unknown
38325307,"500 adolescents were chosen as part of the adolescent depression project, and at the age of 17, we retrospectively evaluated past and present mental disorders.",Depression,Symptom
38325306,"A small percentage of women had symptoms of postpartum depression (16.0%), and no difference was found in the level of depression in relation to the mode of delivery.",Depression,Symptom
38325306,"A small percentage of women had symptoms of postpartum depression (16.0%), and no difference was found in the level of depression in relation to the mode of delivery.",Postpartum,Unknown
38325306,"A small percentage of women had symptoms of postpartum depression (16.0%), and no difference was found in the level of depression in relation to the mode of delivery.",Depression,Symptom
38325304,"English studies from various databases were included, using keywords such as ""childbirth analgesia"", ""labor pain management"", ""obstetric analgesia"", and ""neonatal outcomes"", combined with ""neonatal neurology"" and ""neonatal outcomes"".",Labor,Unknown
38325304,"English studies from various databases were included, using keywords such as ""childbirth analgesia"", ""labor pain management"", ""obstetric analgesia"", and ""neonatal outcomes"", combined with ""neonatal neurology"" and ""neonatal outcomes"".",Obstetric,Unknown
38325304,"English studies from various databases were included, using keywords such as ""childbirth analgesia"", ""labor pain management"", ""obstetric analgesia"", and ""neonatal outcomes"", combined with ""neonatal neurology"" and ""neonatal outcomes"".",Pain,Symptom
38325304,"English studies from various databases were included, using keywords such as ""childbirth analgesia"", ""labor pain management"", ""obstetric analgesia"", and ""neonatal outcomes"", combined with ""neonatal neurology"" and ""neonatal outcomes"".",Labor Pain,Symptom
38325303,"The widespread use of chemicals by modern society and the prevalence of harmful habits (alcoholism, tobacco smoking, drug addiction) leads to an unnaturally high intake of exogenous pollutants in the human body, which can cause damage to internal organs, including the reproductive system.",Habits,Unknown
38325303,"The widespread use of chemicals by modern society and the prevalence of harmful habits (alcoholism, tobacco smoking, drug addiction) leads to an unnaturally high intake of exogenous pollutants in the human body, which can cause damage to internal organs, including the reproductive system.",Alcoholism,Unknown
38325303,"The widespread use of chemicals by modern society and the prevalence of harmful habits (alcoholism, tobacco smoking, drug addiction) leads to an unnaturally high intake of exogenous pollutants in the human body, which can cause damage to internal organs, including the reproductive system.",Tobacco Use,Unknown
38325303,"The widespread use of chemicals by modern society and the prevalence of harmful habits (alcoholism, tobacco smoking, drug addiction) leads to an unnaturally high intake of exogenous pollutants in the human body, which can cause damage to internal organs, including the reproductive system.",Smoking,Unknown
38325303,"The widespread use of chemicals by modern society and the prevalence of harmful habits (alcoholism, tobacco smoking, drug addiction) leads to an unnaturally high intake of exogenous pollutants in the human body, which can cause damage to internal organs, including the reproductive system.",Tobacco Smoking,Unknown
38325303,"The aim of this study was to determine the peculiarities of the reproductive system of women of reproductive age with liver dysfunction under the influence of exogenous pollutants, namely, due to harmful working conditions and tobacco smoking.",Smoking,Unknown
38325303,"The aim of this study was to determine the peculiarities of the reproductive system of women of reproductive age with liver dysfunction under the influence of exogenous pollutants, namely, due to harmful working conditions and tobacco smoking.",Tobacco Smoking,Unknown
38325303,"Gynecologic examination and evaluation revealed changes indicating the presence of candidiasis and bacterial vaginosis (caused by anaerobic microbiota) in women who worked in harmful working conditions and smoked, both with and without signs of inflammation.",Vaginosis,Disease
38325303,"Gynecologic examination and evaluation revealed changes indicating the presence of candidiasis and bacterial vaginosis (caused by anaerobic microbiota) in women who worked in harmful working conditions and smoked, both with and without signs of inflammation.",Bacterial,Unknown
38325303,"Gynecologic examination and evaluation revealed changes indicating the presence of candidiasis and bacterial vaginosis (caused by anaerobic microbiota) in women who worked in harmful working conditions and smoked, both with and without signs of inflammation.",Inflammation,Unknown
38325303,"Gynecologic examination and evaluation revealed changes indicating the presence of candidiasis and bacterial vaginosis (caused by anaerobic microbiota) in women who worked in harmful working conditions and smoked, both with and without signs of inflammation.",Candidiasis,Disease
38325303,"Only in 20% of women with smoking habits and 10% of women with harmful working conditions there was no vaginal discharge, while in the control group, such women were the majority.",Habits,Unknown
38325303,"Only in 20% of women with smoking habits and 10% of women with harmful working conditions there was no vaginal discharge, while in the control group, such women were the majority.",Vaginal Discharge,Symptom
38325303,"Only in 20% of women with smoking habits and 10% of women with harmful working conditions there was no vaginal discharge, while in the control group, such women were the majority.",Smoking,Unknown
38325299,"The study aims to evaluate the mitofusin-1 in the serum and follicular fluid as a marker for the evaluation of embryo quality, in addition to the pregnancy rate in infertile females undergoing ICSI cycles.",Pregnancy Rate,Unknown
38325299,"The study aims to evaluate the mitofusin-1 in the serum and follicular fluid as a marker for the evaluation of embryo quality, in addition to the pregnancy rate in infertile females undergoing ICSI cycles.",Pregnancy,Unknown
38325299,"The cross-section study included 50 infertile couples who were prospectively recruited according to specific criteria at the"" High Institute for Infertility Diagnosis and Assisted Reproductive Technologies"" at AL-Nahrain University for one year.",Infertility,Unknown
38325299,"The cross-section study included 50 infertile couples who were prospectively recruited according to specific criteria at the"" High Institute for Infertility Diagnosis and Assisted Reproductive Technologies"" at AL-Nahrain University for one year.",Diagnosis,Unknown
38325299,"Elevated MEN1 levels in the follicular fluid may affect positively IVF/ICSI outcomes (embryo quality, and pregnancy rate).",Pregnancy Rate,Unknown
38325299,"Elevated MEN1 levels in the follicular fluid may affect positively IVF/ICSI outcomes (embryo quality, and pregnancy rate).",Affect,Unknown
38325299,"Elevated MEN1 levels in the follicular fluid may affect positively IVF/ICSI outcomes (embryo quality, and pregnancy rate).",Pregnancy,Unknown
38325296,Amoebic dysentery is a common infectious disease that is acquired through contaminated food and water harboring the infective stage of the parasite.,Disease,Disease
38325296,Amoebic dysentery is a common infectious disease that is acquired through contaminated food and water harboring the infective stage of the parasite.,Dysentery,Disease
38325295,"THE EFFECT OF A 6-WEEK BALANCE EXERCISE PROGRAM ON BALANCE PARAMETERS IN FRAILTY SYNDROME: A RANDOMIZED CONTROLLED, DOUBLE-BLIND, PROSPECTIVE STUDY.",Exercise,Unknown
38325295,"THE EFFECT OF A 6-WEEK BALANCE EXERCISE PROGRAM ON BALANCE PARAMETERS IN FRAILTY SYNDROME: A RANDOMIZED CONTROLLED, DOUBLE-BLIND, PROSPECTIVE STUDY.",Frailty,Unknown
38325295,"THE EFFECT OF A 6-WEEK BALANCE EXERCISE PROGRAM ON BALANCE PARAMETERS IN FRAILTY SYNDROME: A RANDOMIZED CONTROLLED, DOUBLE-BLIND, PROSPECTIVE STUDY.",Syndrome,Disease
38325295,This study assessed the effectiveness of a six-week balance exercise program on balance parameters and fall frequency in geriatric patients with frailty syndrome.,Exercise,Unknown
38325295,This study assessed the effectiveness of a six-week balance exercise program on balance parameters and fall frequency in geriatric patients with frailty syndrome.,Frailty,Unknown
38325295,This study assessed the effectiveness of a six-week balance exercise program on balance parameters and fall frequency in geriatric patients with frailty syndrome.,Syndrome,Disease
38325295,Patients without frailty syndrome initially performed significantly better (p˂0.001).,Frailty,Unknown
38325295,Patients without frailty syndrome initially performed significantly better (p˂0.001).,Syndrome,Disease
38325295,Long-term exercise programs improve balance parameters and exercise performance in older adults with frailty.,Exercise,Unknown
38325295,Long-term exercise programs improve balance parameters and exercise performance in older adults with frailty.,Frailty,Unknown
38325294,IMPACT OF MOTHER'S HYPOTHYROIDISM ON FETAL DEVELOPMENT AND OUTCOMES: A SYSTEMATIC REVIEW.,Fetal Development,Unknown
38325294,IMPACT OF MOTHER'S HYPOTHYROIDISM ON FETAL DEVELOPMENT AND OUTCOMES: A SYSTEMATIC REVIEW.,Hypothyroidism,Disease
38325294,"Body heat, energy levels, weight, hair, fingernail, and regular menstruation cycles are controlled by three hormones produced by the thyroid.",Body Weight,Unknown
38325294,"Body heat, energy levels, weight, hair, fingernail, and regular menstruation cycles are controlled by three hormones produced by the thyroid.",Menstruation,Symptom
38325294,Hypothyroidism in women who are pregnant is either gestational or could be a disorder that is present before pregnancy.,Pregnancy,Unknown
38325294,Hypothyroidism in women who are pregnant is either gestational or could be a disorder that is present before pregnancy.,Hypothyroidism,Disease
38325294,"Gestational hypothyroidism cures itself throughout postpartum times, though it can stay as subclinical hyperthyroidism for some time after delivery.",Hyperthyroidism,Disease
38325294,"Gestational hypothyroidism cures itself throughout postpartum times, though it can stay as subclinical hyperthyroidism for some time after delivery.",Hypothyroidism,Disease
38325294,Cretinism and mental disorders are among the serious health problems related to an iodine imbalance in maternal hypothyroidism.,Hypothyroidism,Disease
38325294,Cretinism and mental disorders are among the serious health problems related to an iodine imbalance in maternal hypothyroidism.,Mental Disorders,Unknown
38325294,Cretinism and mental disorders are among the serious health problems related to an iodine imbalance in maternal hypothyroidism.,Mental Health,Unknown
38325292,COVID-19 pandemic has raised concerns about the risk of infection and the severity of COVID-19 infection in patients with asthma and allergic rhinitis.,Rhinitis,Disease
38325292,COVID-19 pandemic has raised concerns about the risk of infection and the severity of COVID-19 infection in patients with asthma and allergic rhinitis.,COVID-19,Disease
38325292,COVID-19 pandemic has raised concerns about the risk of infection and the severity of COVID-19 infection in patients with asthma and allergic rhinitis.,Asthma,Disease
38324831,"Using cartography as a research method, we follow the paths, connections, and construction of femininities, activated and performed by our respondents to establish a place of respect and prominence within and outside the Institution, using beauty as an aesthetic and discursive power tool based on the DeleGata performative class.",Beauty,Unknown
38324831,"Using cartography as a research method, we follow the paths, connections, and construction of femininities, activated and performed by our respondents to establish a place of respect and prominence within and outside the Institution, using beauty as an aesthetic and discursive power tool based on the DeleGata performative class.",Respect,Unknown
38324831,"The figure/enunciation of DeleGata, who builds an image of the female police chief, implying a unity, signifies producing political subjects, ideas, and values that reach a communicative and performative standard, making visible some woman who adorns - with her beauty - and simultaneously surprises - with her intelligence.",Beauty,Unknown
38324831,"The figure/enunciation of DeleGata, who builds an image of the female police chief, implying a unity, signifies producing political subjects, ideas, and values that reach a communicative and performative standard, making visible some woman who adorns - with her beauty - and simultaneously surprises - with her intelligence.",Intelligence,Unknown
38323978,Iodine contrast extravasation (ICE) is common in patients with acute ischemic stroke (AIS) after endovascular-thrombectomy (EVT).,Ischemic Stroke,Disease
38323978,Iodine contrast extravasation (ICE) is common in patients with acute ischemic stroke (AIS) after endovascular-thrombectomy (EVT).,Stroke,Disease
38323760,Congenital Disorders of Glycosylation (CDG) are rare inherited metabolic diseases caused by genetic defects in the glycosylation of proteins and lipids.,Rare Diseases,Disease
38323760,Congenital Disorders of Glycosylation (CDG) are rare inherited metabolic diseases caused by genetic defects in the glycosylation of proteins and lipids.,Congenital Disorders of Glycosylation,Disease
38323760,Congenital Disorders of Glycosylation (CDG) are rare inherited metabolic diseases caused by genetic defects in the glycosylation of proteins and lipids.,Metabolic Diseases,Disease
38323759,"Generation of a human induced pluripotent stem cell line (UMGACBi001-A) from urine cells of a chronic kidney disease patient with hypertension, diabetic nephropathy and acute sepsis.",Disease,Disease
38323759,"Generation of a human induced pluripotent stem cell line (UMGACBi001-A) from urine cells of a chronic kidney disease patient with hypertension, diabetic nephropathy and acute sepsis.",Hypertension,Disease
38323759,"Generation of a human induced pluripotent stem cell line (UMGACBi001-A) from urine cells of a chronic kidney disease patient with hypertension, diabetic nephropathy and acute sepsis.",Sepsis,Disease
38323759,"Generation of a human induced pluripotent stem cell line (UMGACBi001-A) from urine cells of a chronic kidney disease patient with hypertension, diabetic nephropathy and acute sepsis.",Acute Disease,Disease
38323759,"Generation of a human induced pluripotent stem cell line (UMGACBi001-A) from urine cells of a chronic kidney disease patient with hypertension, diabetic nephropathy and acute sepsis.",Chronic Disease,Disease
38323759,"Chronic kidney disease is a major public health burden associated with a drastically reduced quality of living and life span that lacks suitable, individualized therapeutic strategies.",Disease,Disease
38323759,"Chronic kidney disease is a major public health burden associated with a drastically reduced quality of living and life span that lacks suitable, individualized therapeutic strategies.",Chronic Disease,Disease
38323759,"Here we present a human induced pluripotent stem cell line (iPSC, UMGACBi001-A) reprogrammed from urine cells of an acute septic dialysis patient suffering from chronic kidney disease using non-integrating administration of RNAs.",Disease,Disease
38323759,"Here we present a human induced pluripotent stem cell line (iPSC, UMGACBi001-A) reprogrammed from urine cells of an acute septic dialysis patient suffering from chronic kidney disease using non-integrating administration of RNAs.",Acute Disease,Disease
38323759,"Here we present a human induced pluripotent stem cell line (iPSC, UMGACBi001-A) reprogrammed from urine cells of an acute septic dialysis patient suffering from chronic kidney disease using non-integrating administration of RNAs.",Chronic Disease,Disease
38323527,"Higher exercise heart rate (HR) and prolonged return-to-sport in athletes with SARS-CoV-2 infection are described, but the cardiovascular response to exercise during recovery is not understood.",Heart Rate,Unknown
38323527,"Higher exercise heart rate (HR) and prolonged return-to-sport in athletes with SARS-CoV-2 infection are described, but the cardiovascular response to exercise during recovery is not understood.",Exercise,Unknown
38323155,"Recent neuroimaging findings suggest that reduced global and regional intracortical myelination (ICM), especially in the lateral prefrontal cortex, may be associated with depression, but it is unknown whether it is a precursor or a consequence of MDD.",Neuroimaging,Unknown
38323155,"Recent neuroimaging findings suggest that reduced global and regional intracortical myelination (ICM), especially in the lateral prefrontal cortex, may be associated with depression, but it is unknown whether it is a precursor or a consequence of MDD.",Depression,Symptom
38323155,The study of offspring of affected parents offers the opportunity to distinguish between precursors and consequences by examining individuals who carry high risk at a time when they have not experienced depression.,Parents,Unknown
38323155,The study of offspring of affected parents offers the opportunity to distinguish between precursors and consequences by examining individuals who carry high risk at a time when they have not experienced depression.,Depression,Symptom
38323150,"The necessity for frequent blood glucose (BG) monitoring and the inconveniences associated with self-monitoring of BG, such as pain and discomfort, has motivated the development of non-invasive BG approaches.",Blood Glucose Self-Monitoring,Unknown
38323150,"The necessity for frequent blood glucose (BG) monitoring and the inconveniences associated with self-monitoring of BG, such as pain and discomfort, has motivated the development of non-invasive BG approaches.",Pain,Symptom
38323145,Internet-based cognitive behavioral therapy intervention for youth with type 1 diabetes and depressive symptoms: a pilot and feasibility study.,Behavioral Symptoms,Symptom
38323145,Internet-based cognitive behavioral therapy intervention for youth with type 1 diabetes and depressive symptoms: a pilot and feasibility study.,Cognitive Behavioral Therapy,Unknown
38323145,"This study aims to assess the efficacy of Competent Adulthood Transition with Cognitive Humanistic and Interpersonal Teaching (CATCH-IT), an internet-based cognitive behavioral therapy (CBT) intervention, in adolescents with T1D and depressive symptoms.",Behavioral Symptoms,Symptom
38323145,"This study aims to assess the efficacy of Competent Adulthood Transition with Cognitive Humanistic and Interpersonal Teaching (CATCH-IT), an internet-based cognitive behavioral therapy (CBT) intervention, in adolescents with T1D and depressive symptoms.",Cognitive Behavioral Therapy,Unknown
38323143,Wearable heart rate variability and atrial fibrillation monitoring to improve clinically relevant endpoints in cardiac surgery-a systematic review.,Heart Rate,Unknown
38323143,Wearable heart rate variability and atrial fibrillation monitoring to improve clinically relevant endpoints in cardiac surgery-a systematic review.,Atrial Fibrillation,Disease
38323143,This systematic review aims to highlight the untapped potential of heart rate variability (HRV) and atrial fibrillation (AF) monitoring by wearable health monitoring devices as a critical diagnostic tool in cardiac surgery (CS) patients.,Heart Rate,Unknown
38323143,This systematic review aims to highlight the untapped potential of heart rate variability (HRV) and atrial fibrillation (AF) monitoring by wearable health monitoring devices as a critical diagnostic tool in cardiac surgery (CS) patients.,Atrial Fibrillation,Disease
38323127,"In their role as primary decision makers on the ground, farmers' perception of these new weeds plays a pivotal role in collecting information on their occurrence and control.",Role,Unknown
38323127,"In their role as primary decision makers on the ground, farmers' perception of these new weeds plays a pivotal role in collecting information on their occurrence and control.",Perception,Unknown
38323091,Aerobic exercise alters DNA hydroxymethylation levels in an experimental rodent model of temporal lobe epilepsy.,Exercise,Unknown
38323091,Aerobic exercise alters DNA hydroxymethylation levels in an experimental rodent model of temporal lobe epilepsy.,Epilepsy,Disease
38323091,"The therapeutic potential of aerobic exercise in mitigating seizures and cognitive issues in temporal lobe epilepsy (TLE) is recognized, yet the underlying mechanisms are not well understood.",Exercise,Unknown
38323091,"The therapeutic potential of aerobic exercise in mitigating seizures and cognitive issues in temporal lobe epilepsy (TLE) is recognized, yet the underlying mechanisms are not well understood.",Epilepsy,Disease
38323091,"The therapeutic potential of aerobic exercise in mitigating seizures and cognitive issues in temporal lobe epilepsy (TLE) is recognized, yet the underlying mechanisms are not well understood.",Epilepsy,Disease
38323091,"The therapeutic potential of aerobic exercise in mitigating seizures and cognitive issues in temporal lobe epilepsy (TLE) is recognized, yet the underlying mechanisms are not well understood.",Temporal Lobe,Unknown
38323091,"The therapeutic potential of aerobic exercise in mitigating seizures and cognitive issues in temporal lobe epilepsy (TLE) is recognized, yet the underlying mechanisms are not well understood.",Seizures,Symptom
38323091,"Furthermore, immunohistochemistry analysis revealed that most 5-hmC changes in response to chronic exercise were neuron-specific within area CA3 of the hippocampus.",Immunohistochemistry,Unknown
38323091,"Furthermore, immunohistochemistry analysis revealed that most 5-hmC changes in response to chronic exercise were neuron-specific within area CA3 of the hippocampus.",Exercise,Unknown
38322853,The extraction of rare earth elements (REEs) and noble metals (NMs) from unconventional resources is playing a crucial role under the context of industrialization and reserve depletions.,Role,Unknown
38322853,The extraction of rare earth elements (REEs) and noble metals (NMs) from unconventional resources is playing a crucial role under the context of industrialization and reserve depletions.,Role Playing,Unknown
38322793,Atypical cutaneous leishmaniasis: Contribution of confocal microscopy.,Leishmaniasis,Disease
38322793,Atypical cutaneous leishmaniasis: Contribution of confocal microscopy.,Microscopy,Unknown
38322625,Association between the Triglyceride Glucose Index and All-Cause Mortality in Critically Ill Patients with Acute Kidney Injury.,Association,Unknown
38322625,Association between the Triglyceride Glucose Index and All-Cause Mortality in Critically Ill Patients with Acute Kidney Injury.,Acute Kidney Injury,Disease
38322625,"The triglyceride glucose (TyG) index is a reliable alternative biomarker of insulin resistance, but the association between the TyG index and acute kidney injury (AKI) in critically ill patients remains unclear.",Insulin Resistance,Unknown
38322625,"The triglyceride glucose (TyG) index is a reliable alternative biomarker of insulin resistance, but the association between the TyG index and acute kidney injury (AKI) in critically ill patients remains unclear.",Association,Unknown
38322625,"The triglyceride glucose (TyG) index is a reliable alternative biomarker of insulin resistance, but the association between the TyG index and acute kidney injury (AKI) in critically ill patients remains unclear.",Acute Kidney Injury,Disease
38322408,"Compared to traditional teaching laboratory activities, course-based undergraduate research experiences (CUREs) can increase student engagement and confidence, improve scientific literacy, enhance critical thinking, and promote accessibility in STEM.",Literacy,Unknown
38322408,"Compared to traditional teaching laboratory activities, course-based undergraduate research experiences (CUREs) can increase student engagement and confidence, improve scientific literacy, enhance critical thinking, and promote accessibility in STEM.",Thinking,Unknown
38322407,"The gate control theory of pain postulates that the sensation of pain can be reduced or blocked by closing a ""gate"" at the earliest synaptic level in the spinal cord, where nociceptive (pain) afferents excite the ascending interneurons that transmit the signal to the brain.",Sensation,Unknown
38322407,"The gate control theory of pain postulates that the sensation of pain can be reduced or blocked by closing a ""gate"" at the earliest synaptic level in the spinal cord, where nociceptive (pain) afferents excite the ascending interneurons that transmit the signal to the brain.",Nociceptive Pain,Symptom
38322407,"The gate control theory of pain postulates that the sensation of pain can be reduced or blocked by closing a ""gate"" at the earliest synaptic level in the spinal cord, where nociceptive (pain) afferents excite the ascending interneurons that transmit the signal to the brain.",Pain,Symptom
38322407,"Furthermore, the gate can be induced to close by stimulating touch afferents with receptive fields in the same general area as the trauma that is generating the pain (the ""rub it to make it better"" effect).",Touch,Unknown
38322407,"Furthermore, the gate can be induced to close by stimulating touch afferents with receptive fields in the same general area as the trauma that is generating the pain (the ""rub it to make it better"" effect).",Pain,Symptom
38322407,"Finally, the simulations show how a small change in chloride homeostasis can generate the dorsal root reflex, in which nociceptor afferents generate antidromic spikes which may increase neurogenic inflammation and actually exacerbate pain.",Reflex,Unknown
38322407,"Finally, the simulations show how a small change in chloride homeostasis can generate the dorsal root reflex, in which nociceptor afferents generate antidromic spikes which may increase neurogenic inflammation and actually exacerbate pain.",Inflammation,Unknown
38322407,"Finally, the simulations show how a small change in chloride homeostasis can generate the dorsal root reflex, in which nociceptor afferents generate antidromic spikes which may increase neurogenic inflammation and actually exacerbate pain.",Pain,Symptom
38322407,"Finally, the simulations show how a small change in chloride homeostasis can generate the dorsal root reflex, in which nociceptor afferents generate antidromic spikes which may increase neurogenic inflammation and actually exacerbate pain.",Neurogenic Inflammation,Unknown
38322407,The hope is that the simulations will increase awareness and understanding of a topic that is important in both basic neuroscience and medical neurology.,Hope,Unknown
38322407,The hope is that the simulations will increase awareness and understanding of a topic that is important in both basic neuroscience and medical neurology.,Awareness,Unknown
38322406,Here is presented an active learning pedagogical approach involving the analysis of seminal articles in the primary scientific literature to provide practice in analyzing data and drawing conclusions from those data while at the same time learning the fundamental tenets of synaptic transmission.,Synaptic Transmission,Unknown
38322406,Here is presented an active learning pedagogical approach involving the analysis of seminal articles in the primary scientific literature to provide practice in analyzing data and drawing conclusions from those data while at the same time learning the fundamental tenets of synaptic transmission.,Learning,Unknown
38322405,"Key pedagogical components include: 1) student-centered active-learning, skill-building and community-building activities; 2) persistent adoption of a proven CREATE method and a novel curate scientific summary (CSS) method for teaching scientific literature analysis skills; 3) collaborative class organization consisting of persistent learning pods (PLPs) to facilitate student-driven participation and peer learning; and, 4) role play of a real research lab.",Role,Unknown
38322405,"Key pedagogical components include: 1) student-centered active-learning, skill-building and community-building activities; 2) persistent adoption of a proven CREATE method and a novel curate scientific summary (CSS) method for teaching scientific literature analysis skills; 3) collaborative class organization consisting of persistent learning pods (PLPs) to facilitate student-driven participation and peer learning; and, 4) role play of a real research lab.",Learning,Unknown
38322405,Role playing a research lab setting with a focused research theme facilitated integrative understanding of a frontier topic in Neuroscience.,Role,Unknown
38322405,Role playing a research lab setting with a focused research theme facilitated integrative understanding of a frontier topic in Neuroscience.,Role Playing,Unknown
38322404,Unlocking Hidden Awareness: Repurposing fMRI to Detect Levels of Consciousness.,Consciousness,Unknown
38322404,Unlocking Hidden Awareness: Repurposing fMRI to Detect Levels of Consciousness.,Awareness,Unknown
38322404,"Determining the state of consciousness in patients with disorders of consciousness is a challenging task because for someone to be deemed conscious, both wakefulness and awareness are required.",Consciousness Disorders,Unknown
38322404,"Determining the state of consciousness in patients with disorders of consciousness is a challenging task because for someone to be deemed conscious, both wakefulness and awareness are required.",Consciousness,Unknown
38322404,"Determining the state of consciousness in patients with disorders of consciousness is a challenging task because for someone to be deemed conscious, both wakefulness and awareness are required.",Wakefulness,Unknown
38322404,"Determining the state of consciousness in patients with disorders of consciousness is a challenging task because for someone to be deemed conscious, both wakefulness and awareness are required.",Awareness,Unknown
38322402,"Students completed a pre- and post- assignment perceptive assessment to evaluate the skills they obtained (e.g., reading comprehension and critical thinking), and the effectiveness of the assignment in improving these skills.",Comprehension,Unknown
38322402,"Students completed a pre- and post- assignment perceptive assessment to evaluate the skills they obtained (e.g., reading comprehension and critical thinking), and the effectiveness of the assignment in improving these skills.",Thinking,Unknown
38322401,"Within hours, the entire facility is on lockdown, and a mysterious voice on the intercom proclaims that all researchers will lose their ability to sleep within the next hour.",Voice,Unknown
38322401,"Within hours, the entire facility is on lockdown, and a mysterious voice on the intercom proclaims that all researchers will lose their ability to sleep within the next hour.",Sleep,Unknown
38322401,"Students and teaching assistants had very positive experiences with this EER activity, reporting that the EER solidified course concepts while using creativity, collaboration, and critical thinking skills.",Thinking,Unknown
38322401,"Students and teaching assistants had very positive experiences with this EER activity, reporting that the EER solidified course concepts while using creativity, collaboration, and critical thinking skills.",Creativity,Unknown
38322399,"Moreover, undergraduate students are in an age range where they are at high risk of concussion and traumatic brain injury, but often lack knowledge of the symptoms, severity, recovery, and varied impacts of brain injury on cognition.",Brain Concussion,Unknown
38322399,"Moreover, undergraduate students are in an age range where they are at high risk of concussion and traumatic brain injury, but often lack knowledge of the symptoms, severity, recovery, and varied impacts of brain injury on cognition.",Cognition,Unknown
38322399,The focus of the course was to help students understand the role of different brain regions in behavior by presenting neurological cases that demonstrate the human experience of brain injury.,Behavior,Unknown
38322399,The focus of the course was to help students understand the role of different brain regions in behavior by presenting neurological cases that demonstrate the human experience of brain injury.,Role,Unknown
38322398,"Sweet sensory neurons guide animals to identify nutrient-rich food and drive appetitive behaviors, while bitter sensory neurons direct animals to avoid potentially toxic substances and guide aversive behavior.",Behavior,Unknown
38322398,"Sweet sensory neurons guide animals to identify nutrient-rich food and drive appetitive behaviors, while bitter sensory neurons direct animals to avoid potentially toxic substances and guide aversive behavior.",Appetitive Behavior,Unknown
38322398,"Sweet sensory neurons guide animals to identify nutrient-rich food and drive appetitive behaviors, while bitter sensory neurons direct animals to avoid potentially toxic substances and guide aversive behavior.",Drive,Unknown
38322396,"Students performed well on case related exam questions, reported high confidence in their achievement of the learning outcomes, and enjoyed the case's link to neurological disease, real research data and advanced technological approaches.",Disease,Disease
38322396,"Students performed well on case related exam questions, reported high confidence in their achievement of the learning outcomes, and enjoyed the case's link to neurological disease, real research data and advanced technological approaches.",Achievement,Unknown
38322396,"Students performed well on case related exam questions, reported high confidence in their achievement of the learning outcomes, and enjoyed the case's link to neurological disease, real research data and advanced technological approaches.",Learning,Unknown
38322189,"We evaluated the diagnostic accuracy and safety of EBUS-TMC in the diagnosis of malignant lesions and its effectiveness in relation to benign conditions, such as tuberculosis and sarcoidosis.",Sarcoidosis,Disease
38322189,"We evaluated the diagnostic accuracy and safety of EBUS-TMC in the diagnosis of malignant lesions and its effectiveness in relation to benign conditions, such as tuberculosis and sarcoidosis.",Diagnosis,Unknown
38322189,"We evaluated the diagnostic accuracy and safety of EBUS-TMC in the diagnosis of malignant lesions and its effectiveness in relation to benign conditions, such as tuberculosis and sarcoidosis.",Tuberculosis,Disease
38322186,"Furthermore, impaired flow in these veins can have devastating complications such as Paget-Schroetter syndrome, which describes a constellation of symptoms (arm swelling, cyanosis, pain) due to stenosis of the subclavian vein.",Cyanosis,Symptom
38322186,"Furthermore, impaired flow in these veins can have devastating complications such as Paget-Schroetter syndrome, which describes a constellation of symptoms (arm swelling, cyanosis, pain) due to stenosis of the subclavian vein.",Syndrome,Disease
38322186,"Furthermore, impaired flow in these veins can have devastating complications such as Paget-Schroetter syndrome, which describes a constellation of symptoms (arm swelling, cyanosis, pain) due to stenosis of the subclavian vein.",Pain,Symptom
38322186,"This section will also discuss ensuing complications when blood flow is impaired, such as development of upper extremity deep venous thrombosis and cerebral venous thrombosis (CVT).",Venous Thrombosis,Unknown
38322186,"This section will also discuss ensuing complications when blood flow is impaired, such as development of upper extremity deep venous thrombosis and cerebral venous thrombosis (CVT).",Thrombosis,Unknown
38322185,Pneumomediastinum and pneumothorax in acute respiratory distress syndrome (ARDS) patients: a narrative review.,Respiratory Distress Syndrome,Disease
38322185,Pneumomediastinum and pneumothorax in acute respiratory distress syndrome (ARDS) patients: a narrative review.,Pneumothorax,Disease
38322185,Pneumomediastinum and pneumothorax in acute respiratory distress syndrome (ARDS) patients: a narrative review.,Syndrome,Disease
