cui,term,semantic_type
C2129579,right fourth toe curls up,T184
C2129579,the right fourth toe curls up,T184
C2129579,right fourth toe curls up (symptom),T184
C2129580,right fourth toe turns in,T184
C2129580,the right fourth toe turns in,T184
C2129580,right fourth toe turns in (symptom),T184
C2129581,right fourth toe turns out,T184
C2129581,the right fourth toe turns out,T184
C2129581,right fourth toe turns out (symptom),T184
C2129582,right fourth toe overlaps adjacent toe,T184
C2129582,the right fourth toe overlaps the adjacent toe,T184
C2129582,right fourth toe overlaps adjacent toe (symptom),T184
C2129583,right little toe curls up,T184
C2129583,the right little toe curls up,T184
C2129583,right little toe curls up (symptom),T184
C2129584,right little toe turns in,T184
C2129584,the right little toe turns in,T184
C2129584,right little toe turns in (symptom),T184
C2129585,right little toe turns out,T184
C2129585,the right little toe turns out,T184
C2129585,right little toe turns out (symptom),T184
C2129586,right little toe overlaps adjacent toe,T184
C2129586,the right little toe overlaps the adjacent toe,T184
C2129586,right little toe overlaps adjacent toe (symptom),T184
C2129587,left great toe curls up,T184
C2129587,the left great toe curls up,T184
C2129587,left great toe curls up (symptom),T184
C2129588,left great toe turns in,T184
C2129588,the left great toe turns in,T184
C2129588,left great toe turns in (symptom),T184
C2129589,left great toe turns out,T184
C2129589,the left great toe turns out,T184
C2129589,left great toe turns out (symptom),T184
C2129590,left great toe overlaps adjacent toe,T184
C2129590,the left great toe overlaps the adjacent toe,T184
C2129590,left great toe overlaps adjacent toe (symptom),T184
C2129591,left second toe curls up,T184
C2129591,the left second toe curls up,T184
C2129591,left second toe curls up (symptom),T184
C2129592,left second toe turns in,T184
C2129592,the left second toe turns in,T184
C2129592,left second toe turns in (symptom),T184
C2129593,left second toe turns out,T184
C2129593,the left second toe turns out,T184
C2129593,left second toe turns out (symptom),T184
C2129594,left second toe overlaps adjacent toe,T184
C2129594,the left second toe overlaps the adjacent toe,T184
C2129594,left second toe overlaps adjacent toe (symptom),T184
C2129595,left middle toe curls up,T184
C2129595,the left middle toe curls up,T184
C2129595,left middle toe curls up (symptom),T184
C2129596,left middle toe turns in,T184
C2129596,the left middle toe turns in,T184
C2129596,left middle toe turns in (symptom),T184
C2129597,left middle toe turns out,T184
C2129597,the left middle toe turns out,T184
C2129597,left middle toe turns out (symptom),T184
C2129598,left middle toe overlaps adjacent toe,T184
C2129598,the left middle toe overlaps the adjacent toe,T184
C2129598,left middle toe overlaps adjacent toe (symptom),T184
C2129599,left fourth toe curls up,T184
C2129599,the left fourth toe curls up,T184
C2129599,left fourth toe curls up (symptom),T184
C2129600,left fourth toe turns in,T184
C2129600,the left fourth toe turns in,T184
C2129600,left fourth toe turns in (symptom),T184
C2129601,left fourth toe turns out,T184
C2129601,the left fourth toe turns out,T184
C2129601,left fourth toe turns out (symptom),T184
C2129602,left fourth toe overlaps adjacent toe,T184
C2129602,the left fourth toe overlaps the adjacent toe,T184
C2129602,left fourth toe overlaps adjacent toe (symptom),T184
C2129603,left little toe curls up,T184
C2129603,the left little toe curls up,T184
C2129603,left little toe curls up (symptom),T184
C2129604,left little toe turns in,T184
C2129604,the left little toe turns in,T184
C2129604,left little toe turns in (symptom),T184
C2129605,left little toe turns out,T184
C2129605,the left little toe turns out,T184
C2129605,left little toe turns out (symptom),T184
C2129606,left little toe overlaps adjacent toe,T184
C2129606,the left little toe overlaps the adjacent toe,T184
C2129606,left little toe overlaps adjacent toe (symptom),T184
C2129607,numbness of right second and third toes,T184
C2129607,numbness of right second and third toes (symptom),T184
C2129608,numbness of right fourth and fifth toes,T184
C2129608,numbness of right fourth and fifth toes (symptom),T184
C2129609,numbness of left second and third toes,T184
C2129609,numbness of left second and third toes (symptom),T184
C2129610,numbness of left fourth and fifth toes,T184
C2129610,numbness of left fourth and fifth toes (symptom),T184
C2129611,gradual onset of shoulder joint pain,T184
C2129611,gradual onset of shoulder joint pain (symptom),T184
C2129612,upper back pain worse when sleeping on back,T184
C2129612,upper back pain worse when sleeping on back (symptom),T184
C2129613,upper back pain worse when sleeping on stomach,T184
C2129613,upper back pain worse when sleeping on stomach (symptom),T184
C2129614,midback pain worsens when sleeping on back,T184
C2129614,midback pain worsens when sleeping on back (symptom),T184
C2129614,midback pain worse when sleeping on back,T184
C2129615,midback pain worsens when sleeping on stomach,T184
C2129615,midback pain worsens when sleeping on stomach (symptom),T184
C2129615,midback pain worse when sleeping on stomach,T184
C2129616,lower back pain worsens when sleeping on back,T184
C2129616,lower back pain worsens when sleeping on back (symptom),T184
C2129617,lower back pain worsens when sleeping on stomach,T184
C2129617,lower back pain worsens when sleeping on stomach (symptom),T184
C2129618,upper back pain worse during exercise,T184
C2129618,upper back pain worse during exercise (symptom),T184
C2129619,upper back pain worse after exercise,T184
C2129619,upper back pain worse after exercise (symptom),T184
C2129620,midback pain worsens during exercise,T184
C2129620,midback pain worsens during exercise (symptom),T184
C2129620,midback pain worse during exercise,T184
C2129621,midback pain worsens after exercise,T184
C2129621,midback pain worsens after exercise (symptom),T184
C2129621,midback pain worse after exercise,T184
C2129622,lower back pain worsens during exercise,T184
C2129622,lower back pain worsens during exercise (symptom),T184
C2129623,lower back pain worsens after exercise,T184
C2129623,lower back pain worsens after exercise (symptom),T184
C2129628,number of incontinence diapers used per day (#___),T184
C2129628,number of incontinence diapers used per day (#___) (symptom),T184
C2129629,uses incontinence devices infrequently,T184
C2129629,uses incontinence devices infrequently (symptom),T184
C2129630,uses incontinence devices continuously,T184
C2129630,uses incontinence devices continuously (symptom),T184
C2129631,loss of urinary control significantly affects lifestyle,T184
C2129631,loss of urinary control significantly affects lifestyle (symptom),T184
C2129632,vaginal discharge of stool,T184
C2129632,vaginal discharge of stool (symptom),T184
C2129632,stool leaking from the vagina,T184
C2129633,unable to restrain bowel movement with soft stools,T184
C2129633,unable to restrain bowel movement with soft stools (symptom),T184
C2129633,fecal incontinence with soft stools,T184
C2129634,unable to restrain bowel movement with formed stools,T184
C2129634,unable to restrain bowel movement with formed stools (symptom),T184
C2129634,fecal incontinence with formed stools,T184
C2129635,unable to control passing gas,T184
C2129635,unable to control passing gas (symptom),T184
C2129636,feeling of something bulging from vagina,T184
C2129636,feeling of something bulging from vagina (symptom),T184
C2129637,red streaking going up limb,T184
C2129637,red streaking going up limb (symptom),T184
C2129638,red streaking going up right hand,T184
C2129638,red streaking going up the right hand,T184
C2129638,red streaking going up right hand (symptom),T184
C2129639,red streaking going up left hand,T184
C2129639,red streaking going up the left hand,T184
C2129639,red streaking going up left hand (symptom),T184
C2129640,red streaking going up right arm,T184
C2129640,red streaking going up the right arm,T184
C2129640,red streaking going up right arm (symptom),T184
C2129641,red streaking going up left arm,T184
C2129641,red streaking going up the left arm,T184
C2129641,red streaking going up left arm (symptom),T184
C2129642,red streaking going up right foot,T184
C2129642,red streaking going up the right foot,T184
C2129642,red streaking going up right foot (symptom),T184
C2129643,red streaking going up left foot,T184
C2129643,red streaking going up the left foot,T184
C2129643,red streaking going up left foot (symptom),T184
C2129644,red streaking going up right leg,T184
C2129644,red streaking going up the right leg,T184
C2129644,red streaking going up right leg (symptom),T184
C2129645,red streaking going up left leg,T184
C2129645,red streaking going up the left leg,T184
C2129645,red streaking going up left leg (symptom),T184
C2129647,menstrual symptoms,T184
C2129647,menstrual symptoms,T184
C2129647,menstruation,T184
C2129647,menstrual period,T184
C2129647,menstrual symptoms (symptom),T184
C2129651,loss of hair from lower limbs,T184
C2129651,loss of hair from the lower limbs,T184
C2129651,loss of hair from lower limbs (symptom),T184
C2129652,itching of legs,T184
C2129652,itching in the legs,T184
C2129652,pruritus in the legs,T184
C2129652,itching of legs (symptom),T184
C2129653,number of tampons used per 24 hours during menstrual period (#___),T184
C2129653,number of tampons used per 24 hours during menstrual period (#___) (symptom),T184
C2129654,number of pads used per 24 hours during menstrual period (#___),T184
C2129654,number of pads used per 24 hours during menstrual period (#___) (symptom),T184
C2129655,vulvar itching on right side,T184
C2129655,vulvar itching on the right,T184
C2129655,right vulvar pruritus,T184
C2129655,vulvar itching on right side (symptom),T184
C2129656,vulvar itching on left,T184
C2129656,vulvar itching on the left,T184
C2129656,vulvar itching on left (symptom),T184
C2129656,left vulvar pruritus,T184
C2129657,vulvar burning on right,T184
C2129657,vulvar burning on the right,T184
C2129657,vulvar burning on right (symptom),T184
C2129658,vulvar burning on left,T184
C2129658,vulvar burning on the left,T184
C2129658,vulvar burning on left (symptom),T184
C2129659,vulvar lump on right,T184
C2129659,right vulvar mass by history,T184
C2129659,right vulvar lump or mass,T184
C2129659,vulvar lump or mass on the right,T184
C2129659,lump on the right vulva,T184
C2129659,vulvar lump on right (symptom),T184
C2129660,vulvar lump on left,T184
C2129660,left vulvar lump or mass,T184
C2129660,vulvar lump or mass on the left,T184
C2129660,vulvar lump on left (symptom),T184
C2129660,lump on the left vulva,T184
C2130046,factors leaving neck pain unchanged,T184
C2130046,factors leaving neck pain unchanged (symptom),T184
C2130047,neck pain unchanged by bending head backward,T184
C2130047,neck pain unchanged by bending head backward (symptom),T184
C2130048,neck pain unchanged by bending head forward,T184
C2130048,neck pain unchanged by bending head forward (symptom),T184
C2130049,neck pain unchanged by bending head to right,T184
C2130049,neck pain unchanged by bending head to right (symptom),T184
C2130050,neck pain unchanged by bending head to left,T184
C2130050,neck pain unchanged by bending head to left (symptom),T184
C2130051,neck pain unchanged by turning head,T184
C2130051,neck pain unchanged by turning head (symptom),T184
C2130052,neck pain unchanged by turning head to right,T184
C2130052,neck pain unchanged by turning head to right (symptom),T184
C2130053,neck pain unchanged by turning head to left,T184
C2130053,neck pain unchanged by turning head to left (symptom),T184
C2130054,neck pain unchanged by immobilizing head,T184
C2130054,neck pain unchanged by immobilizing head (symptom),T184
C2130055,upper back pain unchanged,T184
C2130055,upper back pain unchanged (symptom),T184
C2130056,upper back pain unchanged with breathing,T184
C2130056,upper back pain unchanged with breathing (symptom),T184
C2130057,upper back pain unchanged with coughing or sneezing,T184
C2130057,upper back pain unchanged with coughing/sneezing,T184
C2130057,upper back pain unchanged with coughing or sneezing (symptom),T184
C2130058,upper back pain unchanged with straining during bowel movement,T184
C2130058,upper back pain unchanged with straining during bowel movements,T184
C2130058,upper back pain unchanged with straining during bowel movement (symptom),T184
C2130058,upper back pain unchanged w/ straining during bowel movement,T184
C2130059,upper back pain unchanged with sitting,T184
C2130059,upper back pain unchanged with sitting (symptom),T184
C2130060,upper back pain unchanged with driving,T184
C2130060,upper back pain unchanged with driving,T184
C2130060,upper back pain unchanged with driving (symptom),T184
C2130061,upper back pain unchanged with driving over rough terrain,T184
C2130061,upper back pain unchanged with driving over rough terrain (symptom),T184
C2130062,upper back pain unchanged with standing,T184
C2130062,upper back pain unchanged with standing (symptom),T184
C2130063,upper back pain unchanged with walking,T184
C2130063,upper back pain unchanged with walking (symptom),T184
C2130064,upper back pain unchanged during exercise,T184
C2130064,upper back pain unchanged during exercise (symptom),T184
C2130065,upper back pain unchanged after exercise,T184
C2130065,upper back pain unchanged after exercise (symptom),T184
C2130066,upper back pain unchanged with stooping,T184
C2130066,upper back pain unchanged with stooping (symptom),T184
C2130067,upper back pain unchanged with bending,T184
C2130067,upper back pain unchanged with bending (symptom),T184
C2130068,upper back pain unchanged with lifting,T184
C2130068,upper back pain unchanged with lifting (___ lbs),T184
C2130068,upper back pain unchanged with lifting (symptom),T184
C2130069,upper back pain unchanged with turning,T184
C2130069,upper back pain unchanged with turning (symptom),T184
C2130070,upper back pain unchanged with lying down,T184
C2130070,upper back pain unchanged with lying down (symptom),T184
C2130071,upper back pain unchanged when sleeping on back,T184
C2130071,upper back pain unchanged when sleeping on back (symptom),T184
C2130072,upper back pain unchanged when sleeping on stomach,T184
C2130072,upper back pain unchanged when sleeping on stomach (symptom),T184
C2130073,upper back pain unchanged when putting on shoes,T184
C2130073,upper back pain unchanged when putting on shoes (symptom),T184
C2130074,upper back pain unchanged during storms,T184
C2130074,upper back pain unchanged during storms (symptom),T184
C2130075,upper back pain unchanged before storms,T184
C2130075,upper back pain unchanged before storms (symptom),T184
C2130076,upper back pain unchanged with cold temperatures,T184
C2130076,upper back pain unchanged with cold temperatures (symptom),T184
C2130077,midback pain unchanged,T184
C2130077,midback pain unchanged (symptom),T184
C2130078,midback pain unchanged at night,T184
C2130078,midback pain unchanged at night (symptom),T184
C2130079,midback pain unchanged with breathing,T184
C2130079,midback pain unchanged with breathing (symptom),T184
C2130080,midback pain unchanged with coughing or sneezing,T184
C2130080,midback pain unchanged with coughing / sneezing,T184
C2130080,midback pain unchanged with coughing/sneezing,T184
C2130080,midback pain unchanged with coughing or sneezing (symptom),T184
C2130081,midback pain unchanged with straining during bowel movement (symptom),T184
C2130081,midback pain unchanged with straining during bowel movement (symptom),T184
C2130081,midback pain unchanged with straining during bowel movement,T184
C2130081,midback pain unchanged with straining during bowel movements,T184
C2130082,midback pain unchanged with sitting,T184
C2130082,midback pain unchanged with sitting (symptom),T184
C2130083,midback pain unchanged with driving,T184
C2130083,midback pain unchanged with driving (symptom),T184
C2130084,midback pain unchanged with driving over rough terrain,T184
C2130084,midback pain unchanged with driving over rough terrain (symptom),T184
C2130085,midback pain unchanged with standing,T184
C2130085,midback pain unchanged with standing (symptom),T184
C2130086,midback pain unchanged with walking,T184
C2130086,midback pain unchanged with walking (symptom),T184
C2130087,midback pain unchanged during exercise,T184
C2130087,midback pain unchanged during exercise (symptom),T184
C2130088,midback pain unchanged after exercise,T184
C2130088,midback pain unchanged after exercise (symptom),T184
C2130089,midback pain unchanged with stooping,T184
C2130089,midback pain unchanged with stooping (symptom),T184
C2130090,midback pain unchanged with bending,T184
C2130090,midback pain unchanged with bending (symptom),T184
C2130091,mid back pain unchanged with lifting,T184
C2130091,midback pain unchanged with lifting (___ lbs),T184
C2130091,mid back pain unchanged with lifting (symptom),T184
C2130092,midback pain unchanged with turning,T184
C2130092,midback pain unchanged with turning (symptom),T184
C2130093,midback pain unchanged with lying down,T184
C2130093,midback pain unchanged with lying down (symptom),T184
C2130094,midback pain unchanged when sleeping on back,T184
C2130094,midback pain unchanged when sleeping on back (symptom),T184
C2130095,midback pain unchanged when sleeping on stomach,T184
C2130095,midback pain unchanged when sleeping on stomach (symptom),T184
C2130096,midback pain unchanged when putting on shoes,T184
C2130096,midback pain unchanged when putting on shoes (symptom),T184
C2130097,midback pain unchanged when going from sitting to standing,T184
C2130097,midback pain unchanged when going from sitting to standing (symptom),T184
C2130098,midback pain unchanged during storms,T184
C2130098,midback pain unchanged during storms (symptom),T184
C2130099,midback pain unchanged before storms,T184
C2130099,midback pain unchanged before storms (symptom),T184
C2130100,midback pain unchanged with cold temperatures,T184
C2130100,midback pain unchanged with cold temperatures (symptom),T184
C2130101,unchanged lower back pain,T184
C2130101,unchanged lower back pain (symptom),T184
C2130102,lower back pain unchanged in morning,T184
C2130102,lower back pain unchanged in morning (symptom),T184
C2130102,lower back pain is unchanged in the morning,T184
C2130103,lower back pain unchanged with coughing or sneezing,T184
C2130103,lower back pain unchanged with coughing or sneezing (symptom),T184
C2130104,lower back pain unchanged with straining during bowel movement,T184
C2130104,lower back pain unchanged with straining during bowel movement (symptom),T184
C2130104,lower back pain unchanged w/ straining during bowel movement,T184
C2130104,lower back pain unchanged with straining during a bowel movement,T184
C2130105,lower back pain unchanged with sitting,T184
C2130105,lower back pain unchanged with sitting (symptom),T184
C2130105,lower back pain unchanged when sitting,T184
C2130106,lower back pain unchanged with sitting in a car,T184
C2130106,lower back pain unchanged with sitting in a car (symptom),T184
C2130106,lower back pain unchanged when sitting in a car,T184
C2130107,lower back pain unchanged with driving,T184
C2130107,lower back pain unchanged with driving (symptom),T184
C2130108,lower back pain unchanged with driving over rough terrain,T184
C2130108,lower back pain unchanged with driving over rough terrain (symptom),T184
C2130109,lower back pain unchanged when going from sitting to standing,T184
C2130109,lower back pain unchanged when going from sitting to standing (symptom),T184
C2130110,lower back pain unchanged with standing,T184
C2130110,lower back pain unchanged with standing (symptom),T184
C2130110,lower back pain unchanged when standing,T184
C2130111,lower back pain unchanged with walking,T184
C2130111,lower back pain unchanged with walking (symptom),T184
C2130111,lower back pain unchanged when walking,T184
C2130112,lower back pain unchanged during exercise,T184
C2130112,lower back pain unchanged during exercise (symptom),T184
C2130113,lower back pain unchanged after exercise,T184
C2130113,lower back pain unchanged after exercise (symptom),T184
C2130114,lower back pain unchanged with stooping,T184
C2130114,lower back pain unchanged with stooping (symptom),T184
C2130115,lower back pain unchanged with bending,T184
C2130115,lower back pain unchanged with bending (symptom),T184
C2130116,lower back pain unchanged with bending forward,T184
C2130116,lower back pain unchanged with bending forward (symptom),T184
C2130117,lower back pain unchanged with bending backward,T184
C2130117,lower back pain unchanged with bending backward (symptom),T184
C2130118,lower back pain unchanged with bending to right,T184
C2130118,lower back pain unchanged with bending to right (symptom),T184
C2130119,lower back pain unchanged with bending to left,T184
C2130119,lower back pain unchanged with bending to left (symptom),T184
C2130120,lower back pain unchanged with lifting,T184
C2130120,lower back pain unchanged with lifting (___ lbs),T184
C2130120,lower back pain unchanged with lifting (symptom),T184
C2130121,lower back pain unchanged with turning,T184
C2130121,lower back pain unchanged with turning (symptom),T184
C2130122,lower back pain unchanged by lying down,T184
C2130122,lower back pain unchanged by lying down (symptom),T184
C2130123,lower back pain unchanged when sleeping on back,T184
C2130123,lower back pain unchanged when sleeping on back (symptom),T184
C2130124,lower back pain unchanged when sleeping on stomach,T184
C2130124,lower back pain unchanged when sleeping on stomach (symptom),T184
C2130125,lower back pain unchanged when putting on shoes,T184
C2130125,lower back pain unchanged when putting on shoes (symptom),T184
C2130126,lower back pain unchanged when putting on right shoe,T184
C2130126,lower back pain unchanged when putting on the right shoe,T184
C2130126,lower back pain unchanged when putting on right shoe (symptom),T184
C2130127,lower back pain unchanged when putting on left shoe,T184
C2130127,lower back pain unchanged when putting on the left shoe,T184
C2130127,lower back pain unchanged when putting on left shoe (symptom),T184
C2130128,lower back pain unchanged when putting on both shoes,T184
C2130128,lower back pain unchanged when putting on both shoes (symptom),T184
C2130129,lower back pain unchanged during storms,T184
C2130129,lower back pain unchanged during storms (symptom),T184
C2130130,lower back pain unchanged before storms,T184
C2130130,lower back pain unchanged before storms (symptom),T184
C2130131,lower back pain unchanged with cold temperatures,T184
C2130131,lower back pain unchanged with cold temperatures (symptom),T184
C2130132,neck pain relieved by putting arm over head,T184
C2130132,neck pain relieved by putting arm over head (symptom),T184
C2130133,dizziness upon turning head,T184
C2130133,dizziness upon turning head (symptom),T184
C2130134,upper back pain present upon awakening,T184
C2130134,upper back pain present upon awakening (symptom),T184
C2130135,midback pain present upon awakening,T184
C2130135,midback pain present upon awakening (symptom),T184
C2130136,lower back pain present upon awakening,T184
C2130136,lower back pain present upon awakening (symptom),T184
C2130137,upper back pain started suddenly during sports activity,T184
C2130137,upper back pain started suddenly during sports activity (symptom),T184
C2130137,sudden upper back pain during a sports activity,T184
C2130138,upper back pain start suddenly after motor vehicle accident,T184
C2130138,upper back pain start suddenly after motor vehicle accident (symptom),T184
C2130138,upper back pain start suddenly after MVA,T184
C2130138,sudden upper back pain after a motor vehicle accident,T184
C2130139,midback pain started suddenly during sports activity,T184
C2130139,midback pain started suddenly during sports activity (symptom),T184
C2130139,sudden midback pain during a sports activity,T184
C2130140,midback pain started suddenly after motor vehicle accident,T184
C2130140,midback pain started suddenly after motor vehicle accident (symptom),T184
C2130140,sudden midback pain after a motor vehicle accident,T184
C2130140,midback pain started suddenly after MVA,T184
C2130141,lower back pain started suddenly during sports activity,T184
C2130141,lower back pain started suddenly during sports activity (symptom),T184
C2130141,sudden lower back pain during a sports activity,T184
C2130142,lower back pain start suddenly after motor vehicle accident,T184
C2130142,lower back pain start suddenly after motor vehicle accident (symptom),T184
C2130142,sudden lower back pain after a motor vehicle accident,T184
C2130142,lower back pain start suddenly after MVA,T184
C2130143,neck pain started suddenly with lifting,T184
C2130143,neck pain started suddenly with lifting (symptom),T184
C2130143,neck pain started suddenly with lifting (___ lbs),T184
C2130144,neck pain started suddenly with bending,T184
C2130144,neck pain started suddenly with bending (symptom),T184
C2130144,sudden neck pain with bending,T184
C2130145,neck pain started suddenly with twisting,T184
C2130145,neck pain started suddenly with twisting (symptom),T184
C2130145,sudden neck pain with twisting,T184
C2130146,neck pain started suddenly while at work,T184
C2130146,neck pain started suddenly while at work (symptom),T184
C2130146,sudden neck pain while at work,T184
C2130147,neck pain started suddenly during sports activity,T184
C2130147,neck pain started suddenly during sports activity (symptom),T184
C2130147,sudden neck pain during a sports activity,T184
C2130148,neck pain started suddenly after motor vehicle accident,T184
C2130148,neck pain started suddenly after motor vehicle accident (symptom),T184
C2130148,neck pain started suddenly after MVA,T184
C2130148,sudden neck pain after a motor vehicle accident,T184
C2130149,upper back pain interfering with job duties,T184
C2130149,upper back pain interfering with job duties (symptom),T184
C2130149,upper back pain is interfering with job duties,T184
C2130150,intermittent upper back pain,T184
C2130150,intermittent upper back pain (symptom),T184
C2130151,intermittent midback pain,T184
C2130151,intermittent midback pain (symptom),T184
C2130152,dorsal right hand pain,T184
C2130152,dorsal right hand pain (symptom),T184
C2130153,dorsal right hand pain over metacarpal,T184
C2130153,dorsal right hand pain over metacarpal (symptom),T184
C2130154,dorsal right hand pain over first metacarpal,T184
C2130154,dorsal right hand pain over the first metacarpal,T184
C2130154,dorsal right hand pain over first metacarpal (symptom),T184
C2130155,dorsal right hand pain over second metacarpal,T184
C2130155,dorsal right hand pain over the second metacarpal,T184
C2130155,dorsal right hand pain over second metacarpal (symptom),T184
C2130156,dorsal right hand pain over third metacarpal,T184
C2130156,dorsal right hand pain over the third metacarpal,T184
C2130156,dorsal right hand pain over third metacarpal (symptom),T184
C2130157,dorsal right hand pain over fourth metacarpal,T184
C2130157,dorsal right hand pain over the fourth metacarpal,T184
C2130157,dorsal right hand pain over fourth metacarpal (symptom),T184
C2130158,dorsal right hand pain over fifth metacarpal,T184
C2130158,dorsal right hand pain over the fifth metacarpal,T184
C2130158,dorsal right hand pain over fifth metacarpal (symptom),T184
C2130159,dorsal right hand pain over web spaces,T184
C2130159,dorsal right hand pain over the web spaces,T184
C2130159,dorsal right hand pain over web spaces (symptom),T184
C2130160,dorsal right hand pain over web space between thumb and index finger,T184
C2130160,dorsal right hand pain over the web spaces between the thumb and index finger,T184
C2130160,dorsal right hand pain over web space between thumb and index finger (symptom),T184
C2130161,dorsal right hand pain over web space between index and middle finger,T184
C2130161,dorsal right hand pain over the web spaces between the index and middle fingers,T184
C2130161,dorsal right hand pain over web space between index and middle finger (symptom),T184
C2130162,dorsal right hand pain over web space between middle and ring finger,T184
C2130162,dorsal right hand pain over the web spaces between the middle and ring fingers,T184
C2130162,dorsal right hand pain over web space between middle and ring finger (symptom),T184
C2130163,dorsal right hand pain over web space between ring and little finger,T184
C2130163,dorsal right hand pain over the web spaces between the ring and little fingers,T184
C2130163,dorsal right hand pain over web space between ring and little finger (symptom),T184
C2130164,dorsal left hand pain,T184
C2130164,dorsal left hand pain (symptom),T184
C2130165,dorsal left hand pain over metacarpal,T184
C2130165,dorsal left hand pain over metacarpal (symptom),T184
C2130166,dorsal left hand pain over first metacarpal,T184
C2130166,dorsal left hand pain over the first metacarpal,T184
C2130166,dorsal left hand pain over first metacarpal (symptom),T184
C2130167,dorsal left hand pain over second metacarpal,T184
C2130167,dorsal left hand pain over the second metacarpal,T184
C2130167,dorsal left hand pain over second metacarpal (symptom),T184
C2130168,dorsal left hand pain over third metacarpal,T184
C2130168,dorsal left hand pain over the third metacarpal,T184
C2130168,dorsal left hand pain over third metacarpal (symptom),T184
C2130169,dorsal left hand pain over fourth metacarpal,T184
C2130169,dorsal left hand pain over the fourth metacarpal,T184
C2130169,dorsal left hand pain over fourth metacarpal (symptom),T184
C2130170,dorsal left hand pain over fifth metacarpal,T184
C2130170,dorsal left hand pain over the fifth metacarpal,T184
C2130170,dorsal left hand pain over fifth metacarpal (symptom),T184
C2130171,dorsal left hand pain over web spaces,T184
C2130171,dorsal left hand pain over the web spaces,T184
C2130171,dorsal left hand pain over web spaces (symptom),T184
C2130172,dorsal left hand pain over web space between thumb and index finger,T184
C2130172,dorsal left hand pain over the web spaces between the thumb and index finger,T184
C2130172,dorsal left hand pain over web space between thumb and index finger (symptom),T184
C2130173,dorsal left hand pain over web space between index and middle finger,T184
C2130173,dorsal left hand pain over the web spaces between the index and middle fingers,T184
C2130173,dorsal left hand pain over web space between index and middle finger (symptom),T184
C2130174,dorsal left hand pain over web space between middle and ring finger,T184
C2130174,dorsal left hand pain over the web spaces between the middle and ring fingers,T184
C2130174,dorsal left hand pain over web space between middle and ring finger (symptom),T184
C2130175,dorsal left hand pain over web space between ring and little finger,T184
C2130175,dorsal left hand pain over the web spaces between the ring and little fingers,T184
C2130175,dorsal left hand pain over web space between ring and little finger (symptom),T184
C2130176,base of thumb pain improved by non-steroidal anti-inflammatory drugs,T184
C2130176,base of thumb pain improved by non-steroidal anti-inflammatory drugs (NSAIDs),T184
C2130176,pain at base of thumb improved by NSAIDs,T184
C2130176,base of thumb pain improved by NSAIDs,T184
C2130176,base of thumb pain improved by non-steroidal anti-inflammatory drugs (symptom),T184
C2130177,number of weeks into pregnancy when bleeding noted,T184
C2130177,number of weeks into pregnancy when bleeding noted (symptom),T184
C2130179,decreased functioning ability,T184
C2130179,decreased ability to function,T184
C2130179,decreased functioning ability (symptom),T184
C2130180,difficulty functioning at work,T184
C2130180,difficulty functioning at work (symptom),T184
C2130181,receiving insufficient emotional support,T184
C2130181,receiving insufficient emotional support (symptom),T184
C2130182,vulvar pain on right,T184
C2130182,vulvar pain on the right,T184
C2130182,pain in the right vulva,T184
C2130182,vulvar pain on right (symptom),T184
C2130183,vulvar pain on left,T184
C2130183,vulvar pain on the left,T184
C2130183,vulvar pain on left (symptom),T184
C2130183,pain in the left vulva,T184
C2130189,deformity of toenail causing pain,T184
C2130189,deformity of toenail causing pain (symptom),T184
C2130190,burning sensation between first and second toes of right foot,T184
C2130190,burning sensation between first and second toes of right foot (symptom),T184
C2130191,burning sensation between second and third toes of right foot,T184
C2130191,burning sensation between second and third toes of right foot (symptom),T184
C2130192,burning sensation between fourth and fifth toes of right foot,T184
C2130192,burning sensation between fourth and fifth toes of right foot (symptom),T184
C2130193,burning sensation between first and second toes of left foot,T184
C2130193,burning sensation between first and second toes of left foot (symptom),T184
C2130194,burning sensation between second and third toes of left foot,T184
C2130194,burning sensation between second and third toes of left foot (symptom),T184
C2130195,burning sensation between fourth and fifth toes of left foot,T184
C2130195,burning sensation between fourth and fifth toes of left foot (symptom),T184
C2130196,numbness of right great toe,T184
C2130196,numbness of right great toe (symptom),T184
C2130197,numbness of right second toe,T184
C2130197,numbness of right second toe (symptom),T184
C2130198,numbness of right middle toe,T184
C2130198,numbness of right middle toe (symptom),T184
C2130199,numbness of right fourth toe,T184
C2130199,numbness of right fourth toe (symptom),T184
C2130200,numbness of right little toe,T184
C2130200,numbness of right little toe (symptom),T184
C2130201,numbness of right first and second toes,T184
C2130201,numbness of right first and second toes (symptom),T184
C2130202,numbness of left great toe,T184
C2130202,numbness of left great toe (symptom),T184
C2130203,numbness of left second toe,T184
C2130203,numbness of left second toe (symptom),T184
C2130204,numbness of left middle toe,T184
C2130204,numbness of left middle toe (symptom),T184
C2130205,numbness of left fourth toe,T184
C2130205,numbness of left fourth toe (symptom),T184
C2130206,numbness of left little toe,T184
C2130206,numbness of left little toe (symptom),T184
C2130207,numbness of left first and second toes,T184
C2130207,numbness of left first and second toes (symptom),T184
C2130208,burning sensation in fingers of right hand,T184
C2130208,burning sensation in fingers of right hand (symptom),T184
C2130209,burning sensation in index finger of right hand,T184
C2130209,burning sensation in index finger of right hand (symptom),T184
C2130210,burning sensation in little finger of right hand,T184
C2130210,burning sensation in little finger of right hand (symptom),T184
C2130211,burning sensation in fingers of left hand,T184
