Tree Number,Disease Name
C06.405.205.596.750.500,Typhlitis
C06.405.469.110.708,Typhlitis
C12.100.500.430.380,Azoospermia
C12.100.750.700.380,Azoospermia
C12.200.294.430.380,Azoospermia
C12.100.500.430.126,Aspermia
C12.100.750.700.126,Aspermia
C12.200.294.430.126,Aspermia
C01.248.250.500,"Pneumonia, Ventilator-Associated"
C01.748.610.300.500,"Pneumonia, Ventilator-Associated"
C08.381.677.300.500,"Pneumonia, Ventilator-Associated"
C08.730.610.300.500,"Pneumonia, Ventilator-Associated"
C23.550.291.875.500.500.500,"Pneumonia, Ventilator-Associated"
C17.300.550.875,Scleromyxedema
C01.190,Cardiovascular Infections
C14.260,Cardiovascular Infections
C23.550.717.273,"DNA Degradation, Necrotic"
C14.280.067.322,Brugada Syndrome
C14.280.123.250,Brugada Syndrome
C16.320.100,Brugada Syndrome
C23.550.362.590,Microsatellite Instability
C04.557.665.560.700,"Nevus, Sebaceous of Jadassohn"
C10.562.700,"Nevus, Sebaceous of Jadassohn"
C16.131.077.633,"Nevus, Sebaceous of Jadassohn"
C20.608,Immune Reconstitution Inflammatory Syndrome
C10.228.140.631.500.500,Posterior Leukoencephalopathy Syndrome
C10.228.140.695.875,Posterior Leukoencephalopathy Syndrome
C17.800.529.478,Onycholysis
C14.280.647.124,Acute Coronary Syndrome
C14.907.585.124,Acute Coronary Syndrome
C14.280.647.250.272,Coronary Occlusion
C14.907.585.250.272,Coronary Occlusion
C08.381.746.500,Pulmonary Infarction
C14.907.355.350.700.500,Pulmonary Infarction
C23.550.513.355.875,Pulmonary Infarction
C23.550.717.489.875,Pulmonary Infarction
C05.550.323.734,Ischemic Contracture
C05.651.180.531,Ischemic Contracture
C05.651.197.734,Ischemic Contracture
C14.907.303.531,Ischemic Contracture
C09.218.458.341.186.500,Deaf-Blind Disorders
C10.597.751.418.341.186.500,Deaf-Blind Disorders
C10.597.751.941.162.625,Deaf-Blind Disorders
C11.966.075.375,Deaf-Blind Disorders
C16.131.077.299,Deaf-Blind Disorders
C23.888.592.763.393.341.186.500,Deaf-Blind Disorders
C23.888.592.763.941.162.625,Deaf-Blind Disorders
C04.557.337.428.580.049,"Leukemia, Large Granular Lymphocytic"
C15.378.508.428.580.049,"Leukemia, Large Granular Lymphocytic"
C15.604.515.560.575.049,"Leukemia, Large Granular Lymphocytic"
C20.683.515.528.582.049,"Leukemia, Large Granular Lymphocytic"
C16.320.565.798.183,Dihydropyrimidine Dehydrogenase Deficiency
C18.452.648.798.183,Dihydropyrimidine Dehydrogenase Deficiency
C14.907.355.830.573.500,Livedo Reticularis
C14.907.617.625,Livedo Reticularis
C17.800.862.406.500,Livedo Reticularis
C23.888.885.437,Livedo Reticularis
C16.320.565.100.614,Multiple Acyl Coenzyme A Dehydrogenase Deficiency
C18.452.648.100.614,Multiple Acyl Coenzyme A Dehydrogenase Deficiency
C18.452.660.612,Multiple Acyl Coenzyme A Dehydrogenase Deficiency
C14.907.355.830.925.462,Postthrombotic Syndrome
C14.907.952.880,Postthrombotic Syndrome
C10.228.140.163.100.593,Mevalonate Kinase Deficiency
C15.378.147.542.319,Mevalonate Kinase Deficiency
C16.320.382.750,Mevalonate Kinase Deficiency
C16.320.565.189.593,Mevalonate Kinase Deficiency
C16.320.565.663.430,Mevalonate Kinase Deficiency
C18.452.132.100.593,Mevalonate Kinase Deficiency
C18.452.648.189.593,Mevalonate Kinase Deficiency
C18.452.648.663.430,Mevalonate Kinase Deficiency
C20.683.460.319,Mevalonate Kinase Deficiency
C14.240.850,Vascular Malformations
C16.131.240.850,Vascular Malformations
C10.228.140.300.520.500,Vein of Galen Malformations
C10.500.190.500.500,Vein of Galen Malformations
C14.240.850.750.295.500,Vein of Galen Malformations
C14.240.850.875.500.500,Vein of Galen Malformations
C14.907.150.295.500,Vein of Galen Malformations
C14.907.253.560.400.500,Vein of Galen Malformations
C16.131.240.850.750.295.500,Vein of Galen Malformations
C16.131.240.850.875.500.500,Vein of Galen Malformations
C16.131.666.190.500.500,Vein of Galen Malformations
C10.500.507.450,"Malformations of Cortical Development, Group II"
C16.131.666.507.450,"Malformations of Cortical Development, Group II"
C10.500.507.450.499,Lissencephaly
C16.131.666.507.450.499,Lissencephaly
C14.240.400.422,Ectopia Cordis
C16.131.240.400.422,Ectopia Cordis
C14.240.400.210.500,Myocardial Bridging
C14.280.400.210.500,Myocardial Bridging
C16.131.240.400.210.500,Myocardial Bridging
C10.500.507.450.750,Periventricular Nodular Heterotopia
C16.131.666.507.450.750,Periventricular Nodular Heterotopia
C14.240.400.560.375.258,"Foramen Ovale, Patent"
C14.280.400.560.375.258,"Foramen Ovale, Patent"
C16.131.240.400.560.375.258,"Foramen Ovale, Patent"
C15.378.140.855.850,"Thrombocytopenia, Neonatal Alloimmune"
C15.378.243.937.850,"Thrombocytopenia, Neonatal Alloimmune"
C16.614.899,"Thrombocytopenia, Neonatal Alloimmune"
C05.660.585.174,Arachnodactyly
C16.131.621.585.174,Arachnodactyly
C14.280.067.093.500,"Sinus Arrest, Cardiac"
C23.550.073.093.500,"Sinus Arrest, Cardiac"
C14.280.067.845.787,"Tachycardia, Reciprocating"
C14.280.123.875.787,"Tachycardia, Reciprocating"
C23.550.073.845.787,"Tachycardia, Reciprocating"
C14.280.067.961,Ventricular Flutter
C23.550.073.961,Ventricular Flutter
C14.280.434.676,"Heart Failure, Systolic"
C14.280.434.611,"Heart Failure, Diastolic"
C23.888.447.500,Systolic Murmurs
C14.907.079.500,"Angioedemas, Hereditary"
C16.320.798.500.500,"Angioedemas, Hereditary"
C17.800.862.945.066.500,"Angioedemas, Hereditary"
C20.543.480.904.066.500,"Angioedemas, Hereditary"
C20.673.795.500.500,"Angioedemas, Hereditary"
C04.557.337.428.600,Precursor Cell Lymphoblastic Leukemia-Lymphoma
C15.378.508.428.600,Precursor Cell Lymphoblastic Leukemia-Lymphoma
C15.604.515.560.600,Precursor Cell Lymphoblastic Leukemia-Lymphoma
C20.683.515.528.600,Precursor Cell Lymphoblastic Leukemia-Lymphoma
C04.557.337.428.600.620,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
C15.378.508.428.600.620,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
C15.604.515.560.600.620,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
C20.683.515.528.600.620,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
C04.557.595,"Neoplasms, Plasma Cell"
C10.500.507,Malformations of Cortical Development
C16.131.666.507,Malformations of Cortical Development
C10.500.507.450.230,Classical Lissencephalies and Subcortical Band Heterotopias
C10.500.507.450.499.230,Classical Lissencephalies and Subcortical Band Heterotopias
C16.131.666.507.450.230,Classical Lissencephalies and Subcortical Band Heterotopias
C16.131.666.507.450.499.230,Classical Lissencephalies and Subcortical Band Heterotopias
C16.320.322.500.186,Classical Lissencephalies and Subcortical Band Heterotopias
C10.500.507.450.499.249,Cobblestone Lissencephaly
C16.131.666.507.450.249,Cobblestone Lissencephaly
C16.131.666.507.450.499.249,Cobblestone Lissencephaly
C01.925.782.580.830.825,Vesicular Stomatitis
C07.465.864.968,Vesicular Stomatitis
C22.952,Vesicular Stomatitis
C01.150.252.410.040.552.475.247,Buruli Ulcer
C17.800.893.295,Buruli Ulcer
C23.550.513.677,No-Reflow Phenomenon
C10.228.140.163.510,Marchiafava-Bignami Disease
C10.314.475,Marchiafava-Bignami Disease
C12.100.500.430.754,Sertoli Cell-Only Syndrome
C12.100.750.700.754,Sertoli Cell-Only Syndrome
C12.200.294.430.754,Sertoli Cell-Only Syndrome
C04.557.450.565.590.797.750,"Solitary Fibrous Tumor, Pleural"
C04.588.894.797.640.800,"Solitary Fibrous Tumor, Pleural"
C04.557.450.565.590.797,Solitary Fibrous Tumors
C04.557.386.480.750.199,"Lymphoma, Extranodal NK-T-Cell"
C04.557.337.428.080.562,"Leukemia, Prolymphocytic, B-Cell"
C04.557.337.428.565.745,"Leukemia, Prolymphocytic, B-Cell"
C15.378.508.428.080.562,"Leukemia, Prolymphocytic, B-Cell"
C15.378.508.428.565.745,"Leukemia, Prolymphocytic, B-Cell"
C15.604.515.560.080.562,"Leukemia, Prolymphocytic, B-Cell"
C15.604.515.560.550.745,"Leukemia, Prolymphocytic, B-Cell"
C20.683.515.528.080.562,"Leukemia, Prolymphocytic, B-Cell"
C20.683.515.528.565.745,"Leukemia, Prolymphocytic, B-Cell"
C04.557.337.539.525,"Leukemia, Myelomonocytic, Juvenile"
C15.378.190.615.520,"Leukemia, Myelomonocytic, Juvenile"
C15.378.508.539.525,"Leukemia, Myelomonocytic, Juvenile"
C15.378.190.615,Myelodysplastic-Myeloproliferative Diseases
C04.557.337.539.300,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
C15.378.190.615.500,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
C15.378.508.539.300,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
C23.550.291.500.493,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
C04.557.386.480.750.800.507,"Lymphoma, Primary Cutaneous Anaplastic Large Cell"
C15.604.515.569.480.750.800.507,"Lymphoma, Primary Cutaneous Anaplastic Large Cell"
C20.683.515.761.480.750.800.507,"Lymphoma, Primary Cutaneous Anaplastic Large Cell"
C16.131.077.899,Trichothiodystrophy Syndromes
C16.131.831.874,Trichothiodystrophy Syndromes
C16.320.850.895,Trichothiodystrophy Syndromes
C17.800.804.874,Trichothiodystrophy Syndromes
C17.800.827.895,Trichothiodystrophy Syndromes
C17.800.030.575,Chloracne
C26.733.188,Acute Radiation Syndrome
C11.250.616,Persistent Hyperplastic Primary Vitreous
C16.131.384.725,Persistent Hyperplastic Primary Vitreous
C12.050.351.500.944.902.368,Vulvar Vestibulitis
C12.100.250.944.902.368,Vulvar Vestibulitis
C11.675.387,Orbital Cellulitis
C17.300.185.500,Orbital Cellulitis
C14.280.067.558.230,Atrioventricular Block
C14.280.123.500.230,Atrioventricular Block
C23.550.073.425.062,Atrioventricular Block
C10.228.662.262.249.937,Neuroacanthocytosis
C16.320.400.550,Neuroacanthocytosis
C14.280.238.906,Takotsubo Cardiomyopathy
C14.280.945.900.500,Takotsubo Cardiomyopathy
C14.907.355.590.700,Venous Thromboembolism
C18.452.750.199,Hyperphosphatemia
C04.557.386.480.150.592,"Lymphoma, Primary Effusion"
C15.604.515.569.480.150.592,"Lymphoma, Primary Effusion"
C20.683.515.761.480.150.592,"Lymphoma, Primary Effusion"
C04.557.450.565.465.249.500,"Mastocytoma, Skin"
C04.557.450.565.465.500.500,"Mastocytoma, Skin"
C04.588.805.309.500,"Mastocytoma, Skin"
C17.800.882.356.500,"Mastocytoma, Skin"
C20.762.750.469.500,"Mastocytoma, Skin"
C20.762.750.563.500,"Mastocytoma, Skin"
C04.557.227.199,"Dendritic Cell Sarcoma, Interdigitating"
C15.604.250.390.199,"Dendritic Cell Sarcoma, Interdigitating"
C04.557.227.190,"Dendritic Cell Sarcoma, Follicular"
C15.604.250.390.190,"Dendritic Cell Sarcoma, Follicular"
C04.557.227.380,Histiocytic Sarcoma
C15.604.250.390.380,Histiocytic Sarcoma
C04.557.227.500,Langerhans Cell Sarcoma
C15.604.250.390.500,Langerhans Cell Sarcoma
C05.116.540.310.800,Osteophyte
C14.907.137.520,Malignant Atrophic Papulosis
C14.907.940.530,Malignant Atrophic Papulosis
C17.800.862.457,Malignant Atrophic Papulosis
C15.378.140.855.440,Jacobsen Distal 11q Deletion Syndrome
C15.378.243.937.440,Jacobsen Distal 11q Deletion Syndrome
C16.131.260.440,Jacobsen Distal 11q Deletion Syndrome
C16.320.180.440,Jacobsen Distal 11q Deletion Syndrome
C16.131.077.944,Wolf-Hirschhorn Syndrome
C16.131.260.985,Wolf-Hirschhorn Syndrome
C16.320.180.985,Wolf-Hirschhorn Syndrome
C16.320.565.595.100,Aspartylglucosaminuria
C18.452.648.595.100,Aspartylglucosaminuria
C05.116.099.370.894.115,Antley-Bixler Syndrome Phenotype
C05.660.906.181,Antley-Bixler Syndrome Phenotype
C16.131.621.906.181,Antley-Bixler Syndrome Phenotype
C16.320.565.925.324,Antley-Bixler Syndrome Phenotype
C18.452.648.925.324,Antley-Bixler Syndrome Phenotype
C01.150.252.410.040.552.846.775.500,Extensively Drug-Resistant Tuberculosis
C10.177.575,Primary Dysautonomias
C10.177.575.650,Pure Autonomic Failure
C10.177.575.600,Orthostatic Intolerance
C23.888.592.610,Orthostatic Intolerance
C10.177.575.600.625,Postural Orthostatic Tachycardia Syndrome
C04.557.450.692,Perivascular Epithelioid Cell Neoplasms
C04.445.622,Pallister-Hall Syndrome
C04.588.614.250.195.885.500.299,Pallister-Hall Syndrome
C05.660.585.600.374,Pallister-Hall Syndrome
C10.228.140.211.885.500.299,Pallister-Hall Syndrome
C10.228.140.617.477.299,Pallister-Hall Syndrome
C10.551.240.250.700.500.249,Pallister-Hall Syndrome
C16.131.077.690,Pallister-Hall Syndrome
C16.131.621.585.600.374,Pallister-Hall Syndrome
C08.381.483.652.500.750,Idiopathic Interstitial Pneumonias
C17.800.553,Nephrogenic Fibrosing Dermopathy
C23.550.355.550,Nephrogenic Fibrosing Dermopathy
C08.381.483.652.500,Idiopathic Pulmonary Fibrosis
C08.381.483.581.062,Anthracosis
C08.381.520.702.062,Anthracosis
C05.116.900.938,Spondylosis
C05.116.900.596,Posterior Cervical Sympathetic Syndrome
C05.116.900.853.625.399,"Osteoarthritis, Spine"
C05.550.114.606.750,"Osteoarthritis, Spine"
C05.550.114.865.399,"Osteoarthritis, Spine"
C05.799.613.750,"Osteoarthritis, Spine"
C14.907.725.675,Primary Graft Dysfunction
C23.550.767.877.750,Primary Graft Dysfunction
C05.116.821,Osteochondrosis
C05.116.821.500,Spinal Osteochondrosis
C05.116.900.808,Spinal Osteochondrosis
C05.660.142,Campomelic Dysplasia
C16.131.621.142,Campomelic Dysplasia
C05.182.895,Tracheobronchomalacia
C08.127.719,Tracheobronchomalacia
C08.907.796,Tracheobronchomalacia
C16.131.621.953,Tracheobronchomalacia
C17.300.182.895,Tracheobronchomalacia
C05.182.895.500,Tracheomalacia
C08.907.796.500,Tracheomalacia
C16.131.621.953.500,Tracheomalacia
C17.300.182.895.500,Tracheomalacia
C05.182.895.249,Bronchomalacia
C08.127.719.500,Bronchomalacia
C16.131.621.953.249,Bronchomalacia
C17.300.182.895.249,Bronchomalacia
C05.182.310,Laryngomalacia
C08.360.563,Laryngomalacia
C09.400.563,Laryngomalacia
C16.131.621.568,Laryngomalacia
C17.300.182.310,Laryngomalacia
C07.465.714.354,Periodontal Atrophy
C23.550.767.225,Failed Back Surgery Syndrome
C23.888.592.612.107.200,Failed Back Surgery Syndrome
C12.050.351.500.852.544,Pyometra
C12.100.250.852.544,Pyometra
C07.465.714.533.324,Chronic Periodontitis
C23.550.291.500.313,Chronic Periodontitis
C08.360.940.325,Dysphonia
C09.400.940.325,Dysphonia
C10.597.975.325,Dysphonia
C23.888.592.979.325,Dysphonia
C23.550.767.137,Delayed Emergence from Anesthesia
C04.557.435.108,Adenomyoepithelioma
C08.381.520,Lung Injury
C26.891.554,Lung Injury
C08.381.520.500,Acute Lung Injury
C08.381.520.750,Ventilator-Induced Lung Injury
C06.405.469.158.272.804,Neurogenic Bowel
C01.195,Catheter-Related Infections
C20.683.515.800,Macrophage Activation Syndrome
C10.228.854.468.399,"Bulbo-Spinal Atrophy, X-Linked"
C10.574.500.175,"Bulbo-Spinal Atrophy, X-Linked"
C10.574.562.500.374,"Bulbo-Spinal Atrophy, X-Linked"
C10.668.467.500.186,"Bulbo-Spinal Atrophy, X-Linked"
C16.320.322.076,"Bulbo-Spinal Atrophy, X-Linked"
C16.320.400.100,"Bulbo-Spinal Atrophy, X-Linked"
C17.800.518,Morgellons Disease
C15.378.050.141.150.875.575,delta-Thalassemia
C15.378.420.826.200,delta-Thalassemia
C16.320.070.875.575,delta-Thalassemia
C16.320.365.826.575,delta-Thalassemia
C10.228.140.163.100.435.825.250,Farber Lipogranulomatosis
C16.320.565.189.435.825.250,Farber Lipogranulomatosis
C16.320.565.398.641.803.325,Farber Lipogranulomatosis
C16.320.565.595.554.825.250,Farber Lipogranulomatosis
C18.452.132.100.435.825.250,Farber Lipogranulomatosis
C18.452.584.563.641.803.325,Farber Lipogranulomatosis
C18.452.648.189.435.825.250,Farber Lipogranulomatosis
C18.452.648.398.641.803.325,Farber Lipogranulomatosis
C18.452.648.595.554.825.250,Farber Lipogranulomatosis
C06.689.750.860,"Pancreatitis, Graft"
C04.588.894.797.520.237,Multiple Pulmonary Nodules
C08.381.540.148,Multiple Pulmonary Nodules
C08.785.520.148,Multiple Pulmonary Nodules
C05.651.594.728,Orbital Myositis
C10.668.491.562.537,Orbital Myositis
C11.675.426,Orbital Myositis
C04.834.450,"Keratosis, Actinic"
C17.800.428.570,"Keratosis, Actinic"
C15.378.140.427,Gray Platelet Syndrome
C16.320.099.417,Gray Platelet Syndrome
C04.588.805.578.500,Muir-Torre Syndrome
C04.700.250.500.500,Muir-Torre Syndrome
C16.320.700.250.500.500,Muir-Torre Syndrome
C17.800.794.712.500,Muir-Torre Syndrome
C17.800.827.610,Muir-Torre Syndrome
C17.800.882.712.500,Muir-Torre Syndrome
C15.378.100.802.230,Purpura Fulminans
C23.550.414.950.230,Purpura Fulminans
C23.888.885.687.230,Purpura Fulminans
C10.500.034.500,Acrocallosal Syndrome
C16.131.666.034.500,Acrocallosal Syndrome
C18.654.521.687,Refeeding Syndrome
C15.378.190.636.765,Primary Myelofibrosis
C01.150.703.080.768,Pulmonary Aspergillosis
C01.150.703.534.850,Pulmonary Aspergillosis
C08.381.472.850,Pulmonary Aspergillosis
C01.150.703.080.768.750,Invasive Pulmonary Aspergillosis
C01.150.703.492.688,Invasive Pulmonary Aspergillosis
C01.150.703.534.850.750,Invasive Pulmonary Aspergillosis
C08.381.472.850.750,Invasive Pulmonary Aspergillosis
C04.588.894.797.520.109.220.624,Small Cell Lung Carcinoma
C08.381.540.140.750,Small Cell Lung Carcinoma
C08.785.520.100.220.750,Small Cell Lung Carcinoma
C04.588.614.250.580.150,Meningeal Carcinomatosis
C10.551.240.500.150,Meningeal Carcinomatosis
C01.925.744,"Reticuloendotheliosis, Avian"
C22.131.780,"Reticuloendotheliosis, Avian"
C04.700.250.500,Lynch Syndrome II
C16.320.700.250.500,Lynch Syndrome II
C04.557.665.560.580,"Nevus, Halo"
C05.660.207.532,Loeys-Dietz Syndrome
C14.907.055.239.587,Loeys-Dietz Syndrome
C14.907.109.139.587,Loeys-Dietz Syndrome
C16.131.077.537,Loeys-Dietz Syndrome
C16.320.510,Loeys-Dietz Syndrome
C10.597.613.612.500,Sarcopenia
C23.300.070.500.500,Sarcopenia
C23.888.592.608.612.500,Sarcopenia
C12.050.703.420.952,Vasa Previa
C10.292.910.299,Cogan Syndrome
C11.180,Cogan Syndrome
C14.907.940.320,Cogan Syndrome
C10.228.140.300.275.600,Microscopic Polyangiitis
C14.907.253.329.600,Microscopic Polyangiitis
C14.907.940.897.249.500,Microscopic Polyangiitis
C17.800.862.105.750,Microscopic Polyangiitis
C20.111.193.750,Microscopic Polyangiitis
C11.204.278,Corneal Endothelial Cell Loss
C11.300.250,Corneal Endothelial Cell Loss
C23.550.767.093,Corneal Endothelial Cell Loss
C23.888.307.250,Corneal Endothelial Cell Loss
C09.218.855,Susac Syndrome
C10.228.140.300.787,Susac Syndrome
C10.597.825,Susac Syndrome
C11.768.400.500,Susac Syndrome
C11.966.858,Susac Syndrome
C14.907.137.780.500,Susac Syndrome
C23.888.307.750,Susac Syndrome
C23.888.592.848,Susac Syndrome
C10.228.140.380.254,Diffuse Neurofibrillary Tangles with Calcification
C10.574.945.374,Diffuse Neurofibrillary Tangles with Calcification
C10.668.829.500.675.399,Piriformis Muscle Syndrome
C10.668.829.550.500,Piriformis Muscle Syndrome
C10.668.829.600.675,Piriformis Muscle Syndrome
C23.888.592.612.664.675,Piriformis Muscle Syndrome
C23.888.592.612.944.750,Piriformis Muscle Syndrome
C05.116.900.153,Intervertebral Disc Degeneration
C08.127.108.054,"Asthma, Aspirin-Induced"
C08.674.095.054,"Asthma, Aspirin-Induced"
C20.543.480.149,"Asthma, Aspirin-Induced"
C25.100.468.189,"Asthma, Aspirin-Induced"
C10.597.606.881.350.099,Alien Limb Phenomenon
C23.888.592.604.882.350.099,Alien Limb Phenomenon
C01.150.252.410.040.552.846.122,Latent Tuberculosis
C01.550.500,Latent Tuberculosis
C01.150.252.410.040.552.475.371.850,"Leprosy, Paucibacillary"
C01.150.252.410.040.552.475.371.775,"Leprosy, Multibacillary"
C14.280.067.441,Commotio Cordis
C26.891.375.750.500,Commotio Cordis
C26.974.250.875.500,Commotio Cordis
C23.550.767.884,Slit Ventricle Syndrome
C23.888.592.612.441.500,Slit Ventricle Syndrome
C18.654.726.750.500.615,"Obesity, Abdominal"
C23.888.144.699.500.063,"Obesity, Abdominal"
C23.550.260.224.200,Corpse Dismemberment
C26.986.111,Corpse Dismemberment
C17.800.174.600.174,Acute Generalized Exanthematous Pustulosis
C20.543.418.075,Acute Generalized Exanthematous Pustulosis
C25.100.468.380.174,Acute Generalized Exanthematous Pustulosis
C23.300.017,Airway Remodeling
C16.320.850.337,Erythrokeratodermia Variabilis
C17.800.229.606,Erythrokeratodermia Variabilis
C17.800.428.304,Erythrokeratodermia Variabilis
C17.800.827.337,Erythrokeratodermia Variabilis
C04.557.386.480.750.800.550.600,Pagetoid Reticulosis
C15.604.515.569.480.750.800.550.600,Pagetoid Reticulosis
C20.683.515.761.480.750.800.550.600,Pagetoid Reticulosis
C05.116.482,Genu Valgum
C05.116.511,Genu Varum
C04.182.199,Colloid Cysts
C04.588.614.250.387.200,Colloid Cysts
C10.500.142.200,Colloid Cysts
C10.551.240.375.200,Colloid Cysts
C16.131.666.142.200,Colloid Cysts
C06.552.100,Chemical and Drug Induced Liver Injury
C25.100.562,Chemical and Drug Induced Liver Injury
C25.723.260,Chemical and Drug Induced Liver Injury
C06.552.100.200,"Chemical and Drug Induced Liver Injury, Chronic"
C23.550.291.500.266,"Chemical and Drug Induced Liver Injury, Chronic"
C25.100.562.200,"Chemical and Drug Induced Liver Injury, Chronic"
C25.723.260.200,"Chemical and Drug Induced Liver Injury, Chronic"
C08.381.074,Acute Chest Syndrome
C08.618.009,Acute Chest Syndrome
C15.378.050.141.150.150.219,Acute Chest Syndrome
C15.378.420.155.219,Acute Chest Syndrome
C16.320.070.150.219,Acute Chest Syndrome
C16.320.365.155.219,Acute Chest Syndrome
C16.320.382.500,Cryopyrin-Associated Periodic Syndromes
C17.800.827.368.500,Cryopyrin-Associated Periodic Syndromes
C17.800.862.945.533.500.500,Cryopyrin-Associated Periodic Syndromes
C17.800.862.945.766.500,Cryopyrin-Associated Periodic Syndromes
C20.543.480.904.533.500.500,Cryopyrin-Associated Periodic Syndromes
C20.543.480.904.766.500,Cryopyrin-Associated Periodic Syndromes
C23.550.291.500.360.500.500,Cryopyrin-Associated Periodic Syndromes
C06.844.610,Peritoneal Fibrosis
C23.550.355.625,Peritoneal Fibrosis
C14.907.940.897,Systemic Vasculitis
C14.907.940.897.249,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
C17.800.862.105,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
C20.111.193,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
C12.050.351.500.944.951,Vulvodynia
C12.100.250.944.951,Vulvodynia
C05.550.114.154.728,Rheumatoid Vasculitis
C05.799.114.728,Rheumatoid Vasculitis
C14.907.940.897.750,Rheumatoid Vasculitis
C17.300.775.099.728,Rheumatoid Vasculitis
C20.111.199.581,Rheumatoid Vasculitis
C16.320.382,Hereditary Autoinflammatory Diseases
C17.800.827.368,Hereditary Autoinflammatory Diseases
C16.320.962,Yellow Nail Syndrome
C17.800.529.819,Yellow Nail Syndrome
C17.800.621.968,Yellow Nail Syndrome
C23.300.820.500,Yellow Nail Syndrome
C05.660.207.219,Costello Syndrome
C16.131.077.256,Costello Syndrome
C16.320.188,Costello Syndrome
C16.320.565.100.823,Propionic Acidemia
C18.452.648.100.823,Propionic Acidemia
C15.378.100.100.900.100,"von Willebrand Disease, Type 1"
C15.378.100.141.900.100,"von Willebrand Disease, Type 1"
C15.378.463.920.100,"von Willebrand Disease, Type 1"
C16.320.099.920.100,"von Willebrand Disease, Type 1"
C15.378.100.100.900.200,"von Willebrand Disease, Type 2"
C15.378.100.141.900.200,"von Willebrand Disease, Type 2"
C15.378.463.920.200,"von Willebrand Disease, Type 2"
C16.320.099.920.200,"von Willebrand Disease, Type 2"
C15.378.100.100.900.300,"von Willebrand Disease, Type 3"
C15.378.100.141.900.300,"von Willebrand Disease, Type 3"
C15.378.463.920.300,"von Willebrand Disease, Type 3"
C16.320.099.920.300,"von Willebrand Disease, Type 3"
C05.660.207.925,Silver-Russell Syndrome
C16.131.077.855,Silver-Russell Syndrome
C16.131.260.870,Silver-Russell Syndrome
C16.320.180.870,Silver-Russell Syndrome
C16.320.240.937,Silver-Russell Syndrome
C16.320.447.750,Silver-Russell Syndrome
C05.660.207.325,Donohue Syndrome
C16.131.077.313,Donohue Syndrome
C16.320.215,Donohue Syndrome
C18.452.394.750.654,Donohue Syndrome
C19.246.537,Donohue Syndrome
C16.131.077.735,Prolidase Deficiency
C16.131.831.720,Prolidase Deficiency
C16.320.565.100.794,Prolidase Deficiency
C16.320.850.746,Prolidase Deficiency
C04.557.450.565.550.312,Carney Complex
C04.588.894.309.500,Carney Complex
C14.280.459.500,Carney Complex
C16.131.077.229,Carney Complex
C16.131.831.108,Carney Complex
C16.131.077.592,Monilethrix
C16.320.850.647,Monilethrix
C17.800.329.984,Monilethrix
C17.800.827.602,Monilethrix
C15.604.515.138,Autoimmune Lymphoproliferative Syndrome
C16.320.089,Autoimmune Lymphoproliferative Syndrome
C20.111.288,Autoimmune Lymphoproliferative Syndrome
C20.683.515.124,Autoimmune Lymphoproliferative Syndrome
C10.500.300.490,Giant Axonal Neuropathy
C10.574.500.495.490,Giant Axonal Neuropathy
C10.668.829.325,Giant Axonal Neuropathy
C10.668.829.800.300.490,Giant Axonal Neuropathy
C16.131.666.300.490,Giant Axonal Neuropathy
C16.320.400.375.490,Giant Axonal Neuropathy
C10.500.300.099,Alstrom Syndrome
C10.574.500.495.099,Alstrom Syndrome
C10.668.829.800.300.099,Alstrom Syndrome
C11.270.684.249,Alstrom Syndrome
C16.131.077.245.063,Alstrom Syndrome
C16.131.666.300.099,Alstrom Syndrome
C16.320.184.063,Alstrom Syndrome
C16.320.290.684.249,Alstrom Syndrome
C16.320.400.375.099,Alstrom Syndrome
C16.131.077.619,Netherton Syndrome
C16.131.831.512.400.705,Netherton Syndrome
C16.320.850.673,Netherton Syndrome
C16.614.492.400.705,Netherton Syndrome
C17.800.428.333.250.705,Netherton Syndrome
C17.800.804.512.400.705,Netherton Syndrome
C17.800.827.655,Netherton Syndrome
C10.228.140.695,Leukoencephalopathies
C10.228.140.163.100.937,"Urea Cycle Disorders, Inborn"
C16.320.565.100.940,"Urea Cycle Disorders, Inborn"
C16.320.565.189.937,"Urea Cycle Disorders, Inborn"
C18.452.132.100.937,"Urea Cycle Disorders, Inborn"
C18.452.648.100.940,"Urea Cycle Disorders, Inborn"
C18.452.648.189.937,"Urea Cycle Disorders, Inborn"
C10.228.140.163.100.937.124,Argininosuccinic Aciduria
C16.320.565.100.940.124,Argininosuccinic Aciduria
C16.320.565.189.937.124,Argininosuccinic Aciduria
C18.452.132.100.937.124,Argininosuccinic Aciduria
C18.452.648.100.940.124,Argininosuccinic Aciduria
C18.452.648.189.937.124,Argininosuccinic Aciduria
