Symptom,Related terms
confusion,"Antibodies, Monoclonal, Humanized;Delirium;COVID-19;Coma;Critical Illness;Carcinoma, Hepatocellular;Liver Neoplasms;Postoperative Complications;Nomograms;Delirium;ROC Curve;Gabapentin;Delirium;Machine Learning;Delirium;Geriatric Assessment;Melatonin;Intensive Care Units;Delirium;Sleep Quality;Delirium;Palliative Care;Neoplasms;Machine Learning;Registries;Delirium;Inpatients;Delirium;Airway Extubation;Emergence Delirium;Anesthesia, General;Nasal Surgical Procedures;Drug-Related Side Effects and Adverse Reactions;Spectroscopy, Near-Infrared;Oxygen Saturation;Postoperative Complications;Delirium;Police;Hypothermia;Postoperative Complications;Delirium;Intraoperative Complications;Hepatectomy;Postoperative Complications;Delirium;Databases, Factual;Delirium;Accidental Falls;Critical Illness;Intensive Care Units;Delirium;Postoperative Complications;Orthopedic Procedures;Delirium;International Classification of Diseases;Hip Fractures;Delirium;Frailty;Postoperative Complications;Melatonin;Postoperative Complications;Delirium;Intensive Care Units;Respiration, Artificial;Critical Illness;Brain Abscess;Listeriosis;Anti-Bacterial Agents;Listeria monocytogenes;Dexmedetomidine;Emergence Delirium;Airway Extubation;Nasal Surgical Procedures;Delirium;Heart Rate;Dexmedetomidine;Cytokines;Fractures, Compression;Thoracic Vertebrae;Postoperative Complications;Delirium;Nursing Assistants;Delirium;Focus Groups;Geriatrics;Education, Medical, Undergraduate;Curriculum;Randomized Controlled Trials as Topic;Delirium;Pain, Postoperative;Rivastigmine;Delirium;Cholinesterase Inhibitors;Paliperidone Palmitate;Bipolar Disorder;Antipsychotic Agents;Delirium;Melatonin;Delirium;Critical Illness;Intensive Care Units;Delirium;Hospitals, University;Delirium;Postoperative Complications;Coronary Artery Bypass;Delirium;Critical Illness;Biomarkers;Inflammation;Emergence Delirium;Delirium;Delirium;Dexmedetomidine;Emergence Delirium;Hypotension;Postoperative Cognitive Complications;Colorectal Neoplasms;Emergence Delirium;Frailty;Laparoscopy;Transcranial Direct Current Stimulation;Hospices;Delirium;Delirium;Electroencephalography;Stroke;Propofol;Antipsychotic Agents;Delirium;Aphasia;Confusion;Head;Frailty;Deglutition Disorders;Delirium;Radiology;Diabetes Mellitus, Type 2;Emergence Delirium;Music Therapy;Delirium;Randomized Controlled Trials as Topic;Anxiety;Intensive Care Units;Mental Disorders;Neurology;Hip Fractures;Malnutrition;Delirium;Inpatients;Delirium"

darkening of skin,"Hyperpigmentation;Patient Satisfaction;Blue Light;Skin Pigmentation;Ultraviolet Rays;Skin Pigmentation;Glycine;Hair Color;Pigmentation;MicroRNAs;Bass;alpha-MSH;Skin Neoplasms;Bass;Pediococcus acidilactici;Hyperpigmentation;Cosmetics;Salix;Dermatitis, Atopic;Monophenol Monooxygenase;Biological Products;Melanins;alpha-MSH;Skin;Oxidative Stress;Ultraviolet Rays;Skin Pigmentation;Biological Products;Transcriptome;Skin;Nanoparticles;Skin;Travel;Hair;Low-Level Light Therapy;Cell Differentiation;Hair Color;Hyperpigmentation;Ultraviolet Rays;Black or African American;Dietary Supplements;Light;Pigmentation Disorders;Hyperthermia, Induced;Laser Therapy;Dermatoglyphics;Mummies;Erythema;Skin;Carps;Infrared Rays;Temperature;Axilla;Skin Pigmentation;Optical Imaging;Skin Aging;Skin Pigmentation"
deafness,"Periodicals as Topic;Deafness;Education of Hearing Disabled;Persons With Hearing Impairments;Education of Hearing Disabled;COVID-19;Persons With Hearing Impairments;Literacy;Education of Hearing Disabled;Deafness;COVID-19;Education of Hearing Disabled;Sign Language;Multilingualism;Persons With Hearing Impairments;Curriculum;Literacy;Autism Spectrum Disorder;Emigrants and Immigrants;Deafness;Multilingualism;Education of Hearing Disabled;Education of Hearing Disabled;Deafness;Genetic Therapy;Hearing Loss;Deaf-Blind Disorders;Communication;Cochlear Implants;Language Development;Students;Deafness;Phospholipase C beta;Ichthyosis;Pedigree;Quality of Life;Cochlear Implants;Deafness;Social Stigma;Qualitative Research;Delphi Technique;Parent-Child Relations;Deafness;Retinitis Pigmentosa;Deafness;Hearing Loss;Hearing Loss, Sensorineural;Tenascin;Cochlear Implants;Cochlear Implantation;Speech Perception;Evoked Potentials, Auditory, Brain Stem;Cochlear Nerve;Deafness;Branchio-Oto-Renal Syndrome;Hearing Loss;Deafness;Hearing Loss, Sensorineural;Renal Insufficiency;Hearing;Deafness;Sign Language;Comprehension;Electroencephalography;Deafness;Cochlear Implants;Memory, Short-Term;Cochlear Implantation;Acoustic Stimulation;Electroencephalography;Persons With Hearing Impairments;Visual Perception;Auditory Perception;Hearing Loss;Deafness;Audiology;Hearing Loss;Deafness;Data Compression;Usher Syndromes;Hearing Loss, Sensorineural;Hearing Loss, Sensorineural;Deafness;Cochlear Implants;Cochlear Implantation;Hearing Loss, Sensorineural;Hearing Loss;Deafness;Meningitis;Hearing Loss;Deafness;Hearing Loss;Deafness;Persons With Hearing Impairments;Deafness;Hearing Aids;Hearing Loss;Cochlear Implantation;Speech Perception;Deafness;Cochlear Implants;Eustachian Tube;Hearing Loss, Sensorineural;Vestibule, Labyrinth;Deafness;Deafness;Hearing Loss;Wolfram Syndrome;Endocrinology;Auditory Brain Stem Implants;Deafness;Neurofibromatosis 2;Cochlear Implantation;Cochlear Implants;Genetic Testing;Deafness;Hearing Aids;Hearing Loss;Deafness;Hearing Loss;Deafness;Speech Perception;Hearing Loss;Deafness;Hearing Aids;Hearing Loss, Sensorineural;Presbycusis;Deafness;Speech Perception;Hearing Loss, Noise-Induced;Noise, Occupational;Deafness;Hearing Loss;Deafness;Famous Persons;Music;Deafness;Touch Perception;Hearing Loss;Deafness;Deafness;Hearing Loss, Noise-Induced;Noise, Occupational;Occupational Exposure;Deafness;Occupational Diseases;Hearing;Deafness;Hearing Loss;Deafness;Deafness;Presbycusis"
dehydration,"Sinus Thrombosis, Intracranial;Dehydration;Brassica napus;Gene Expression Regulation, Plant;Plant Proteins;Dehydration;Salt Stress;Transcription Factors;Leucine Zippers;Dehydration;Water-Electrolyte Balance;Hot Temperature;Exercise;Polyethylene Glycols;Germination;Seedlings;Seeds;Sleep;Energy Intake;Sports Nutritional Physiological Phenomena;Lipid Metabolism;Plant Proteins;Bryopsida;Phylogeny;Vigna;Thioctic Acid;Antioxidants;Photosynthesis;Droughts;Eleusine;Gene Expression Regulation, Plant;Gene Expression Profiling;Plant Proteins;CCAAT-Binding Factor;Glycerol;Cross-Over Studies;Dehydration;Dietary Supplements;Walking;Triticum;Azospirillum brasilense;Charcoal;Soil;Vigna;Potassium;Droughts;Water-Electrolyte Imbalance;Rectal Neoplasms;Dehydration;Food Preservation;Dehydration;Diagnostic Errors;Enterocolitis;Hirschsprung Disease;Water;Photosynthesis;Bacterial Infections;Dysentery;Aquaporins;Vitis;Dehydration;Arecaceae;Water;Dehydration;Triticum;Genotype;Hot Temperature;Photosynthesis;Arachis;Plant Roots;Stilbenes;Biomass;Dermatitis, Atopic;Dehydration;Seasons;Dehydration;Kidney Diseases;Dehydration;Droughts;Arachis;Zinc;Heart Rate;Acute Kidney Injury;Hot Temperature;Insulin-Like Growth Factor Binding Proteins;Seasons;Magnoliopsida;Phylogeny;Water;Stress, Physiological;Droughts;Acclimatization;Tandem Mass Spectrometry;Lithium;Dehydration;Fractures, Bone;Cacao;Water;Dehydration;Terminal Care;Pneumonia;Urinary Tract Infections;Sepsis;Animal Welfare;Water Deprivation;Transportation;Sodium;Thirst;Camelus;Sodium Chloride;Onions;Escherichia coli O157;Body Temperature;Boidae;Ubiquitin-Protein Ligases;Water Deprivation;Acanthamoeba;Cysts;Valerian;Plants, Medicinal;Water Supply;Water Resources;Sewage;Waste Disposal, Fluid;Zea mays;Bacillus;Droughts;Dehydration;Arabidopsis;Arabidopsis Proteins;Drought Resistance;Picea;Dehydration;Health Knowledge, Attitudes, Practice;Plant Roots;Water;Abscisic Acid;Withanolides;Withania;Triterpenes;Phytosterols"
delirium,"Antibodies, Monoclonal, Humanized;Delirium;COVID-19;Coma;Critical Illness;Carcinoma, Hepatocellular;Liver Neoplasms;Postoperative Complications;Nomograms;Delirium;ROC Curve;Gabapentin;Delirium;Machine Learning;Delirium;Geriatric Assessment;Melatonin;Intensive Care Units;Delirium;Sleep Quality;Delirium;Palliative Care;Neoplasms;Machine Learning;Registries;Delirium;Inpatients;Delirium;Airway Extubation;Emergence Delirium;Anesthesia, General;Nasal Surgical Procedures;Drug-Related Side Effects and Adverse Reactions;Spectroscopy, Near-Infrared;Oxygen Saturation;Postoperative Complications;Delirium;Police;Hypothermia;Postoperative Complications;Delirium;Intraoperative Complications;Hepatectomy;Postoperative Complications;Delirium;Databases, Factual;Delirium;Accidental Falls;Critical Illness;Intensive Care Units;Delirium;Postoperative Complications;Orthopedic Procedures;Delirium;International Classification of Diseases;Hip Fractures;Delirium;Frailty;Postoperative Complications;Melatonin;Postoperative Complications;Delirium;Intensive Care Units;Respiration, Artificial;Critical Illness;Brain Abscess;Listeriosis;Anti-Bacterial Agents;Listeria monocytogenes;Dexmedetomidine;Emergence Delirium;Airway Extubation;Nasal Surgical Procedures;Delirium;Heart Rate;Dexmedetomidine;Cytokines;Fractures, Compression;Thoracic Vertebrae;Postoperative Complications;Delirium;Nursing Assistants;Delirium;Focus Groups;Geriatrics;Education, Medical, Undergraduate;Curriculum;Randomized Controlled Trials as Topic;Delirium;Pain, Postoperative;Rivastigmine;Delirium;Cholinesterase Inhibitors;Paliperidone Palmitate;Bipolar Disorder;Antipsychotic Agents;Delirium;Melatonin;Delirium;Critical Illness;Intensive Care Units;Delirium;Hospitals, University;Delirium;Postoperative Complications;Coronary Artery Bypass;Delirium;Critical Illness;Biomarkers;Inflammation;Emergence Delirium;Delirium;Delirium;Dexmedetomidine;Emergence Delirium;Hypotension;Postoperative Cognitive Complications;Colorectal Neoplasms;Emergence Delirium;Frailty;Laparoscopy;Transcranial Direct Current Stimulation;Hospices;Delirium;Delirium;Electroencephalography;Stroke;Propofol;Antipsychotic Agents;Delirium;Frailty;Deglutition Disorders;Delirium;Diabetes Mellitus, Type 2;Emergence Delirium;Music Therapy;Delirium;Randomized Controlled Trials as Topic;Anxiety;Intensive Care Units;Hip Fractures;Malnutrition;Delirium;Inpatients;Delirium;Hematoma, Subdural, Chronic;Emergence Delirium;Propofol;Emergence Delirium;Delirium;Colonic Neoplasms;Respiratory Insufficiency;Benzodiazepines;Emergence Delirium;Brain Injuries"
depression,"Depression;Sleep Initiation and Maintenance Disorders;Depression;Quality of Life;Depression;Brain;Endogenous Retroviruses;Schizophrenia;Genome-Wide Association Study;Bipolar Disorder;Transcriptome;Depressive Disorder, Major;Electroconvulsive Therapy;Cerebral Small Vessel Diseases;Bipolar Disorder;Systematic Reviews as Topic;Meta-Analysis as Topic;Depressive Disorder, Treatment-Resistant;Dialectical Behavior Therapy;Machine Learning;Depression;Algorithms;Seasons;Mental Health;Neuroimaging;Biological Specimen Banks;Social Media;Self-Injurious Behavior;Smartphone;Gender Identity;Depression;Sexual and Gender Minorities;Tinnitus;Quality of Life;Anxiety;Depression;Depression;Depression;Schools;Parent-Child Relations;Adolescent Behavior;Depressive Disorder, Major;Thyrotropin;Metabolic Syndrome;N-Methyl-3,4-methylenedioxyamphetamine;Neoplasms;Anxiety;Randomized Controlled Trials as Topic;Affect;Hallucinogens;Depressive Disorder, Major;Suicide, Attempted;Blood Glucose;Workplace Violence;Burnout, Professional;Depression;Fear;Stress Disorders, Post-Traumatic;Depression;Borderline Personality Disorder;Depression;Adverse Childhood Experiences;Self-Control;Depression;Stress, Psychological;Schools;Astrocytes;AlkB Homolog 5, RNA Demethylase;Depressive Disorder, Major;Mice, Knockout;Hydroxymethylglutaryl-CoA Reductase Inhibitors;Primary Health Care;Poverty Areas;Suicide;HIV Infections;Social Support;Depression;Intimate Partner Violence;Stress Disorders, Post-Traumatic;Veterans;Cognitive Behavioral Therapy;Depression;Caregivers;Dementia;Social Support;Family;Depression, Postpartum;Arabs;Arthritis, Rheumatoid;Anxiety;Depression;Physician Assistants;Anxiety;Depression;Electroconvulsive Therapy;Registries;COVID-19;Suicidal Ideation;Depressive Disorder, Major;Antidepressive Agents;Ketamine;Antidepressive Agents;Rotenone;Depressive Disorder, Major;Depression;COVID-19;Gynecology;Internship and Residency;Burnout, Professional;Depression;Obstetrics;Anxiety;Job Satisfaction;Depression;Type D Personality;School Teachers;Depression;Self-Control;Anxiety;Stress, Psychological;COVID-19;Depression;Anxiety;Students;Exercise;Sleep Quality;Emotions;Depressive Disorder, Major;Global Burden of Disease;Global Health;Acupuncture Therapy;Depression;MAP Kinase Signaling System;Stroke;Acupuncture Points;Acupuncture Therapy;Depression;Breast Feeding;Mother-Child Relations;Depression, Postpartum;Depression;Fibromyalgia;Manual Lymphatic Drainage;Pain Measurement;Depression;Quality of Life;Pain;Cognitive Dysfunction;COVID-19;Depression;Anxiety;Stress Disorders, Post-Traumatic;Borderline Personality Disorder;Dialectical Behavior Therapy;Inpatients"
disorientation,"Antibodies, Monoclonal, Humanized;Delirium;COVID-19;Coma;Critical Illness;Carcinoma, Hepatocellular;Liver Neoplasms;Postoperative Complications;Nomograms;Delirium;ROC Curve;Gabapentin;Delirium;Machine Learning;Delirium;Geriatric Assessment;Melatonin;Intensive Care Units;Delirium;Sleep Quality;Delirium;Palliative Care;Neoplasms;Machine Learning;Registries;Delirium;Inpatients;Delirium;Airway Extubation;Emergence Delirium;Anesthesia, General;Nasal Surgical Procedures;Drug-Related Side Effects and Adverse Reactions;Spectroscopy, Near-Infrared;Oxygen Saturation;Postoperative Complications;Delirium;Police;Hypothermia;Postoperative Complications;Delirium;Intraoperative Complications;Hepatectomy;Postoperative Complications;Delirium;Databases, Factual;Delirium;Accidental Falls;Critical Illness;Intensive Care Units;Delirium;Postoperative Complications;Orthopedic Procedures;Delirium;International Classification of Diseases;Hip Fractures;Delirium;Frailty;Postoperative Complications;Melatonin;Postoperative Complications;Delirium;Intensive Care Units;Respiration, Artificial;Critical Illness;Brain Abscess;Listeriosis;Anti-Bacterial Agents;Listeria monocytogenes;Dexmedetomidine;Emergence Delirium;Airway Extubation;Nasal Surgical Procedures;Delirium;Heart Rate;Dexmedetomidine;Cytokines;Fractures, Compression;Thoracic Vertebrae;Postoperative Complications;Delirium;Nursing Assistants;Delirium;Focus Groups;Geriatrics;Education, Medical, Undergraduate;Curriculum;Randomized Controlled Trials as Topic;Delirium;Pain, Postoperative;Rivastigmine;Delirium;Cholinesterase Inhibitors;Paliperidone Palmitate;Bipolar Disorder;Antipsychotic Agents;Delirium;Melatonin;Delirium;Critical Illness;Intensive Care Units;Delirium;Hospitals, University;Delirium;Postoperative Complications;Coronary Artery Bypass;Delirium;Critical Illness;Biomarkers;Inflammation;Emergence Delirium;Delirium;Delirium;Dexmedetomidine;Emergence Delirium;Hypotension;Postoperative Cognitive Complications;Colorectal Neoplasms;Emergence Delirium;Frailty;Laparoscopy;Transcranial Direct Current Stimulation;Hospices;Delirium;Delirium;Electroencephalography;Stroke;Propofol;Antipsychotic Agents;Delirium;Aphasia;Confusion;Head;Frailty;Deglutition Disorders;Delirium;Radiology;Diabetes Mellitus, Type 2;Emergence Delirium;Music Therapy;Delirium;Randomized Controlled Trials as Topic;Anxiety;Intensive Care Units;Mental Disorders;Neurology;Hip Fractures;Malnutrition;Delirium;Inpatients;Delirium"
drowsiness,"Dizziness;Neuralgia;Dry Eye Syndromes;Sleep Wake Disorders;Smoking Cessation;Sleep Initiation and Maintenance Disorders;Sleep Deprivation;Sleepiness;Sleep Deprivation;Psychomotor Performance;Sleep Apnea, Obstructive;Sleep Apnea, Obstructive;Disorders of Excessive Somnolence;Wakefulness;Sleepiness;Anticonvulsants;Dizziness;Carbamates;Chlorophenols;Tetrazoles;Cataplexy;Narcolepsy;Disorders of Excessive Somnolence;Chronotype;Blood Pressure Monitoring, Ambulatory;Syndactyly;Sleep Initiation and Maintenance Disorders;Acquired Immunodeficiency Syndrome;Sleep Apnea Syndromes;HIV Infections;Sleepiness;Electroencephalography;Gastrointestinal Microbiome;Narcolepsy;Antioxidants;Sleep Apnea, Obstructive;Sleepiness;Neurophysiology;Sleepiness;Disorders of Excessive Somnolence;Alprazolam;Smokers;Continuous Positive Airway Pressure;Sleep Apnea, Obstructive;Malocclusion;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Disorders of Excessive Somnolence;Coronary Artery Disease;Cardiovascular Diseases;Sleep Apnea, Obstructive;Disorders of Excessive Somnolence;Sleep Apnea, Obstructive;Disorders of Excessive Somnolence;Ischemic Attack, Transient;Propensity Score;Ischemic Stroke;Self Report;Sleep Apnea Syndromes;Sleep Apnea, Obstructive;Sleep Apnea, Central;Heart Failure;Sleep Apnea, Obstructive;Disorders of Excessive Somnolence;Cataplexy;Epilepsy;Narcolepsy;Vagus Nerve Stimulation;Sleep Deprivation;Sleepiness;Intracranial Hypotension;Disorders of Excessive Somnolence;Narcolepsy;Idiopathic Hypersomnia;Disorders of Excessive Somnolence;Disorders of Excessive Somnolence;Sleep Apnea, Obstructive;Sleep Disorders, Circadian Rhythm;Sleep Apnea Syndromes;Heart Failure;Sleep Apnea, Central;Sleep Apnea, Obstructive;Odorants;Automobile Driving;Sleepiness;Sleep Apnea Syndromes;Medicine, Chinese Traditional;Drugs, Chinese Herbal;Kidney Transplantation;Skin Neoplasms;Cognition;Levetiracetam;Cardiovascular Diseases;Psychomotor Performance;Sleepiness;Disorders of Excessive Somnolence;Fatigue;Gait;Immune System Diseases;Neurodegenerative Diseases;Sleepiness;Psychomotor Performance;Sleepiness;Sleepiness;Disorders of Excessive Somnolence;Narcolepsy;Disorders of Excessive Somnolence;Idiopathic Hypersomnia;Kidney Transplantation;Disorders of Excessive Somnolence;Sleep Apnea, Obstructive;Disorders of Excessive Somnolence;Sleepiness;Wakefulness;Cannabis;Wakefulness;Sleepiness"
dry cough,"Hypereosinophilic Syndrome;Antibodies, Antineutrophil Cytoplasmic;Granulomatosis with Polyangiitis;Respiratory Sounds;Asthma;Hypertension;Hypotension;Cough;Cough;COVID-19;Cough;Respiratory System;COVID-19;Sleep Initiation and Maintenance Disorders;Chronic Cough;Hypersensitivity;Asthma;Hypersensitivity;Tobacco Smoke Pollution;Hypereosinophilic Syndrome;Hypersensitivity;Hypersensitivity, Immediate;COVID-19;Cyanobacteria;Pharyngitis;Electronic Nicotine Delivery Systems;Cerebellar Ataxia;Bilateral Vestibulopathy;Peripheral Nervous System Diseases;Vestibular Diseases;Activities of Daily Living;Social Participation;Sarcoidosis;Central Nervous System Diseases;Cough;Mycoses;Hemoptysis;Kidney Diseases;Asthma;Gastroesophageal Reflux;Antitussive Agents;Bronchoscopy;Hemoptysis;SARS-CoV-2;COVID-19;Cough;Asthma;Crowdsourcing;COVID-19;Tracheal Stenosis;Asthma;Lung Diseases, Interstitial;Occupational Diseases;Occupational Exposure;Cough;Bronchoscopy;Antitussive Agents;Cough;Antihypertensive Agents;Hypertension;Cough;Quality of Life;Biological Products;Hypertension;Angioedema;Multiple Pulmonary Nodules;Lymphadenopathy;Influenza A Virus, H1N1 Subtype;Influenza, Human;COVID-19;Drugs, Chinese Herbal;Pulmonary Disease, Chronic Obstructive;Asthma;Ambroxol;Idiopathic Pulmonary Fibrosis;Cough;Idiopathic Pulmonary Fibrosis;SARS-CoV-2;COVID-19;COVID-19;Enalapril;Hypertension;Lung;Dyspnea;Anti-Bacterial Agents;Vaccines;Pneumonia, Pneumocystis;Pneumocystis carinii;Dermatomyositis;Polymyositis;Lung Diseases, Interstitial;Autoimmune Diseases;Cough;Asthma;Cough;Lung Neoplasms;Urinary Incontinence, Stress;Hypertension;Myocardial Infarction;Pulmonary Fibrosis;Sjogren's Syndrome;Lung Diseases, Interstitial;COVID-19;Frailty"
paralysis,"Optogenetics;Muscle, Skeletal;Quadriplegia;Hand;Arm;Spinal Cord Injuries;Electroacupuncture;Facial Paralysis;Acupuncture Therapy;Acupuncture Points;Fabry Disease;Quadriplegia;Dopamine Plasma Membrane Transport Proteins;Parkinsonian Disorders;Tomography, Emission-Computed, Single-Photon;Multiple System Atrophy;Cervical Vertebrae;Decompression, Surgical;Postoperative Complications;Gastroparesis;Facial Injuries;Stroke Rehabilitation;Robotics;Hand Strength;Hemiplegia;Ophthalmoplegia;Oculomotor Muscles;Lysosomes;Thymidine Phosphorylase;Mitochondrial Encephalomyopathies;Fibroblasts;DNA, Mitochondrial;Mitochondria;Nucleosides;Glucagon-Like Peptide-1 Receptor;Glucagon-Like Peptides;Weight Loss;Gastroparesis;Pancreaticoduodenectomy;Laparoscopy;Postoperative Complications;Gastric Emptying;Quality of Life;Pancreaticoduodenectomy;Postoperative Complications;Gastric Emptying;Vocal Cord Paralysis;Nerve Regeneration;Pneumonectomy;Paraplegia;Lung Neoplasms;Postoperative Complications;Ophthalmoplegia;Guillain-Barre Syndrome;Magnetic Resonance Imaging;Facial Paralysis;Synkinesis;Disease Models, Animal;Vocal Cord Paralysis;Electric Stimulation Therapy;Laryngeal Muscles;Leukoencephalopathies;Quadriplegia;Diaphragmatic Eventration;Respiratory Paralysis;Supranuclear Palsy, Progressive;Parkinson Disease;Memory, Short-Term;Sjogren's Syndrome;Hypokalemia;Pregnancy Complications;Physical Therapy Modalities;Exercise Therapy;Parkinsonian Disorders;Paraplegia;Facial Paralysis;Nystagmus, Pathologic;Quadriplegia;Insect Repellents;Deep Learning;Supranuclear Palsy, Progressive;Vocal Cord Paralysis;Vocal Cords;Facial Paralysis;Facial Nerve Injuries;Facial Nerve;Anastomosis, Surgical;Facial Paralysis;Decompression, Surgical;Bell Palsy;Facial Nerve;Myoclonic Cerebellar Dyssynergia;Facial Paralysis;Facial Nerve;Plastic Surgery Procedures;Anastomosis, Surgical;Hypoglossal Nerve;Facial Nerve Injuries;Facial Nerve;DNA Polymerase gamma;Sleep Initiation and Maintenance Disorders;Thyroid Neoplasms;Recurrent Laryngeal Nerve;Thyroidectomy;Hemiplegia;Upper Extremity;Stroke Rehabilitation;Cervical Vertebrae;Locked-In Syndrome;Foraminotomy;Facial Paralysis;Brain Stem Infarctions;Orthotic Devices;Hemiplegia;Stroke Rehabilitation;Stroke;Caenorhabditis elegans;Adenosine Triphosphate;Oxidation-Reduction;Refugees;Vagus Nerve Stimulation;Vocal Cord Paralysis;Artificial Intelligence;Laryngeal Diseases;Stroboscopy;Vocal Cords;Voice Quality;Adrenal Insufficiency;Adrenoleukodystrophy;ATP Binding Cassette Transporter, Subfamily D, Member 1;Vocal Cord Paralysis;Voice Disorders;Botulinum Toxins;Botulism;Clostridium botulinum;Botulinum Toxins, Type A;Alzheimer Disease;Lewy Body Disease;Supranuclear Palsy, Progressive;Multiple System Atrophy;Vocal Cord Paralysis;Dysphonia;Lyme Neuroborreliosis;Evoked Potentials, Visual;Optic Nerve Diseases;Hemiplegia;Robotics"
flaccidity,"Prader-Willi Syndrome;Muscle Hypotonia;Calcium-Binding Proteins;DNA Methylation;Chromosomes, Human, Pair 14;Intercellular Signaling Peptides and Proteins;Genomic Imprinting;Muscle Hypotonia;Abnormalities, Multiple;Exome Sequencing;Phosphotransferases;Abnormalities, Multiple;Chromosome Deletion;Intellectual Disability;Laryngomalacia;Intellectual Disability;Musculoskeletal Abnormalities;Neurodevelopmental Disorders;Disabled Persons;Intellectual Disability;Contracture;Glycogen Storage Disease Type II;Succinate-Semialdehyde Dehydrogenase;Phenotype;Amino Acid Metabolism, Inborn Errors;White Matter;Muscular Diseases;Muscular Dystrophies;Muscle Hypotonia;Abnormalities, Multiple;Autism Spectrum Disorder;Epilepsy;Intellectual Disability;Microcephaly;Obesity;Intellectual Disability;Myopia;Muscle Hypotonia;Retinal Degeneration;Microcephaly;Mitochondrial Diseases;Arginine-tRNA Ligase;Artificial Intelligence;Muscular Atrophy, Spinal;Cri-du-Chat Syndrome;Musculoskeletal Abnormalities;Muscle Hypotonia;Edema;Thyroid Hormones;Mental Retardation, X-Linked;Muscular Atrophy;Zellweger Syndrome;Peroxisomal Disorders;Autism Spectrum Disorder;Body Temperature Regulation;Chromosome Disorders;Developmental Disabilities;Facies;Hypopituitarism;Imprinting Disorders;Oxytocin;Prader-Willi Syndrome;Induced Pluripotent Stem Cells;Mental Retardation, X-Linked;Muscular Atrophy;Developmental Disabilities;Epilepsy;Heterozygote;Muscle Hypotonia;Mutation;CapZ Actin Capping Protein;Fetal Diseases;Polyhydramnios;Growth Plate;Intellectual Disability;Dwarfism;Muscle Hypotonia;Retinitis Pigmentosa;Abnormalities, Multiple;Parkinson Disease;REM Sleep Behavior Disorder;Sleep, Slow-Wave;Mitochondrial Diseases;Cardiomyopathies;Ataxia;Muscle Weakness;Mental Retardation, X-Linked;Primary Ovarian Insufficiency;Symporters;Mental Retardation, X-Linked;Amino Acid Metabolism, Inborn Errors;Brain Diseases, Metabolic;Glutaryl-CoA Dehydrogenase;Odontoid Process;Spinal Cord Diseases;Parkinson Disease;REM Sleep Behavior Disorder;Mental Retardation, X-Linked;Symporters;Hypercalcemia;Nephrocalcinosis;Nephrolithiasis;Zellweger Syndrome;Epilepsy;Brain Diseases;Epilepsy, Generalized;Intellectual Disability;Autism Spectrum Disorder;Epilepsy;Nervous System Malformations;Myopathies, Structural, Congenital;Singing;Cystinuria;Craniofacial Abnormalities;Chromosome Deletion;Muscle Hypotonia;Intellectual Disability;Mitochondrial Diseases;Sleep, REM;REM Sleep Behavior Disorder;Mental Retardation, X-Linked;Disabled Persons;Motor Disorders;Thyrotoxicosis;Hyperthyroidism;Symporters;Myopathy, Central Core;Muscular Diseases;Muscle Hypotonia;Musculoskeletal Abnormalities;Autistic Disorder;Autism Spectrum Disorder;Intellectual Disability;Language Development Disorders;Muscle Hypotonia;Intellectual Disability;Down Syndrome;Sleep Apnea, Obstructive;Muscle Hypotonia;Neurodevelopmental Disorders;Arthrogryposis;Cleft Palate;Clubfoot;Hand Deformities, Congenital;Mental Retardation, X-Linked;Symporters;Muscle Hypotonia;Failure to Thrive;Muscle Hypotonia;Lethargy;Neurodevelopmental Disorders;Intellectual Disability;Nervous System Malformations;Brain Diseases;Intellectual Disability;Muscular Diseases;Neurodevelopmental Disorders"
